stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,0.96,1.774,0.96,805558.09,805558.09,0.70,67.71,746690.69,68.826,746690.69,68.826,0.70,67.71,737066.85,67.331,737066.85,67.331
Average,1:8,3,1.48,16.232,1.48,1291658.41,1291658.41,1.19,82.59,1240221.24,88.612,1240221.24,88.612,1.19,82.59,1230816.20,86.942,1230816.20,86.942
Average,1:8,4,1.98,30.235,1.98,1716932.09,1716932.09,1.70,87.13,1666394.21,93.933,1666394.21,93.933,1.70,87.13,1656406.47,92.719,1656406.47,92.719
Average,1:8,5,2.48,40.511,2.48,2175794.26,2175794.26,2.20,89.61,2131530.94,95.845,2131530.94,95.845,2.20,89.61,2121307.03,94.901,2121307.03,94.901
Average,1:8,10,4.99,65.913,4.99,4508349.93,4508349.93,4.71,94.61,4469253.24,98.380,4469253.24,98.380,4.71,94.60,4458995.75,97.956,4458995.75,97.956
Average,1:8,15,7.50,76.103,7.50,6836348.63,6836348.63,7.23,96.43,6798637.42,99.011,6798637.42,99.011,7.23,96.43,6787985.76,98.729,6787985.76,98.729
Average,1:8,25,12.48,85.012,12.48,11265992.65,11265992.65,12.20,97.82,11231618.11,99.438,11231618.11,99.438,12.20,97.82,11220951.45,99.274,11220951.45,99.274
Average,1:8,50,24.98,92.263,24.99,22809444.54,22809444.54,24.71,98.92,22775862.50,99.733,22775862.50,99.733,24.71,98.92,22764786.14,99.652,22764786.14,99.652
Average,1:8,100,49.98,96.066,49.98,45696822.63,45696822.63,49.71,99.47,45665631.82,99.873,45665631.82,99.873,49.71,99.47,45653355.71,99.830,45653355.71,99.830
Average,1:8,500,249.94,99.202,249.98,229156771.62,229156771.62,249.76,99.92,229130978.89,99.978,229130978.89,99.978,249.76,99.91,229114759.99,99.966,229114759.99,99.966
Average,1:8,1000,499.92,99.600,500.08,458163377.89,458163377.89,499.89,99.99,458139042.81,99.990,458139042.81,99.990,499.89,99.96,458121474.97,99.983,458121474.97,99.983
