stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:16,2,1.00,2.333,1.00,6756.88,6756.88,0.72,69.19,5972.35,70.419,5972.35,70.419,0.72,69.19,5816.52,68.636,5816.52,68.636
Average,1:16,3,1.50,16.856,1.50,10795.34,10795.34,1.20,82.80,9864.25,87.975,9864.25,87.975,1.20,82.80,9676.56,85.891,9676.56,85.891
Average,1:16,4,2.00,30.768,2.00,14808.81,14808.81,1.71,87.20,13924.46,92.846,13924.46,92.846,1.71,87.20,13719.19,91.205,13719.19,91.205
Average,1:16,5,2.49,40.840,2.49,18797.21,18797.21,2.21,89.65,17930.67,94.796,17930.67,94.796,2.21,89.65,17716.55,93.505,17716.55,93.505
Average,1:16,10,4.99,65.946,4.99,38833.47,38833.47,4.72,94.78,37997.56,97.746,37997.56,97.746,4.72,94.78,37755.00,97.093,37755.00,97.093
Average,1:16,15,7.50,76.114,7.50,58886.03,58886.03,7.23,96.52,58061.13,98.555,58061.13,98.555,7.23,96.52,57817.58,98.129,57817.58,98.129
Average,1:16,25,12.48,85.022,12.48,98701.79,98701.79,12.21,97.85,97875.87,99.148,97875.87,99.148,12.21,97.85,97629.41,98.894,97629.41,98.894
Average,1:16,50,25.00,92.269,25.00,198749.37,198749.37,24.73,98.92,197927.93,99.582,197927.93,99.582,24.73,98.92,197675.13,99.454,197675.13,99.454
Average,1:16,100,50.00,96.068,50.00,398708.42,398708.42,49.74,99.47,397908.49,99.798,397908.49,99.798,49.74,99.47,397657.42,99.735,397657.42,99.735
Average,1:16,500,250.02,99.202,250.02,1997189.34,1997189.34,249.76,99.89,1996388.41,99.959,1996388.41,99.959,249.76,99.89,1996133.43,99.947,1996133.43,99.947
Average,1:16,1000,499.90,99.600,499.90,3994534.27,3994534.27,499.63,99.94,3993725.50,99.979,3993725.50,99.979,499.63,99.94,3993472.54,99.973,3993472.54,99.973
