stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,1.00,5.892,1.00,2909.69,2909.69,0.55,49.24,2243.90,52.846,2243.90,52.846,0.55,49.24,2243.90,52.846,2243.90,52.846
Average,1:1:1:1:1:1:1:1:1,3,1.50,25.345,1.50,4787.66,4787.66,1.02,68.89,4095.63,77.320,4095.63,77.320,1.02,68.89,4095.63,77.320,4095.63,77.320
Average,1:1:1:1:1:1:1:1:1,4,1.99,43.768,1.99,6761.76,6761.76,1.52,77.20,6099.29,87.297,6099.29,87.297,1.52,77.20,6099.29,87.297,6099.29,87.297
Average,1:1:1:1:1:1:1:1:1,5,2.50,56.188,2.50,8714.52,8714.52,2.01,81.45,8065.56,91.338,8065.56,91.338,2.01,81.45,8065.56,91.338,8065.56,91.338
Average,1:1:1:1:1:1:1:1:1,10,5.00,79.292,5.00,18663.18,18663.18,4.51,90.50,18058.74,96.594,18058.74,96.594,4.51,90.50,18058.74,96.594,18058.74,96.594
Average,1:1:1:1:1:1:1:1:1,15,7.50,86.375,7.50,28559.60,28559.60,7.00,93.49,27962.69,97.844,27962.69,97.844,7.00,93.49,27962.69,97.844,27962.69,97.844
Average,1:1:1:1:1:1:1:1:1,25,12.50,91.905,12.50,48591.02,48591.02,12.01,96.07,48009.51,98.783,48009.51,98.783,12.01,96.07,48009.51,98.783,48009.51,98.783
Average,1:1:1:1:1:1:1:1:1,50,25.00,95.976,25.00,98533.02,98533.02,24.50,98.01,97959.32,99.413,97959.32,99.413,24.50,98.01,97959.32,99.413,97959.32,99.413
Average,1:1:1:1:1:1:1:1:1,100,49.98,97.993,49.98,198279.00,198279.00,49.48,99.00,197709.47,99.711,197709.47,99.711,49.48,99.00,197709.47,99.711,197709.47,99.711
Average,1:1:1:1:1:1:1:1:1,500,250.00,99.599,250.00,997554.77,997554.77,249.50,99.80,996996.04,99.943,996996.04,99.943,249.50,99.80,996996.04,99.943,996996.04,99.943
Average,1:1:1:1:1:1:1:1:1,1000,500.10,99.799,500.10,1997156.55,1997156.55,499.60,99.89,1996589.87,99.971,1996589.87,99.971,499.60,99.89,1996589.87,99.971,1996589.87,99.971
