stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,0.99,2.550,0.99,3337.31,3337.31,0.70,66.55,2894.61,67.928,2894.61,67.928,0.70,66.55,2820.16,66.211,2820.16,66.211
Average,1:8,3,1.49,16.760,1.49,5350.05,5350.05,1.19,81.57,4854.66,86.823,4854.66,86.823,1.19,81.57,4763.57,84.796,4763.57,84.796
Average,1:8,4,2.00,30.584,2.00,7382.34,7382.34,1.70,86.58,6909.83,92.341,6909.83,92.341,1.70,86.58,6809.97,90.739,6809.97,90.739
Average,1:8,5,2.49,40.661,2.49,9371.74,9371.74,2.20,89.11,8905.11,94.389,8905.11,94.389,2.20,89.11,8800.02,93.110,8800.02,93.110
Average,1:8,10,4.98,65.835,4.98,19352.12,19352.12,4.70,94.56,18910.80,97.609,18910.80,97.609,4.70,94.56,18793.05,96.968,18793.05,96.968
Average,1:8,15,7.50,76.087,7.50,29425.05,29425.05,7.21,96.34,28985.22,98.463,28985.22,98.463,7.21,96.34,28861.42,98.029,28861.42,98.029
Average,1:8,25,12.50,85.041,12.50,49408.50,49408.50,12.22,97.80,48978.11,99.114,48978.11,99.114,12.22,97.80,48852.55,98.855,48852.55,98.855
Average,1:8,50,25.00,92.267,25.00,99348.57,99348.57,24.71,98.85,98903.53,99.548,98903.53,99.548,24.71,98.85,98778.05,99.420,98778.05,99.420
Average,1:8,100,50.01,96.068,50.01,199279.10,199279.10,49.72,99.43,198844.81,99.781,198844.81,99.781,49.72,99.43,198720.43,99.718,198720.43,99.718
Average,1:8,500,249.99,99.202,249.99,998521.42,998521.42,249.71,99.88,998089.25,99.956,998089.25,99.956,249.71,99.88,997960.36,99.943,997960.36,99.943
Average,1:8,1000,500.05,99.600,500.05,1997732.44,1997732.44,499.76,99.94,1997291.74,99.977,1997291.74,99.977,499.76,99.94,1997163.82,99.971,1997163.82,99.971
