stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1,2,0.99,6.896,0.99,754.02,754.02,0.52,45.75,528.55,48.612,528.55,48.612,0.52,45.75,528.55,48.612,528.55,48.612
Average,1:1:1,3,1.50,25.529,1.50,1237.43,1237.43,1.01,66.53,1019.98,73.307,1019.98,73.307,1.01,66.53,1019.98,73.307,1019.98,73.307
Average,1:1:1,4,2.00,43.018,2.00,1722.14,1722.14,1.51,75.84,1509.62,84.010,1509.62,84.010,1.51,75.84,1509.62,84.010,1509.62,84.010
Average,1:1:1,5,2.49,55.206,2.49,2217.46,2217.46,2.00,80.80,2007.78,88.975,2007.78,88.975,2.00,80.80,2007.78,88.975,2007.78,88.975
Average,1:1:1,10,4.99,79.051,4.99,4692.96,4692.96,4.50,90.24,4494.82,95.550,4494.82,95.550,4.50,90.24,4494.82,95.550,4494.82,95.550
Average,1:1:1,15,7.50,86.294,7.50,7191.58,7191.58,7.00,93.43,6996.22,97.195,6996.22,97.195,7.00,93.43,6996.22,97.195,6996.22,97.195
Average,1:1:1,25,12.50,91.871,12.50,12176.18,12176.18,12.00,96.04,11984.17,98.394,11984.17,98.394,12.00,96.04,11984.17,98.394,11984.17,98.394
Average,1:1:1,50,25.01,95.971,25.01,24686.67,24686.67,24.52,98.02,24498.62,99.230,24498.62,99.230,24.52,98.02,24498.62,99.230,24498.62,99.230
Average,1:1:1,100,49.97,97.991,49.97,49607.76,49607.76,49.46,98.99,49418.25,99.616,49418.25,99.616,49.46,98.99,49418.25,99.616,49418.25,99.616
Average,1:1:1,500,249.96,99.599,249.96,249440.24,249440.24,249.47,99.80,249254.00,99.925,249254.00,99.925,249.47,99.80,249254.00,99.925,249254.00,99.925
Average,1:1:1,1000,499.91,99.799,499.91,499188.19,499188.19,499.42,99.90,499001.27,99.962,499001.27,99.962,499.42,99.90,499001.27,99.962,499001.27,99.962
