stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:4,2,0.99,2.995,0.99,1635.04,1635.04,0.66,61.70,1352.89,63.299,1352.89,63.299,0.66,61.70,1321.03,61.791,1321.03,61.791
Average,1:4,3,1.49,16.812,1.49,2652.22,2652.22,1.16,78.86,2365.67,84.205,2365.67,84.205,1.16,78.86,2322.84,82.332,2322.84,82.332
Average,1:4,4,1.99,30.341,1.99,3655.93,3655.93,1.67,84.80,3386.43,90.910,3386.43,90.910,1.67,84.80,3340.47,89.440,3340.47,89.440
Average,1:4,5,2.49,40.521,2.49,4662.46,4662.46,2.17,87.81,4395.45,93.509,4395.45,93.509,2.17,87.81,4345.67,92.302,4345.67,92.302
Average,1:4,10,4.99,65.822,4.99,9651.05,9651.05,4.67,93.82,9393.87,97.199,9393.87,97.199,4.67,93.82,9336.45,96.573,9336.45,96.573
Average,1:4,15,7.50,76.069,7.50,14696.61,14696.61,7.19,95.87,14442.34,98.211,14442.34,98.211,7.19,95.87,14384.01,97.799,14384.01,97.799
Average,1:4,25,12.50,85.025,12.50,24696.50,24696.50,12.19,97.52,24446.36,98.968,24446.36,98.968,12.19,97.52,24385.49,98.716,24385.49,98.716
Average,1:4,50,24.99,92.261,24.99,49645.92,49645.92,24.68,98.75,49395.55,99.490,49395.55,99.490,24.68,98.75,49332.30,99.362,49332.30,99.362
Average,1:4,100,50.02,96.068,50.02,99607.58,99607.58,49.71,99.37,99359.96,99.750,99359.96,99.750,49.71,99.37,99293.61,99.683,99293.61,99.683
Average,1:4,500,249.96,99.202,249.96,499026.13,499026.13,249.65,99.87,498779.86,99.950,498779.86,99.950,249.65,99.87,498714.33,99.937,498714.33,99.937
Average,1:4,1000,499.99,99.600,499.99,998554.48,998554.48,499.68,99.93,998308.69,99.975,998308.69,99.975,499.68,99.93,998243.48,99.968,998243.48,99.968
