stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
A,2:2,2,2,2,139574,1,50.0,79801.0,57.175,1,50.0,73125.0,52.392
A,2:2,3,3,3,206366,2,66.666,145207.33,70.364,2,66.666,140629.33,68.146
A,2:2,4,4,4,270386,3,75.0,208959.0,77.282,3,75.0,205433.57,75.978
A,2:2,5,5,5,332976,4,80.0,273748.4,82.213,4,80.0,269655.29,80.983
A,2:2,10,10,10,648874,9,90.0,590531.8,91.009,9,90.0,587086.96,90.478
A,2:2,15,15,15,982118,14,93.333,925239.2,94.209,14,93.333,920793.13,93.756
A,2:2,25,25,25,1664340,24,96.0,1608696.24,96.657,24,96.0,1603119.79,96.322
A,2:2,50,50,50,4239180,49,98.0,4200354.92,99.084,49,98.0,4177143.55,98.537
A,2:2,100,75,75,13609002,75,100.0,13609002.0,100.0,75,100.0,13609002.0,100.0
A,2:2,500,380,380,46503336,380,100.0,46503336.0,100.0,380,100.0,46503336.0,100.0
A,2:2,1000,721,721,70911060,720,99.861,70883320.92,99.961,720,99.861,70847990.47,99.911
A,2:2,2000,1715,1715,115726680,1713,99.883,115684105.33,99.963,1714,99.941,115682290.04,99.962
A,2:2,5000,3840,3840,403476884,3838,99.947,403410857.21,99.984,3840,100.0,403476884.0,100.0
A,2:2,10000,7663,7663,812842174,7663,100.0,812842174.0,100.0,7663,100.0,812842174.0,100.0
A,2:2,20000,7940,7941,919648296,7937,99.949,919402993.29,99.973,7940,99.987,919573361.93,99.992
A,2:2,20932,7940,7941,919648296,7937,99.949,919402993.29,99.973,7940,99.987,919573361.93,99.992
AGNC,2:2,2,2,2,81140,1,50.0,41290.0,50.887,1,50.0,40810.0,50.296
AGNC,2:2,3,3,3,121322,2,66.666,81814.67,67.436,2,66.666,81254.67,66.974
AGNC,2:2,4,4,4,161580,3,75.0,122044.5,75.532,3,75.0,121553.36,75.228
AGNC,2:2,5,5,5,200780,4,80.0,161983.6,80.677,4,80.0,161228.27,80.301
AGNC,2:2,10,10,10,399238,9,90.0,361185.4,90.469,9,90.0,360200.56,90.222
AGNC,2:2,15,15,15,597738,14,93.333,559810.93,93.655,14,93.333,558816.73,93.489
AGNC,2:2,25,25,25,964276,24,96.0,933118.8,96.769,24,96.0,929336.23,96.377
AGNC,2:2,50,50,50,1811576,49,98.0,1786785.72,98.632,49,98.0,1781007.32,98.313
AGNC,2:2,100,100,100,3642776,99,99.0,3618042.68,99.321,99,99.0,3612166.08,99.16
AGNC,2:2,500,497,497,22239822,497,100.0,22239822.0,100.0,497,100.0,22239822.0,100.0
AGNC,2:2,1000,993,993,51302578,992,99.899,51262339.5,99.922,993,100.0,51302578.0,100.0
AGNC,2:2,2000,1936,1936,100586752,1935,99.948,100567633.68,99.981,1935,99.948,100551210.61,99.965
AGNC,2:2,5000,4769,4769,239210486,4766,99.937,239151856.42,99.975,4769,100.0,239210486.0,100.0
AGNC,2:2,10000,5860,5860,284721050,5858,99.965,284680256.87,99.986,5859,99.982,284686556.91,99.988
AGNC,2:2,12400,5860,5860,284721050,5858,99.965,284680256.87,99.986,5859,99.982,284686556.91,99.988
AMZN,2:2,2,2,2,9106,1,50.0,5595.0,61.443,1,50.0,4900.33,53.814
AMZN,2:2,3,3,3,12668,2,66.666,9696.0,76.539,2,66.666,8945.6,70.616
AMZN,2:2,4,4,4,16210,3,75.0,13157.0,81.166,3,75.0,12585.86,77.643
AMZN,2:2,5,5,5,19522,4,80.0,16751.6,85.809,4,80.0,16121.6,82.582
AMZN,2:2,10,10,10,35644,9,90.0,33263.6,93.322,9,90.0,32640.44,91.573
AMZN,2:2,15,15,15,51184,14,93.333,48658.53,95.066,14,93.333,48199.84,94.17
AMZN,2:2,25,25,25,84432,24,96.0,81873.68,96.97,24,96.0,81455.84,96.475
AMZN,2:2,50,50,50,190050,49,98.0,187828.44,98.831,49,98.0,187030.74,98.411
AMZN,2:2,100,82,83,534198,82,98.795,534198.0,100.0,82,98.795,529792.99,99.175
AMZN,2:2,500,291,291,38429918,290,99.656,38412136.39,99.954,290,99.656,38354898.06,99.805
AMZN,2:2,1000,587,588,115003448,587,99.829,115003448.0,100.0,588,100.0,115003448.0,100.0
AMZN,2:2,2000,1236,1236,189279286,1236,100.0,189279286.0,100.0,1236,100.0,189279286.0,100.0
AMZN,2:2,5000,3077,3077,2716910398,3077,100.0,2716910398.0,100.0,3077,100.0,2716910398.0,100.0
AMZN,2:2,10000,6154,6154,9585184980,6153,99.983,9585081677.72,99.999,6153,99.983,9584354492.97,99.991
AMZN,2:2,20000,6672,6672,16895054994,6671,99.985,16894868633.13,99.999,6671,99.985,16893695609.43,99.992
AMZN,2:2,23468,6672,6672,16895054994,6671,99.985,16894868633.13,99.999,6671,99.985,16893695609.43,99.992
BA,2:2,2,2,2,3410,1,50.0,1734.0,50.85,1,50.0,1714.67,50.283
BA,2:2,3,3,3,5146,2,66.666,3472.0,67.47,2,66.666,3447.2,66.988
BA,2:2,4,4,4,6824,3,75.0,5155.0,75.542,3,75.0,5133.86,75.232
BA,2:2,5,5,5,8512,4,80.0,6858.4,80.573,4,80.0,6831.29,80.255
BA,2:2,10,10,10,17110,9,90.0,15452.0,90.31,9,90.0,15424.11,90.147
BA,2:2,15,15,15,25816,14,93.333,24164.8,93.604,14,93.333,24128.66,93.464
BA,2:2,25,25,25,44102,24,96.0,42500.0,96.368,24,96.0,42417.31,96.18
BA,2:2,50,50,50,89020,49,98.0,87440.8,98.226,49,98.0,87339.18,98.112
BA,2:2,100,100,100,169316,99,99.0,168133.18,99.301,99,99.0,167876.73,99.15
BA,2:2,500,500,500,675148,499,99.8,674367.19,99.884,499,99.8,674082.16,99.842
BA,2:2,1000,872,873,1945312,866,99.198,1940195.51,99.737,873,100.0,1945312.0,100.0
BA,2:2,2000,1323,1323,7806492,1322,99.924,7802398.05,99.948,1323,100.0,7806492.0,100.0
BA,2:2,5000,3074,3076,27354902,3064,99.609,27337549.57,99.937,3075,99.967,27349587.86,99.981
BA,2:2,10000,5665,5665,489998926,5661,99.929,489959958.65,99.992,5665,100.0,489998926.0,100.0
BA,2:2,20000,10990,10993,2779624462,10989,99.963,2779612353.32,100.0,10992,99.99,2779491976.82,99.995
BA,2:2,50000,16491,16491,5252113768,16483,99.951,5249855735.09,99.957,16491,100.0,5252113768.0,100.0
BA,2:2,59088,16491,16491,5252113768,16483,99.951,5249855735.09,99.957,16491,100.0,5252113768.0,100.0
BAC,2:2,2,2,2,18532,1,50.0,9297.0,50.167,1,50.0,9276.33,50.056
BAC,2:2,3,3,3,27782,1,33.333,9302.0,33.482,2,66.666,18529.6,66.696
BAC,2:2,4,4,4,37032,1,25.0,9304.5,25.126,3,75.0,27780.64,75.018
BAC,2:2,5,5,5,46282,1,20.0,9306.0,20.107,4,80.0,37031.11,80.012
BAC,2:2,10,10,10,93406,5,50.0,47607.0,50.968,9,90.0,84151.04,90.092
BAC,2:2,15,15,15,142374,10,66.666,97330.0,68.362,14,93.333,133115.48,93.497
BAC,2:2,25,25,25,237188,23,92.0,219413.6,92.506,24,96.0,227994.51,96.124
BAC,2:2,50,50,50,469352,49,98.0,460988.08,98.218,49,98.0,460471.35,98.108
BAC,2:2,100,100,100,1384626,99,99.0,1372007.04,99.089,99,99.0,1371390.31,99.044
BAC,2:2,500,450,450,6818562,447,99.333,6805254.0,99.805,449,99.777,6808761.86,99.856
BAC,2:2,1000,950,950,9595568,942,99.157,9561139.87,99.641,949,99.894,9588364.42,99.925
BAC,2:2,2000,1950,1950,16166834,1942,99.589,16132382.73,99.787,1949,99.948,16160534.94,99.961
BAC,2:2,5000,3302,3302,79159834,3284,99.454,79028296.0,99.834,3301,99.969,79144192.25,99.98
BAC,2:2,10000,6005,6006,546085854,6003,99.95,545940451.95,99.973,6006,100.0,546085854.0,100.0
BAC,2:2,20000,11932,11939,1006764098,11926,99.891,1006659258.62,99.99,11939,100.0,1006764098.0,100.0
