stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
A,4:2:6,2,2,2,1637880,1,50.0,902051.0,55.074,1,50.0,831383.48,50.76
A,4:2:6,3,3,3,2412202,2,66.666,1673736.0,69.386,2,66.666,1621057.09,67.202
A,4:2:6,4,4,4,3171864,3,75.0,2433285.5,76.715,3,75.0,2390925.1,75.379
A,4:2:6,5,5,5,3883686,4,80.0,3170862.4,81.646,4,80.0,3121567.15,80.376
A,4:2:6,10,10,10,7533020,9,90.0,6835502.0,90.741,9,90.0,6793423.17,90.182
A,4:2:6,15,15,15,11178598,14,93.333,10543669.2,94.32,14,93.333,10469732.35,93.659
A,4:2:6,25,25,25,17927006,24,96.0,17330421.28,96.672,24,96.0,17247314.39,96.209
A,4:2:6,50,50,50,42978746,49,98.0,42595309.6,99.108,49,98.0,42263390.14,98.336
A,4:2:6,100,100,100,149110552,99,99.0,148702794.36,99.727,99,99.0,147917376.02,99.2
A,4:2:6,500,480,480,524161608,479,99.791,523826069.76,99.936,479,99.791,523258425.28,99.828
A,4:2:6,1000,918,918,698821242,916,99.782,697978620.12,99.879,917,99.891,698229994.43,99.915
A,4:2:6,2000,1908,1908,1177093620,1908,100.0,1177093620.0,100.0,1908,100.0,1177093620.0,100.0
A,4:2:6,5000,4475,4475,4120198250,4475,100.0,4120198250.0,100.0,4475,100.0,4120198250.0,100.0
A,4:2:6,10000,8879,8879,8253383286,8876,99.966,8251247570.81,99.974,8879,100.0,8253383286.0,100.0
A,4:2:6,20000,9210,9210,9183760596,9210,100.0,9183760596.0,100.0,9210,100.0,9183760596.0,100.0
A,4:2:6,41864,9210,9210,9183760596,9210,100.0,9183760596.0,100.0,9210,100.0,9183760596.0,100.0
AGNC,4:2:6,2,2,2,957902,1,50.0,485100.0,50.642,1,50.0,479903.52,50.099
AGNC,4:2:6,3,3,3,1444602,2,66.666,971200.0,67.23,2,66.666,964691.71,66.779
AGNC,4:2:6,4,4,4,1926106,3,75.0,1452372.5,75.405,3,75.0,1446347.01,75.092
AGNC,4:2:6,5,5,5,2395726,4,80.0,1928502.8,80.498,4,80.0,1919334.62,80.115
AGNC,4:2:6,10,10,10,4751394,9,90.0,4292449.4,90.341,9,90.0,4280288.31,90.085
AGNC,4:2:6,15,15,15,7202328,14,93.333,6740056.8,93.582,14,93.333,6727031.05,93.401
AGNC,4:2:6,25,25,25,11750538,24,96.0,11344705.68,96.546,24,96.0,11297283.46,96.143
AGNC,4:2:6,50,50,50,21456852,49,98.0,21124244.52,98.45,49,98.0,21052726.51,98.117
AGNC,4:2:6,100,100,100,42672536,99,99.0,42348284.18,99.24,99,99.0,42273459.73,99.065
AGNC,4:2:6,500,500,500,250032622,499,99.8,249769012.93,99.895,499,99.8,249594609.04,99.825
AGNC,4:2:6,1000,1000,1000,615493778,999,99.9,615238137.33,99.958,999,99.9,614974206.3,99.916
AGNC,4:2:6,2000,2000,2000,1226194862,1999,99.95,1225928108.33,99.978,1999,99.95,1225675275.33,99.958
AGNC,4:2:6,5000,5000,5000,2860695604,4998,99.96,2860041982.38,99.977,4999,99.98,2860246133.02,99.984
AGNC,4:2:6,10000,6200,6200,3347066984,6198,99.967,3346462582.11,99.982,6199,99.983,3346645961.81,99.987
AGNC,4:2:6,20000,6200,6200,3347066984,6198,99.967,3346462582.11,99.982,6199,99.983,3346645961.81,99.987
AGNC,4:2:6,24800,6200,6200,3347066984,6198,99.967,3346462582.11,99.982,6199,99.983,3346645961.81,99.987
AMZN,4:2:6,2,2,2,112756,1,50.0,65389.0,57.992,1,50.0,57794.24,51.256
AMZN,4:2:6,3,3,3,157528,2,66.666,116006.0,73.642,2,66.666,107231.49,68.071
AMZN,4:2:6,4,4,4,201656,3,75.0,160496.0,79.589,3,75.0,153379.66,76.06
AMZN,4:2:6,5,5,5,241824,4,80.0,203856.0,84.299,4,80.0,195958.83,81.034
AMZN,4:2:6,10,10,10,428986,9,90.0,397116.0,92.571,9,90.0,389011.94,90.682
AMZN,4:2:6,15,15,15,610634,14,93.333,578640.0,94.761,14,93.333,572392.18,93.737
AMZN,4:2:6,25,25,25,965938,24,96.0,935156.0,96.813,24,96.0,929528.69,96.231
AMZN,4:2:6,50,50,50,2014950,49,98.0,1991557.88,98.839,49,98.0,1979877.78,98.259
AMZN,4:2:6,100,99,99,4978350,98,98.989,4962464.12,99.681,98,98.989,4937593.85,99.181
AMZN,4:2:6,500,259,259,300769158,258,99.613,300650973.41,99.961,258,99.613,299877653.56,99.704
AMZN,4:2:6,1000,714,714,996816148,713,99.859,996673483.28,99.986,713,99.859,995744946.23,99.893
AMZN,4:2:6,2000,1292,1292,1546435112,1290,99.845,1545904777.26,99.966,1291,99.922,1545499423.25,99.939
AMZN,4:2:6,5000,3388,3388,22872159298,3387,99.97,22871479000.27,99.997,3387,99.97,22866982857.93,99.977
