stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
A,1:02:02,2,1,1,23159,1,100,23159,100,1,100,23159,100
A,1:02:02,3,2,2,33175,1,50,25171,75.873,1,50,25171,75.873
A,1:02:02,4,3,3,39258,2,66.666,32609.67,83.065,2,66.666,32609.67,83.065
A,1:02:02,5,4,4,40510,3,75,36552.5,90.231,3,75,36552.5,90.231
A,1:02:02,10,5,5,50349,4,80,45358.2,90.088,4,80,45358.2,90.088
A,1:02:02,15,6,6,76905,6,100,76905,100,6,100,76905,100
A,1:02:02,25,10,10,113481,9,90,106210.2,93.593,9,90,106210.2,93.593
A,1:02:02,50,18,18,1154895,18,100,1154895,100,18,100,1154895,100
A,1:02:02,100,53,53,7880810,53,100,7880810,100,53,100,7880810,100
A,1:02:02,500,339,339,41647086,338,99.705,41602051.12,99.892,338,99.705,41602051.12,99.892
A,1:02:02,1000,477,477,47350699,475,99.58,47174153.67,99.627,477,100,47350699,100
A,1:02:02,2000,867,867,57854638,864,99.653,57689968.91,99.715,867,100,57854638,100
A,1:02:02,5000,2547,2547,267160099,2543,99.842,266797662.4,99.864,2547,100,267160099,100
A,1:02:02,10000,5064,5064,539168996,5056,99.842,538431013.5,99.863,5064,100,539168996,100
A,1:02:02,10466,5286,5286,633953401,5280,99.886,633413361.5,99.915,5285,99.981,633930979.7,99.996
AGNC,1:02:02,2,1,1,2540,1,100,2540,100,1,100,2540,100
AGNC,1:02:02,3,2,2,5800,2,100,5800,100,2,100,5800,100
AGNC,1:02:02,4,3,3,8823,3,100,8823,100,3,100,8823,100
AGNC,1:02:02,5,4,4,11123,3,75,9202,82.729,3,75,9202,82.729
AGNC,1:02:02,10,7,7,22822,6,85.714,20807.14,91.171,6,85.714,20807.14,91.171
AGNC,1:02:02,15,12,12,69187,11,91.666,64732.17,93.561,11,91.666,64732.17,93.561
AGNC,1:02:02,25,17,17,210186,17,100,210186,100,17,100,210186,100
AGNC,1:02:02,50,27,27,304208,27,100,304208,100,27,100,304208,100
AGNC,1:02:02,100,50,51,523320,50,98.039,523320,100,50,98.039,519035.28,99.181
AGNC,1:02:02,500,169,169,5508238,169,100,5508238,100,169,100,5508238,100
AGNC,1:02:02,1000,584,584,18385457,583,99.828,18373986.04,99.938,583,99.828,18368229.67,99.906
AGNC,1:02:02,2000,1146,1146,45146597,1146,100,45146597,100,1146,100,45146597,100
AGNC,1:02:02,5000,2762,2763,100895609,2758,99.819,100848320.6,99.953,2762,99.963,100882103.8,99.987
AGNC,1:02:02,6200,3128,3128,109736273,3122,99.808,109631131.5,99.904,3127,99.968,109724848.8,99.99
AMZN,1:02:02,2,1,1,3022,1,100,3022,100,1,100,3022,100
AMZN,1:02:02,3,2,2,4794,1,50,3439,71.736,1,50,3439,71.736
AMZN,1:02:02,4,3,3,6045,2,66.666,5599.33,92.628,2,66.666,5407.73,89.458
AMZN,1:02:02,5,4,4,6713,3,75,6341.5,94.466,3,75,6166.07,91.853
AMZN,1:02:02,10,7,7,9144,6,85.714,8894.43,97.271,6,85.714,8780.74,96.027
AMZN,1:02:02,15,7,7,9894,6,85.714,8527.43,86.188,7,100,9894,100
AMZN,1:02:02,25,12,13,12552,12,92.307,12552,100,12,92.307,12315.08,98.112
AMZN,1:02:02,50,17,17,51597,16,94.117,49931.12,96.771,16,94.117,49931.12,96.771
AMZN,1:02:02,100,36,36,206549,34,94.444,202688.56,98.131,35,97.222,204618.78,99.065
AMZN,1:02:02,500,195,195,31778923,195,100,31778923,100,195,100,31778923,100
AMZN,1:02:02,1000,503,503,96946406,502,99.801,96884116.03,99.936,502,99.801,96884116.03,99.936
AMZN,1:02:02,2000,785,785,113802640,784,99.872,113693508.5,99.904,785,100,113802640,100
AMZN,1:02:02,5000,2534,2534,2521748366,2533,99.96,2521604291,99.994,2533,99.96,2521604291,99.994
AMZN,1:02:02,10000,4977,4977,9182180121,4975,99.959,9180335544,99.98,4976,99.979,9182068548,99.999
AMZN,1:02:02,11734,5912,5912,16373701434,5911,99.983,16373518789,99.999,5911,99.983,16373518789,99.999
BA,1:02:02,2,2,2,72,1,50,67,93.056,1,50,65.67,91.204
BA,1:02:02,3,3,3,227,2,66.666,210.67,92.805,2,66.666,199.87,88.047
BA,1:02:02,4,3,3,299,3,100,299,100,3,100,299,100
BA,1:02:02,5,3,3,303,3,100,303,100,3,100,303,100
BA,1:02:02,10,6,6,498,5,83.333,477.67,95.917,5,83.333,467.48,93.872
BA,1:02:02,15,7,7,784,5,71.428,672.76,85.811,6,85.714,729.25,93.017
BA,1:02:02,25,12,12,2901,11,91.666,2724.42,93.913,12,100,2901,100
BA,1:02:02,50,35,35,13288,33,94.285,12957.81,97.515,34,97.142,13123.78,98.764
BA,1:02:02,100,68,68,48539,67,98.529,48290.85,99.489,67,98.529,48166.59,99.233
BA,1:02:02,500,184,184,118992,183,99.456,118448.6,99.543,184,100,118992,100
BA,1:02:02,1000,338,338,840812,337,99.704,838815.54,99.763,338,100,840812,100
BA,1:02:02,2000,1204,1206,6640522,1201,99.585,6635919.19,99.931,1206,100,6640522,100
BA,1:02:02,5000,1680,1680,19039494,1674,99.642,19023483.06,99.916,1679,99.94,19036491.72,99.984
BA,1:02:02,10000,5014,5014,469140152,5011,99.94,468960027.8,99.962,5013,99.98,469129634.5,99.998
BA,1:02:02,20000,8872,8872,2691042426,8871,99.988,2690752979,99.989,8872,100,2691042426,100
BA,1:02:02,29544,14793,14806,5074674354,14786,99.864,5072577137,99.959,14805,99.993,5074628774,99.999
BAC,1:02:02,2,1,1,62,0,0,0,0,1,100,62,100
BAC,1:02:02,3,1,2,62,0,0,0,0,1,50,62,100
BAC,1:02:02,4,1,2,62,0,0,0,0,1,50,62,100
BAC,1:02:02,5,1,2,62,0,0,0,0,1,50,62,100
BAC,1:02:02,10,3,3,1594,3,100,1594,100,3,100,1594,100
BAC,1:02:02,15,7,7,6726,6,85.714,5876.29,87.367,7,100,6726,100
BAC,1:02:02,25,13,13,13391,13,100,13391,100,13,100,13391,100
BAC,1:02:02,50,33,35,481635,29,82.857,438510.39,91.046,34,97.142,471635.75,97.924
BAC,1:02:02,100,77,77,1412458,74,96.103,1368073.67,96.858,76,98.701,1399183.33,99.06
BAC,1:02:02,500,474,474,6917692,471,99.367,6905521.62,99.824,473,99.789,6913635.21,99.941
BAC,1:02:02,1000,973,973,9700473,971,99.794,9692349,99.916,972,99.897,9696411,99.958
BAC,1:02:02,2000,1650,1650,14654066,0,0,0,0,1649,99.939,14648571.26,99.963
BAC,1:02:02,5000,1747,1750,56092408,1744,99.657,56050532.84,99.925,1749,99.942,56072978.84,99.965
BAC,1:02:02,10000,4935,4941,493182645,4927,99.716,492571599.9,99.876,4940,99.979,493159111.4,99.995
BAC,1:02:02,20000,9989,9989,916421306,9980,99.909,916216482.8,99.978,9988,99.989,916389017.7,99.996
BAC,1:02:02,23986,12062,12062,1134844884,12046,99.867,1133820165,99.91,12062,100,1134844884,100
C,1:02:02,2,1,1,623,1,100,623,100,1,100,623,100
C,1:02:02,3,2,2,1350,2,100,1350,100,2,100,1350,100
C,1:02:02,4,2,2,1350,2,100,1350,100,2,100,1350,100
C,1:02:02,5,2,2,1350,2,100,1350,100,2,100,1350,100
C,1:02:02,10,7,7,6442,5,71.428,5105.24,79.249,7,100,6442,100
C,1:02:02,15,11,11,9765,9,81.818,9308.45,95.325,10,90.909,9330.18,95.547
C,1:02:02,25,13,13,11014,11,84.615,9556.15,86.764,13,100,11014,100
C,1:02:02,50,23,23,16853,16,69.565,14623.6,86.772,22,95.652,16552.75,98.218
C,1:02:02,100,46,46,84541,40,86.956,76700.95,90.726,46,100,84541,100
C,1:02:02,500,321,329,2955623,315,95.744,2926523.8,99.015,328,99.696,2950817.56,99.837
C,1:02:02,1000,513,513,6176586,507,98.83,6129959.52,99.245,513,100,6176586,100
C,1:02:02,2000,687,695,11157822,673,96.834,11048804.35,99.023,694,99.856,11150815.96,99.937
C,1:02:02,5000,1723,1723,264485768,1722,99.941,264351497.6,99.949,1723,100,264485768,100
C,1:02:02,10000,4974,4974,4834944634,4973,99.979,4834903448,99.999,4973,99.979,4834882648,99.999
C,1:02:02,20000,9915,9915,9650476978,9914,99.989,9649547866,99.99,9915,100,9650476978,100
C,1:02:02,22032,11074,11076,9756753632,11066,99.909,9751647124,99.948,11075,99.99,9756663352,99.999
E,1:02:02,2,2,2,1300,0,0,0,0,1,50,650,50
E,1:02:02,3,3,3,4800,0,0,0,0,2,66.666,3413.33,71.111
E,1:02:02,4,3,3,6400,2,66.666,5066.67,79.167,3,100,6400,100
E,1:02:02,5,3,3,7500,3,100,7500,100,3,100,7500,100
E,1:02:02,10,4,4,7800,3,75,7225,92.628,3,75,6750,86.538
E,1:02:02,15,6,6,10900,4,66.666,8566.67,78.593,6,100,10900,100
E,1:02:02,25,9,9,31400,9,100,31400,100,9,100,31400,100
E,1:02:02,50,17,18,89600,16,88.888,87811.76,98.004,17,94.444,87298.1,97.431
E,1:02:02,100,36,37,187100,35,94.594,185627.78,99.213,36,97.297,184360.68,98.536
E,1:02:02,500,172,172,3478400,164,95.348,3384072.23,97.288,171,99.418,3465858.47,99.639
E,1:02:02,1000,444,444,8871379,443,99.774,8864648.54,99.924,444,100,8871379,100
E,1:02:02,2000,679,680,19030431,676,99.411,18978699.72,99.728,679,99.852,19014277.74,99.915
E,1:02:02,5000,2752,2752,279460170,2751,99.963,279381039,99.972,2752,100,279460170,100
E,1:02:02,10000,5090,5090,513281083,5089,99.98,513195912.9,99.983,5090,100,513281083,100
E,1:02:02,12474,6278,6278,584068830,6275,99.952,584001356,99.988,6277,99.984,584035081.7,99.994
EBAY,1:02:02,2,1,1,547,1,100,547,100,1,100,547,100
EBAY,1:02:02,3,2,2,967,1,50,602,62.254,1,50,602,62.254
EBAY,1:02:02,4,3,3,1699,2,66.666,1241,73.043,2,66.666,1241,73.043
EBAY,1:02:02,5,4,4,2500,3,75,2218.5,88.74,3,75,2135.93,85.437
EBAY,1:02:02,10,6,6,6344,5,83.333,5675.67,89.465,5,83.333,5675.67,89.465
EBAY,1:02:02,15,6,6,6344,5,83.333,5675.67,89.465,5,83.333,5675.67,89.465
EBAY,1:02:02,25,9,9,15479,9,100,15479,100,9,100,15479,100
EBAY,1:02:02,50,17,17,142638,17,100,142638,100,17,100,142638,100
EBAY,1:02:02,100,36,36,370753,35,97.222,363189.33,97.96,35,97.222,363189.33,97.96
EBAY,1:02:02,500,311,311,4119273,311,100,4119273,100,311,100,4119273,100
EBAY,1:02:02,1000,359,359,4308111,358,99.721,4301569.7,99.848,358,99.721,4301569.7,99.848
EBAY,1:02:02,2000,842,842,29826618,841,99.881,29812411.96,99.952,841,99.881,29812411.96,99.952
EBAY,1:02:02,5000,2554,2554,147139982,2552,99.921,147100258.6,99.973,2553,99.96,147120120.3,99.987
EBAY,1:02:02,10000,5072,5072,298906050,5072,100,298906050,100,5072,100,298906050,100
EBAY,1:02:02,11048,5580,5580,393761692,5577,99.946,393720124.1,99.989,5579,99.982,393746110.1,99.996
F,1:02:02,2,2,2,186,0,0,0,0,1,50,93,50
F,1:02:02,3,3,3,391,1,33.333,169,43.223,2,66.666,278,71.1
F,1:02:02,4,4,4,660,2,50,437.33,66.263,3,75,555.71,84.199
F,1:02:02,5,4,4,880,3,75,731.5,83.125,4,100,880,100
F,1:02:02,10,7,7,1447,6,85.714,1292.86,89.347,7,100,1447,100
F,1:02:02,15,12,12,3065,11,91.666,2895.92,94.483,12,100,3065,100
F,1:02:02,25,16,16,4567,14,87.5,4273.25,93.568,15,93.75,4420.12,96.784
F,1:02:02,50,22,22,6865,19,86.363,6362.64,92.682,21,95.454,6697.55,97.561
F,1:02:02,100,42,42,12626,39,92.857,12201.59,96.639,41,97.619,12500.34,99.005
F,1:02:02,500,322,322,963774,317,98.447,956377.12,99.233,321,99.689,962132.47,99.83
F,1:02:02,1000,429,429,1143049,428,99.766,1141676.05,99.88,429,100,1143049,100
F,1:02:02,2000,929,939,2509123,919,97.87,2490148.14,99.244,938,99.893,2507641.25,99.941
F,1:02:02,5000,1709,1709,35951740,1701,99.531,35920539.72,99.913,1708,99.941,35947285.58,99.988
F,1:02:02,10000,4913,4913,225096992,4905,99.837,224869752.5,99.899,4913,100,225096992,100
F,1:02:02,20000,10035,10036,462304715,10026,99.9,461991054.5,99.932,10035,99.99,462284492.1,99.996
F,1:02:02,24346,12275,12275,525139582,12254,99.828,524455106.4,99.87,12275,100,525139582,100
FCEL,1:02:02,2,1,2,18000,0,0,0,0,1,50,16000,88.889
FCEL,1:02:02,3,2,2,24000,0,0,0,0,1,50,18000,75
FCEL,1:02:02,4,2,3,24000,0,0,0,0,2,66.666,21600,90
FCEL,1:02:02,5,3,4,36000,1,25,24000,66.667,3,75,31928.57,88.69
