stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
A,2:2:2,2,1,1,13144,1,100.0,13054.5,99.319,1,100.0,12607.67,95.92
A,2:2:2,3,2,2,17436,2,100.0,17436.0,100.0,2,100.0,17373.2,99.64
A,2:2:2,4,3,3,21774,2,66.666,18733.67,86.037,2,66.666,16274.67,74.744
A,2:2:2,5,3,3,28077,3,100.0,27250.75,97.057,3,100.0,26896.0,95.794
A,2:2:2,10,6,6,70061,5,83.333,62481.5,89.182,5,83.333,62190.91,88.767
A,2:2:2,15,9,9,268963,8,88.888,260940.0,97.017,8,88.888,249408.0,92.729
A,2:2:2,25,13,13,901345,12,92.307,879551.69,97.582,12,92.307,860827.46,95.505
A,2:2:2,50,26,26,3807506,25,96.153,3704678.92,97.299,25,96.153,3704678.92,97.299
A,2:2:2,100,52,52,5878225,52,100.0,5878225.0,100.0,52,100.0,5878225.0,100.0
A,2:2:2,500,257,257,25056805,257,100.0,25038492.62,99.927,257,100.0,25044567.41,99.951
A,2:2:2,1000,510,510,32291645,509,99.803,32248465.43,99.866,509,99.803,32254221.38,99.884
A,2:2:2,2000,1019,1019,65329205,1019,100.0,65322920.98,99.99,1019,100.0,65297179.17,99.951
A,2:2:2,5000,1321,1321,158473118,1320,99.924,158450751.26,99.986,1320,99.924,158405670.29,99.957
A,2:2:2,5233,1321,1321,158473118,1320,99.924,158450751.26,99.986,1320,99.924,158405670.29,99.957
AGNC,2:2:2,2,2,2,2590,1,50.0,2290.0,88.417,1,50.0,1832.67,70.759
AGNC,2:2:2,3,2,2,3909,1,50.0,2011.17,51.45,2,100.0,3909.0,100.0
AGNC,2:2:2,4,2,2,5061,2,100.0,4764.6,94.143,2,100.0,4764.6,94.143
AGNC,2:2:2,5,3,3,7601,3,100.0,7205.0,94.79,3,100.0,7205.0,94.79
AGNC,2:2:2,10,7,7,24140,6,85.714,23381.62,96.858,6,85.714,23381.62,96.858
AGNC,2:2:2,15,8,8,64235,7,87.5,57424.38,89.397,8,100.0,60588.24,94.323
AGNC,2:2:2,25,14,14,166408,13,92.857,158601.72,95.309,13,92.857,157386.8,94.579
