stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
A,3:3,2,2,2,408933,1,50.0,226999.5,55.51,1,50.0,208973.1,51.102
A,3:3,3,3,3,603540,2,66.666,419528.0,69.511,2,66.666,406652.0,67.378
A,3:3,4,4,4,793185,3,75.0,608770.5,76.75,3,75.0,598674.68,75.477
A,3:3,5,5,5,977064,4,80.0,798228.6,81.697,4,80.0,786387.6,80.485
A,3:3,10,10,10,1912953,9,90.0,1736384.7,90.77,9,90.0,1726228.15,90.239
A,3:3,15,15,15,2905710,14,93.333,2731336.8,93.999,14,93.333,2718149.89,93.545
A,3:3,25,25,25,4927842,24,96.0,4755321.36,96.499,24,96.0,4738704.44,96.162
A,3:3,50,50,50,12535008,49,98.0,12387715.38,98.825,49,98.0,12318314.35,98.271
A,3:3,100,94,94,36935220,94,100.0,36935220.0,100.0,94,100.0,36935220.0,100.0
A,3:3,500,442,443,123936240,442,99.774,123936240.0,100.0,442,99.774,123723071.03,99.828
A,3:3,1000,813,813,180927096,812,99.876,180867274.68,99.967,812,99.876,180758749.36,99.907
A,3:3,2000,1813,1813,314422989,1812,99.944,314366660.78,99.982,1812,99.944,314288580.63,99.957
A,3:3,5000,4259,4259,1066670454,4257,99.953,1066519886.69,99.986,4258,99.976,1066478383.03,99.982
A,3:3,10000,8519,8519,2144097510,8518,99.988,2144022644.6,99.997,8518,99.988,2143904760.8,99.991
A,3:3,20000,8641,8641,2397401226,8639,99.976,2397231210.02,99.993,8640,99.988,2397187921.8,99.991
A,3:3,31398,8641,8641,2397401226,8639,99.976,2397231210.02,99.993,8640,99.988,2397187921.8,99.991
AGNC,3:3,2,2,2,240687,1,50.0,121965.0,50.674,1,50.0,120667.8,50.135
AGNC,3:3,3,3,3,360930,2,66.666,242722.0,67.249,2,66.666,241145.5,66.812
AGNC,3:3,4,4,4,480747,3,75.0,362496.75,75.403,3,75.0,361088.39,75.11
AGNC,3:3,5,5,5,597867,4,80.0,481352.4,80.512,4,80.0,479167.54,80.146
AGNC,3:3,10,10,10,1187388,9,90.0,1072862.1,90.355,9,90.0,1069956.65,90.11
AGNC,3:3,15,15,15,1779978,14,93.333,1665640.4,93.576,14,93.333,1662689.76,93.411
AGNC,3:3,25,25,25,2873925,24,96.0,2775649.2,96.58,24,96.0,2764378.12,96.188
AGNC,3:3,50,50,50,5381400,49,98.0,5299514.58,98.478,49,98.0,5282237.68,98.157
AGNC,3:3,100,100,100,10811232,99,99.0,10729432.02,99.243,99,99.0,10711831.79,99.081
AGNC,3:3,500,500,500,66221043,499,99.8,66151696.45,99.895,499,99.8,66109604.7,99.832
AGNC,3:3,1000,1000,1000,153114360,999,99.9,153055672.3,99.962,999,99.9,152992700.2,99.921
AGNC,3:3,2000,2000,2000,299548098,1999,99.95,299487904.42,99.98,1999,99.95,299428174.15,99.96
AGNC,3:3,5000,4988,4988,707118087,4988,100.0,707118087.0,100.0,4988,100.0,707118087.0,100.0
AGNC,3:3,10000,6174,6174,838283349,6173,99.983,838244737.12,99.995,6173,99.983,838179957.29,99.988
AGNC,3:3,18600,6174,6174,838283349,6173,99.983,838244737.12,99.995,6173,99.983,838179957.29,99.988
AMZN,3:3,2,2,2,27096,1,50.0,15892.5,58.653,1,50.0,14016.9,51.731
AMZN,3:3,3,3,3,37752,2,66.666,27981.0,74.118,2,66.666,25871.25,68.529
AMZN,3:3,4,4,4,48315,3,75.0,38485.5,79.655,3,75.0,36849.68,76.27
AMZN,3:3,5,5,5,58221,4,80.0,49127.4,84.381,4,80.0,47305.54,81.252
AMZN,3:3,10,10,10,105783,9,90.0,97868.4,92.518,9,90.0,96031.37,90.781
AMZN,3:3,15,15,15,151905,14,93.333,143772.8,94.647,14,93.333,142412.71,93.751
AMZN,3:3,25,25,25,250587,24,96.0,242405.52,96.735,24,96.0,241160.93,96.238
AMZN,3:3,50,50,50,561468,49,98.0,553791.66,98.633,49,98.0,551407.08,98.208
AMZN,3:3,100,98,98,1486128,98,100.0,1486128.0,100.0,98,100.0,1486128.0,100.0
AMZN,3:3,500,306,306,88837446,306,100.0,88837446.0,100.0,306,100.0,88837446.0,100.0
AMZN,3:3,1000,645,645,272637630,645,100.0,272637630.0,100.0,645,100.0,272637630.0,100.0
AMZN,3:3,2000,1451,1451,463993053,1450,99.931,463747176.93,99.947,1451,100.0,463993053.0,100.0
AMZN,3:3,5000,3255,3255,6311539491,3254,99.969,6311287134.25,99.996,3254,99.969,6310162570.9,99.978
AMZN,3:3,10000,6506,6506,21958967988,6506,100.0,21958967988.0,100.0,6506,100.0,21958967988.0,100.0
AMZN,3:3,20000,7078,7078,38511116226,7078,100.0,38511116226.0,100.0,7078,100.0,38511116226.0,100.0
AMZN,3:3,35202,7078,7078,38511116226,7078,100.0,38511116226.0,100.0,7078,100.0,38511116226.0,100.0
BA,3:3,2,2,2,10185,1,50.0,5157.0,50.633,1,50.0,5105.4,50.127
BA,3:3,3,3,3,15351,2,66.666,10326.0,67.266,2,66.666,10257.0,66.816
BA,3:3,4,4,4,20376,3,75.0,15364.5,75.405,3,75.0,15304.5,75.11
BA,3:3,5,5,5,25395,4,80.0,20427.6,80.439,4,80.0,20347.89,80.126
BA,3:3,10,10,10,50949,9,90.0,45975.0,90.237,9,90.0,45891.62,90.074
BA,3:3,15,15,15,76836,14,93.333,71872.2,93.54,14,93.333,71764.06,93.399
BA,3:3,25,25,25,131391,24,96.0,126501.0,96.278,24,96.0,126253.95,96.09
BA,3:3,50,50,50,265455,49,98.0,260599.2,98.171,49,98.0,260294.97,98.056
BA,3:3,100,100,100,505164,99,99.0,501259.77,99.227,99,99.0,500492.27,99.075
BA,3:3,500,500,500,2013447,499,99.8,2010700.78,99.864,499,99.8,2009846.43,99.821
BA,3:3,1000,950,951,5497011,948,99.684,5491736.43,99.904,950,99.894,5492278.6,99.914
BA,3:3,2000,1523,1523,19857267,1521,99.868,19850647.66,99.967,1522,99.934,19847470.18,99.951
