stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:3:2:1,2,1.00,0.101,1.00,2611.45,2611.45,0.41,41.36,1277.37,39.341,1277.37,39.341,0.41,41.36,1275.04,39.288,1275.04,39.288
Average,4:3:2:1,3,1.53,17.878,1.53,3958.05,3958.05,0.97,69.39,2904.54,73.980,2904.54,73.980,0.97,69.39,2924.64,74.451,2924.64,74.451
Average,4:3:2:1,4,1.99,32.323,1.99,5472.83,5472.83,1.42,71.71,4269.66,76.307,4269.66,76.307,1.42,71.71,4283.07,76.688,4283.07,76.688
Average,4:3:2:1,5,2.51,41.919,2.51,7029.18,7029.18,1.95,79.54,5864.67,83.399,5864.67,83.399,1.95,79.54,5869.19,83.423,5869.19,83.423
Average,4:3:2:1,10,5.02,66.494,5.02,14689.75,14689.75,4.47,89.22,13460.03,91.446,13460.03,91.446,4.47,89.22,13480.31,91.574,13480.31,91.574
Average,4:3:2:1,15,7.52,76.394,7.52,22114.44,22114.44,6.93,92.22,20779.81,93.903,20779.81,93.903,6.93,92.22,20819.24,94.105,20819.24,94.105
Average,4:3:2:1,25,12.54,85.172,12.54,37164.94,37164.94,11.94,95.32,35822.90,96.381,35822.90,96.381,11.94,95.32,35840.21,96.437,35840.21,96.437
Average,4:3:2:1,50,24.94,92.277,24.94,74259.40,74259.40,24.44,98.00,73084.19,98.411,73084.19,98.411,24.44,98.00,73116.79,98.456,73116.79,98.456
Average,4:3:2:1,100,49.90,96.066,49.90,149267.82,149267.82,49.38,98.98,148006.35,99.153,148006.35,99.153,49.38,98.98,148047.94,99.183,148047.94,99.183
Average,4:3:2:1,500,249.99,99.202,249.99,748454.63,748454.63,249.40,99.76,747085.84,99.817,747085.84,99.817,249.40,99.76,747103.40,99.819,747103.40,99.819
Average,4:3:2:1,1000,499.64,99.600,499.64,1496501.28,1496501.28,499.08,99.88,1495232.88,99.915,1495232.88,99.915,499.08,99.88,1495219.11,99.914,1495219.11,99.914
