stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,0.95,2.121,0.95,877728.77,877728.77,0.68,65.60,708243.53,62.976,708243.53,62.976,0.68,65.60,790957.91,65.153,790957.91,65.153
Average,1:8,3,1.50,16.767,1.50,1596516.19,1596516.19,1.18,80.90,1439532.53,82.005,1439532.53,82.005,1.19,81.66,1540379.32,86.785,1540379.32,86.785
Average,1:8,4,1.92,28.838,1.92,1715827.51,1715827.51,1.64,86.61,1489394.49,86.619,1489394.49,86.619,1.65,87.37,1668114.76,92.821,1668114.76,92.821
Average,1:8,5,2.53,41.090,2.53,2219749.32,2219749.32,2.20,88.25,1995208.61,88.672,1995208.61,88.672,2.22,88.81,2141173.75,94.123,2141173.75,94.123
Average,1:8,10,5.09,66.506,5.09,4572980.01,4572980.01,4.76,93.68,4305344.78,94.767,4305344.78,94.767,4.78,94.08,4505629.15,97.784,4505629.15,97.784
Average,1:8,15,7.54,76.268,7.54,6486668.32,6486668.32,7.27,96.49,6283458.81,96.505,6283458.81,96.505,7.29,96.78,6440088.91,98.855,6440088.91,98.855
Average,1:8,25,12.61,85.158,12.61,11721637.71,11721637.71,12.27,97.32,11536039.78,97.971,11536039.78,97.971,12.31,97.68,11678115.84,99.315,11678115.84,99.315
Average,1:8,50,24.96,92.252,24.96,21614340.90,21614340.90,24.61,98.62,21415249.78,98.782,21415249.78,98.782,24.71,99.01,21586817.37,99.669,21586817.37,99.669
Average,1:8,100,49.98,96.066,49.98,45732009.24,45732009.24,49.56,99.15,45418257.14,99.289,45418257.14,99.289,49.70,99.44,45683690.67,99.818,45683690.67,99.818
Average,1:8,500,250.46,99.204,250.50,231206388.99,231206388.99,249.76,99.72,230765853.74,99.822,230765853.74,99.822,250.26,99.90,231160812.93,99.965,231160812.93,99.965
Average,1:8,1000,499.67,99.600,499.82,458765536.51,458765536.51,498.69,99.80,458044804.31,99.875,458044804.31,99.875,499.63,99.96,458721899.50,99.982,458721899.50,99.982
