stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,1.01,3.434,1.01,3393.97,3393.97,0.71,66.66,2773.58,66.113,2773.58,66.113,0.71,66.66,2816.02,66.908,2816.02,66.908
Average,1:8,3,1.48,16.161,1.48,5347.93,5347.93,1.19,82.62,4584.59,82.134,4584.59,82.134,1.19,82.62,4774.91,85.734,4774.91,85.734
Average,1:8,4,1.96,29.494,1.96,7344.95,7344.95,1.70,88.38,6590.81,88.384,6590.81,88.384,1.70,88.38,6814.26,91.975,6814.26,91.975
Average,1:8,5,2.45,39.707,2.45,9457.40,9457.40,2.19,90.58,8638.63,90.419,8638.63,90.419,2.19,90.58,8943.04,94.066,8943.04,94.066
Average,1:8,10,5.04,66.157,5.04,19257.61,19257.61,4.71,93.92,18381.82,95.146,18381.82,95.146,4.71,93.92,18649.80,96.724,18649.80,96.724
Average,1:8,15,7.45,75.938,7.45,28962.27,28962.27,7.17,96.51,28085.36,96.833,28085.36,96.833,7.17,96.51,28416.22,98.059,28416.22,98.059
Average,1:8,25,12.60,85.168,12.60,49864.50,49864.50,12.35,98.04,49007.21,98.240,49007.21,98.240,12.35,98.04,49379.67,99.000,49379.67,99.000
Average,1:8,50,25.06,92.284,25.06,100033.80,100033.80,24.76,98.81,99022.72,98.987,99022.72,98.987,24.76,98.81,99438.66,99.406,99438.66,99.406
Average,1:8,100,50.16,96.080,50.16,199493.82,199493.82,49.92,99.52,198617.44,99.558,198617.44,99.558,49.92,99.52,199009.81,99.756,199009.81,99.756
Average,1:8,500,250.07,99.202,250.07,998973.05,998973.05,249.83,99.90,998076.99,99.910,998076.99,99.910,249.83,99.90,998486.18,99.951,998486.18,99.951
Average,1:8,1000,499.74,99.600,499.74,2000451.20,2000451.20,499.48,99.94,1999465.24,99.950,1999465.24,99.950,499.48,99.94,1999916.91,99.973,1999916.91,99.973
