stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,0.95,2.323,0.95,523089.84,523089.84,0.64,60.90,447250.74,59.344,447250.74,59.344,0.64,61.06,462794.43,61.809,462794.43,61.809
Average,1:2:3,3,1.48,16.818,1.48,884751.76,884751.76,1.10,74.59,816339.31,77.718,816339.31,77.718,1.10,74.59,840772.48,80.909,840772.48,80.909
Average,1:2:3,4,1.96,29.242,1.96,1064501.70,1064501.70,1.62,84.24,941454.94,87.028,941454.94,87.028,1.63,84.69,1020605.21,91.519,1020605.21,91.519
Average,1:2:3,5,2.42,39.121,2.42,1277331.22,1277331.22,2.06,86.03,1208505.34,90.051,1208505.34,90.051,2.06,86.03,1233869.47,93.630,1233869.47,93.630
Average,1:2:3,10,4.90,65.283,4.90,2774464.33,2774464.33,4.53,92.59,2657196.96,95.423,2657196.96,95.423,4.55,92.98,2738924.56,97.660,2738924.56,97.660
Average,1:2:3,15,7.55,76.214,7.55,4330453.09,4330453.09,7.16,95.04,4220074.91,96.860,4220074.91,96.860,7.20,95.51,4292261.02,98.688,4292261.02,98.688
Average,1:2:3,25,12.37,84.904,12.37,6675347.53,6675347.53,11.96,96.73,6586159.67,98.213,6586159.67,98.213,12.00,97.00,6649196.90,99.135,6649196.90,99.135
Average,1:2:3,50,25.18,92.318,25.18,14153766.95,14153766.95,24.79,98.46,13958907.45,98.948,13958907.45,98.948,24.85,98.70,14126528.08,99.643,14126528.08,99.643
Average,1:2:3,100,50.06,96.070,50.06,28573087.32,28573087.32,49.56,99.00,28347765.65,99.367,28347765.65,99.367,49.68,99.25,28542038.82,99.807,28542038.82,99.807
Average,1:2:3,500,249.60,99.201,249.61,143362963.32,143362963.32,248.83,99.69,143080129.26,99.811,143080129.26,99.811,249.27,99.86,143337195.75,99.968,143337195.75,99.968
Average,1:2:3,1000,500.00,99.600,500.03,285027599.15,285027599.15,498.98,99.79,284300762.31,99.858,284300762.31,99.858,499.68,99.93,285000822.18,99.982,285000822.18,99.982
