stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3:4,2,0.93,2.525,0.93,847351.80,847351.80,0.61,58.03,710002.89,57.214,710002.89,57.214,0.61,58.03,735597.50,59.033,735597.50,59.033
Average,1:2:3:4,3,1.41,14.393,1.41,1290395.13,1290395.13,1.13,80.65,1117201.03,79.784,1117201.03,79.784,1.13,80.65,1194646.50,84.777,1194646.50,84.777
Average,1:2:3:4,4,1.83,26.161,1.83,2025370.95,2025370.95,1.51,82.97,1742232.89,84.366,1742232.89,84.366,1.53,83.73,1981426.91,90.021,1981426.91,90.021
Average,1:2:3:4,5,2.43,39.696,2.43,2545222.65,2545222.65,2.11,87.39,2261450.34,89.024,2261450.34,89.024,2.12,87.80,2481565.45,94.566,2481565.45,94.566
Average,1:2:3:4,10,4.91,65.348,4.91,5190192.26,5190192.26,4.60,94.06,5044979.40,96.104,5044979.40,96.104,4.61,94.12,5139684.22,98.088,5139684.22,98.088
Average,1:2:3:4,15,7.47,76.036,7.47,7753518.48,7753518.48,7.12,95.39,7632738.95,96.984,7632738.95,96.984,7.14,95.77,7709565.29,98.652,7709565.29,98.652
Average,1:2:3:4,25,12.41,84.917,12.41,12873127.00,12873127.00,12.02,96.94,12538859.58,97.934,12538859.58,97.934,12.08,97.38,12826711.81,99.295,12826711.81,99.295
Average,1:2:3:4,50,24.83,92.216,24.83,26125279.47,26125279.47,24.44,98.44,25816120.60,98.796,25816120.60,98.796,24.51,98.71,26076232.24,99.637,26076232.24,99.637
Average,1:2:3:4,100,49.91,96.060,49.91,50884181.46,50884181.46,49.40,98.97,50368999.71,99.235,50368999.71,99.235,49.59,99.35,50835554.20,99.835,50835554.20,99.835
Average,1:2:3:4,500,249.66,99.201,249.67,257655551.56,257655551.56,248.83,99.66,256953117.15,99.773,256953117.15,99.773,249.34,99.87,257611222.62,99.967,257611222.62,99.967
Average,1:2:3:4,1000,499.84,99.600,499.85,514013035.83,514013035.83,498.63,99.75,512355539.43,99.800,512355539.43,99.800,499.56,99.94,513972580.23,99.983,513972580.23,99.983
