stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2:2,2,0.98,0.606,0.98,405397.62,405397.62,0.47,46.36,255242.16,43.399,255242.16,43.399,0.47,46.36,280761.76,45.133,280761.76,45.133
Average,2:2:2,3,1.52,17.575,1.52,759468.45,759468.45,1.03,70.75,622420.72,73.614,622420.72,73.614,1.03,71.06,608864.93,75.674,608864.93,75.674
Average,2:2:2,4,1.98,31.212,1.98,812631.50,812631.50,1.44,73.73,702693.23,80.640,702693.23,80.640,1.44,73.88,687166.33,80.636,687166.33,80.636
Average,2:2:2,5,2.50,41.222,2.50,1052142.49,1052142.49,2.00,81.31,898533.71,85.307,898533.71,85.307,2.00,81.41,924666.13,86.818,924666.13,86.818
Average,2:2:2,10,4.94,65.826,4.94,2237933.86,2237933.86,4.46,90.73,2115636.83,93.442,2115636.83,93.442,4.47,90.89,2126544.39,94.056,2126544.39,94.056
Average,2:2:2,15,7.51,76.216,7.51,3432234.35,3432234.35,7.01,93.52,3304584.35,95.313,3304584.35,95.313,7.03,93.86,3321944.34,96.083,3321944.34,96.083
Average,2:2:2,25,12.45,85.033,12.45,5468465.61,5468465.61,11.92,95.75,5308904.94,97.137,5308904.94,97.137,11.93,95.85,5350970.24,97.438,5350970.24,97.438
Average,2:2:2,50,24.96,92.269,24.96,11389344.27,11389344.27,24.40,97.75,11184031.38,98.637,11184031.38,98.637,24.45,97.95,11267461.61,98.766,11267461.61,98.766
Average,2:2:2,100,49.91,96.064,49.91,22834058.39,22834058.39,49.34,98.86,22573245.24,99.227,22573245.24,99.227,49.42,99.01,22728235.64,99.394,22728235.64,99.394
Average,2:2:2,500,249.67,99.201,249.69,113542113.53,113542113.53,248.85,99.66,113147746.02,99.765,113147746.02,99.765,249.23,99.81,113422930.79,99.884,113422930.79,99.884
Average,2:2:2,1000,499.64,99.600,499.70,228719988.61,228719988.61,498.56,99.78,228037082.06,99.845,228037082.06,99.845,499.24,99.90,228603660.69,99.942,228603660.69,99.942
