stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:3,2,0.95,0.808,0.95,1190.82,1190.82,0.50,49.69,759.77,47.199,759.77,47.199,0.50,49.69,760.60,47.210,760.60,47.210
Average,2:3,3,1.54,18.333,1.54,2022.05,2022.05,1.02,69.44,1520.74,72.654,1520.74,72.654,1.02,69.44,1543.19,73.572,1543.19,73.572
Average,2:3,4,1.97,30.656,1.97,2838.48,2838.48,1.56,80.35,2369.85,82.017,2369.85,82.017,1.56,80.35,2394.15,82.776,2394.15,82.776
Average,2:3,5,2.50,41.252,2.50,3541.04,3541.04,2.04,82.42,3035.00,84.659,3035.00,84.659,2.04,82.42,3050.27,85.249,3050.27,85.249
Average,2:3,10,4.96,65.867,4.96,7239.82,7239.82,4.48,90.58,6693.85,92.279,6693.85,92.279,4.48,90.58,6726.50,92.780,6726.50,92.780
Average,2:3,15,7.48,76.145,7.48,10962.92,10962.92,7.02,93.99,10444.73,95.196,10444.73,95.196,7.02,93.99,10459.25,95.351,10459.25,95.351
Average,2:3,25,12.60,85.188,12.60,18676.31,18676.31,12.15,96.42,18148.23,97.144,18148.23,97.144,12.15,96.42,18163.75,97.226,18163.75,97.226
Average,2:3,50,25.04,92.289,25.04,37547.25,37547.25,24.60,98.23,36993.40,98.506,36993.40,98.506,24.60,98.23,37020.29,98.581,37020.29,98.581
Average,2:3,100,49.98,96.069,49.98,74566.90,74566.90,49.53,99.09,73995.55,99.231,73995.55,99.231,49.53,99.09,74045.31,99.299,74045.31,99.299
Average,2:3,500,250.12,99.203,250.12,374362.21,374362.21,249.70,99.83,373808.26,99.851,373808.26,99.851,249.70,99.83,373842.89,99.861,373842.89,99.861
Average,2:3,1000,499.51,99.600,499.51,747294.09,747294.09,499.05,99.90,746747.11,99.926,746747.11,99.926,499.05,99.90,746756.07,99.928,746756.07,99.928
