stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,0.93,2.525,0.93,390110.38,390110.38,0.56,52.87,339763.79,53.166,339763.79,53.166,0.56,53.18,345994.57,54.472,345994.57,54.472
Average,1:2:2,3,1.48,16.515,1.48,540690.01,540690.01,1.09,75.35,472040.10,79.369,472040.10,79.369,1.09,75.50,488356.43,82.176,488356.43,82.176
Average,1:2:2,4,1.94,28.989,1.94,850438.13,850438.13,1.54,80.60,784969.63,85.917,784969.63,85.917,1.54,80.60,810196.67,89.504,810196.67,89.504
Average,1:2:2,5,2.50,40.797,2.50,1140579.64,1140579.64,2.10,85.07,1035923.64,90.072,1035923.64,90.072,2.11,85.32,1091679.02,93.626,1091679.02,93.626
Average,1:2:2,10,5.05,66.205,5.05,2056282.61,2056282.61,4.70,93.18,1970170.04,95.811,1970170.04,95.811,4.71,93.47,2033048.38,97.707,2033048.38,97.707
Average,1:2:2,15,7.46,75.923,7.46,3410215.46,3410215.46,7.12,95.64,3344735.60,97.440,3344735.60,97.440,7.15,95.96,3394033.78,98.772,3394033.78,98.772
Average,1:2:2,25,12.51,85.035,12.51,6081999.38,6081999.38,12.09,96.65,5977177.96,98.284,5977177.96,98.284,12.11,96.85,6049262.76,99.123,6049262.76,99.123
Average,1:2:2,50,24.78,92.194,24.78,11460041.16,11460041.16,24.36,98.29,11345255.89,99.043,11345255.89,99.043,24.41,98.52,11441184.84,99.612,11441184.84,99.612
Average,1:2:2,100,50.20,96.082,50.20,22538291.20,22538291.20,49.68,98.97,22390494.09,99.439,22390494.09,99.439,49.80,99.18,22512981.47,99.788,22512981.47,99.788
Average,1:2:2,500,249.63,99.201,249.64,114741432.72,114741432.72,248.86,99.69,114428087.66,99.816,114428087.66,99.816,249.27,99.85,114718193.99,99.959,114718193.99,99.959
Average,1:2:2,1000,500.19,99.600,500.23,230903747.46,230903747.46,499.06,99.77,230290859.72,99.857,230290859.72,99.857,499.85,99.92,230879548.74,99.979,230879548.74,99.979
