stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:3,2,1.02,1.111,1.02,1308.97,1308.97,0.48,47.12,723.14,44.154,723.14,44.154,0.48,47.12,730.33,44.469,730.33,44.469
Average,3:3,3,1.54,18.080,1.54,2109.08,2109.08,1.02,70.75,1554.96,73.315,1554.96,73.315,1.02,70.75,1545.51,72.741,1545.51,72.741
Average,3:3,4,1.97,31.111,1.97,2823.17,2823.17,1.55,79.79,2302.26,80.189,2302.26,80.189,1.55,79.79,2326.51,81.145,2326.51,81.145
Average,3:3,5,2.48,41.151,2.48,3509.91,3509.91,1.92,78.25,2865.81,80.974,2865.81,80.974,1.92,78.25,2870.32,81.145,2870.32,81.145
Average,3:3,10,5.02,66.385,5.02,7373.90,7373.90,4.48,89.53,6733.22,91.197,6733.22,91.197,4.48,89.53,6755.29,91.494,6755.29,91.494
Average,3:3,15,7.48,76.190,7.48,11084.89,11084.89,7.01,93.97,10492.35,94.652,10492.35,94.652,7.01,93.97,10510.93,94.814,10510.93,94.814
Average,3:3,25,12.43,85.035,12.43,18479.13,18479.13,11.93,96.04,17865.33,96.663,17865.33,96.663,11.93,96.04,17852.07,96.593,17852.07,96.593
Average,3:3,50,24.94,92.265,24.94,37062.03,37062.03,24.42,97.94,36437.55,98.314,36437.55,98.314,24.42,97.94,36449.90,98.342,36449.90,98.342
Average,3:3,100,50.12,96.081,50.12,74808.37,74808.37,49.63,99.01,74192.99,99.174,74192.99,99.174,49.63,99.01,74187.90,99.168,74187.90,99.168
Average,3:3,500,249.93,99.202,249.93,373602.38,373602.38,249.45,99.80,373006.01,99.840,373006.01,99.840,249.45,99.80,373025.89,99.845,373025.89,99.845
Average,3:3,1000,500.08,99.600,500.08,749173.49,749173.49,499.56,99.89,748541.78,99.915,748541.78,99.915,499.56,99.89,748547.67,99.916,748547.67,99.916
