stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:4,2,1.02,3.737,1.02,1700.34,1700.34,0.68,62.87,1359.08,62.674,1359.08,62.674,0.68,62.87,1373.71,63.250,1373.71,63.250
Average,1:4,3,1.51,17.272,1.51,2632.15,2632.15,1.17,79.59,2248.95,81.193,2248.95,81.193,1.17,79.59,2311.63,83.781,2311.63,83.781
Average,1:4,4,2.02,31.212,2.02,3723.51,3723.51,1.75,87.47,3391.25,89.443,3391.25,89.443,1.75,87.47,3459.09,91.293,3459.09,91.293
Average,1:4,5,2.54,41.121,2.54,4643.85,4643.85,2.17,86.76,4213.18,89.929,4213.18,89.929,2.17,86.76,4284.60,91.822,4284.60,91.822
Average,1:4,10,4.95,65.500,4.95,9692.78,9692.78,4.68,94.79,9278.21,95.442,9278.21,95.442,4.68,94.79,9405.52,96.859,9405.52,96.859
Average,1:4,15,7.49,76.076,7.49,14702.35,14702.35,7.20,96.14,14259.24,96.883,14259.24,96.883,7.20,96.14,14399.93,97.859,14399.93,97.859
Average,1:4,25,12.50,84.994,12.50,24510.67,24510.67,12.19,97.51,24023.17,97.966,24023.17,97.966,12.19,97.51,24185.98,98.660,24185.98,98.660
Average,1:4,50,24.89,92.228,24.89,49369.06,49369.06,24.60,98.81,48865.78,98.955,48865.78,98.955,24.60,98.81,49061.07,99.366,49061.07,99.366
Average,1:4,100,50.08,96.073,50.08,99714.88,99714.88,49.78,99.40,99248.15,99.529,99248.15,99.529,49.78,99.40,99420.71,99.705,99420.71,99.705
Average,1:4,500,249.71,99.201,249.71,498602.54,498602.54,249.41,99.87,498112.35,99.901,498112.35,99.901,249.41,99.87,498299.05,99.939,498299.05,99.939
Average,1:4,1000,499.61,99.600,499.61,998596.22,998596.22,499.30,99.93,998046.91,99.944,998046.91,99.944,499.30,99.93,998258.83,99.966,998258.83,99.966
