stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,1.01,2.525,1.01,2042.48,2042.48,0.64,61.06,1637.36,61.407,1637.36,61.407,0.64,61.06,1651.71,61.852,1651.71,61.852
Average,1:2:3,3,1.43,14.595,1.43,2983.95,2983.95,1.06,75.75,2537.15,78.434,2537.15,78.434,1.06,75.75,2608.48,80.648,2608.48,80.648
Average,1:2:3,4,1.98,30.080,1.98,4350.47,4350.47,1.58,80.88,3855.93,85.845,3855.93,85.845,1.58,80.88,3934.24,87.872,3934.24,87.872
Average,1:2:3,5,2.41,38.949,2.41,5533.65,5533.65,2.10,88.18,5091.50,90.712,5091.50,90.712,2.10,88.18,5196.36,92.987,5196.36,92.987
Average,1:2:3,10,4.92,65.348,4.92,11842.04,11842.04,4.58,93.36,11369.42,95.767,11369.42,95.767,4.58,93.36,11480.50,96.820,11480.50,96.820
Average,1:2:3,15,7.48,76.054,7.48,18141.30,18141.30,7.13,95.34,17583.91,96.820,17583.91,96.820,7.13,95.34,17761.91,97.833,17761.91,97.833
Average,1:2:3,25,12.48,85.007,12.48,30638.52,30638.52,12.14,97.28,30118.93,98.259,30118.93,98.259,12.14,97.28,30281.46,98.818,30281.46,98.818
Average,1:2:3,50,24.91,92.239,24.91,61569.01,61569.01,24.56,98.59,61040.34,99.141,61040.34,99.141,24.56,98.59,61197.45,99.394,61197.45,99.394
Average,1:2:3,100,49.78,96.049,49.78,123866.84,123866.84,49.43,99.29,123312.82,99.550,123312.82,99.550,49.43,99.29,123472.15,99.679,123472.15,99.679
Average,1:2:3,500,249.93,99.202,249.93,623522.64,623522.64,249.56,99.85,622940.89,99.906,622940.89,99.906,249.56,99.85,623133.95,99.937,623133.95,99.937
Average,1:2:3,1000,499.89,99.600,499.89,1244858.60,1244858.60,499.52,99.92,1244312.46,99.956,1244312.46,99.956,499.52,99.92,1244457.01,99.967,1244457.01,99.967
