stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1,2,1.03,8.181,1.03,166968.66,166968.66,0.46,38.48,117148.27,42.199,117148.27,42.199,0.46,38.48,117148.27,42.199,117148.27,42.199
Average,1:1:1,3,1.43,22.979,1.43,281070.39,281070.39,0.94,64.64,240697.76,72.769,240697.76,72.769,0.94,64.64,240697.76,72.769,240697.76,72.769
Average,1:1:1,4,1.97,42.196,1.97,432836.12,432836.12,1.48,76.03,407637.34,86.005,407637.34,86.005,1.49,76.33,408068.59,86.308,408068.59,86.308
Average,1:1:1,5,2.45,54.621,2.45,418708.26,418708.26,1.95,80.35,391655.40,90.896,391655.40,90.896,1.96,80.68,391894.15,91.198,391894.15,91.198
Average,1:1:1,10,4.96,78.968,4.96,1170005.07,1170005.07,4.44,89.52,1146364.43,96.704,1146364.43,96.704,4.44,89.62,1146469.80,96.784,1146469.80,96.784
Average,1:1:1,15,7.19,85.724,7.19,1703762.28,1703762.28,6.72,93.55,1683033.05,98.097,1683033.05,98.097,6.74,93.79,1686999.39,98.286,1686999.39,98.286
Average,1:1:1,25,12.51,91.887,12.51,2788649.26,2788649.26,12.00,95.92,2768217.16,98.974,2768217.16,98.974,12.01,95.97,2772938.83,98.999,2772938.83,98.999
Average,1:1:1,50,24.89,95.949,24.89,5859539.72,5859539.72,24.43,98.15,5838323.53,99.488,5838323.53,99.488,24.46,98.28,5846669.42,99.569,5846669.42,99.569
Average,1:1:1,100,49.88,97.987,49.88,11162507.34,11162507.34,49.35,98.93,11137743.50,99.639,11137743.50,99.639,49.44,99.11,11149145.28,99.776,11149145.28,99.776
Average,1:1:1,500,249.18,99.598,249.24,57489368.90,57489368.90,248.41,99.68,57417731.72,99.887,57417731.72,99.887,248.72,99.79,57474558.45,99.954,57474558.45,99.954
Average,1:1:1,1000,500.35,99.800,500.46,114683647.76,114683647.76,499.31,99.79,114578397.98,99.918,114578397.98,99.918,499.95,99.89,114667712.94,99.977,114667712.94,99.977
