stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:3,2,0.99,0.404,0.99,341062.55,341062.55,0.52,51.51,190699.14,45.921,190699.14,45.921,0.52,51.81,223828.67,49.206,223828.67,49.206
Average,3:3,3,1.52,17.424,1.52,448617.66,448617.66,0.98,68.83,349687.14,72.006,349687.14,72.006,0.98,68.83,345283.48,72.211,345283.48,72.211
Average,3:3,4,1.99,31.515,1.99,639496.00,639496.00,1.49,75.75,505051.98,78.148,505051.98,78.148,1.50,76.36,515746.96,78.244,515746.96,78.244
Average,3:3,5,2.48,41.262,2.48,826446.98,826446.98,1.96,80.60,687032.26,82.935,687032.26,82.935,1.97,80.90,697456.92,83.900,697456.92,83.900
Average,3:3,10,4.97,66.000,4.97,1697720.97,1697720.97,4.48,90.37,1534360.68,91.726,1534360.68,91.726,4.49,90.69,1584752.89,92.436,1584752.89,92.436
Average,3:3,15,7.50,76.231,7.50,2593640.36,2593640.36,6.95,92.81,2448308.08,94.087,2448308.08,94.087,6.96,93.01,2463912.00,94.488,2463912.00,94.488
Average,3:3,25,12.57,85.177,12.57,4318646.85,4318646.85,12.07,96.01,4170079.28,96.696,4170079.28,96.696,12.09,96.18,4188519.65,96.944,4188519.65,96.944
Average,3:3,50,24.98,92.280,24.98,8660501.95,8660501.95,24.49,98.05,8518504.75,98.387,8518504.75,98.387,24.53,98.19,8547146.65,98.529,8547146.65,98.529
Average,3:3,100,49.93,96.067,49.93,17370675.74,17370675.74,49.36,98.85,17196363.84,99.125,17196363.84,99.125,49.44,99.01,17248184.03,99.198,17248184.03,99.198
Average,3:3,500,249.89,99.202,249.96,86418014.53,86418014.53,249.11,99.68,86165924.52,99.785,86165924.52,99.785,249.50,99.81,86271459.92,99.839,86271459.92,99.839
Average,3:3,1000,499.79,99.600,499.92,171157775.95,171157775.95,498.78,99.79,170920450.03,99.876,170920450.03,99.876,499.54,99.92,171046183.71,99.926,171046183.71,99.926
