stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,1.01,3.535,1.01,1581.47,1581.47,0.63,58.03,1223.62,58.984,1223.62,58.984,0.63,58.03,1233.80,59.507,1233.80,59.507
Average,1:2:2,3,1.45,15.505,1.45,2523.50,2523.50,1.09,76.61,2137.96,79.101,2137.96,79.101,1.09,76.61,2188.73,81.179,2188.73,81.179
Average,1:2:2,4,2.03,30.707,2.03,3610.63,3610.63,1.63,81.31,3194.74,85.339,3194.74,85.339,1.63,81.31,3259.23,87.568,3259.23,87.568
Average,1:2:2,5,2.54,40.939,2.54,4641.97,4641.97,2.12,84.19,4232.24,89.663,4232.24,89.663,2.12,84.19,4289.10,91.023,4289.10,91.023
Average,1:2:2,10,4.96,65.605,4.96,9553.78,9553.78,4.59,92.88,9155.01,95.662,9155.01,95.662,4.59,92.88,9239.24,96.550,9239.24,96.550
Average,1:2:2,15,7.47,75.961,7.47,14486.01,14486.01,7.07,94.68,14051.58,96.912,14051.58,96.912,7.07,94.68,14148.21,97.607,14148.21,97.607
Average,1:2:2,25,12.71,85.277,12.71,24991.62,24991.62,12.32,96.93,24526.19,98.130,24526.19,98.130,12.32,96.93,24644.09,98.593,24644.09,98.593
Average,1:2:2,50,25.05,92.278,25.05,49767.55,49767.55,24.73,98.70,49373.49,99.195,49373.49,99.195,24.73,98.70,49479.17,99.407,49479.17,99.407
Average,1:2:2,100,49.90,96.059,49.90,99146.71,99146.71,49.50,99.21,98720.57,99.572,98720.57,99.572,49.50,99.21,98822.24,99.675,98822.24,99.675
Average,1:2:2,500,250.19,99.203,250.19,498630.63,498630.63,249.78,99.83,498195.39,99.912,498195.39,99.912,249.78,99.83,498295.07,99.932,498295.07,99.932
Average,1:2:2,1000,499.78,99.600,499.78,998653.52,998653.52,499.41,99.92,998248.21,99.959,998248.21,99.959,499.41,99.92,998349.23,99.969,998349.23,99.969
