stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:16,2,0.98,1.919,0.98,1482244.68,1482244.68,0.70,67.72,1169249.09,64.814,1169249.09,64.814,0.71,68.33,1279795.05,68.210,1279795.05,68.210
Average,1:16,3,1.48,16.212,1.48,2717638.76,2717638.76,1.20,82.62,2260529.83,80.792,2260529.83,80.792,1.22,84.44,2569286.20,88.435,2569286.20,88.435
Average,1:16,4,1.97,30.606,1.97,3416643.55,3416643.55,1.70,87.12,3139909.14,85.814,3139909.14,85.814,1.72,88.13,3323811.18,92.492,3323811.18,92.492
Average,1:16,5,2.43,39.818,2.43,3705603.04,3705603.04,2.13,88.88,3374888.60,89.331,3374888.60,89.331,2.13,89.29,3598792.47,94.496,3598792.47,94.496
Average,1:16,10,4.96,65.732,4.96,8845335.46,8845335.46,4.67,94.25,8240863.51,93.972,8240863.51,93.972,4.71,95.23,8773064.68,98.216,8773064.68,98.216
Average,1:16,15,7.51,76.178,7.51,13767749.77,13767749.77,7.17,95.59,13139374.13,96.099,13139374.13,96.099,7.23,96.43,13661432.61,98.685,13661432.61,98.685
Average,1:16,25,12.48,85.039,12.48,23465989.71,23465989.71,12.13,97.21,22746552.64,97.323,22746552.64,97.323,12.23,97.99,23379247.79,99.349,23379247.79,99.349
Average,1:16,50,24.90,92.243,24.90,45673617.39,45673617.39,24.51,98.45,44520727.45,98.278,44520727.45,98.278,24.67,99.09,45593015.97,99.662,45593015.97,99.662
Average,1:16,100,49.75,96.049,49.75,90463011.50,90463011.50,49.26,99.01,89508611.90,99.083,89508611.90,99.083,49.50,99.51,90394080.49,99.847,90394080.49,99.847
Average,1:16,500,250.28,99.203,250.31,456794703.53,456794703.53,249.43,99.65,455704782.01,99.742,455704782.01,99.742,250.10,99.91,456716261.26,99.966,456716261.26,99.966
Average,1:16,1000,500.10,99.600,500.23,925337573.93,925337573.93,499.10,99.80,923954719.44,99.872,923954719.44,99.872,500.00,99.95,925251774.42,99.983,925251774.42,99.983
