stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,1.06,6.818,1.06,3057.96,3057.96,0.59,52.27,2350.20,56.164,2350.20,56.164,0.59,52.27,2350.20,56.164,2350.20,56.164
Average,1:1:1:1:1:1:1:1:1,3,1.53,27.676,1.53,4965.20,4965.20,1.06,69.49,4222.61,78.348,4222.61,78.348,1.06,69.49,4222.61,78.348,4222.61,78.348
Average,1:1:1:1:1:1:1:1:1,4,1.97,43.383,1.97,6627.49,6627.49,1.50,77.47,5969.55,87.084,5969.55,87.084,1.50,77.47,5969.55,87.084,5969.55,87.084
Average,1:1:1:1:1:1:1:1:1,5,2.51,56.414,2.51,8697.73,8697.73,2.02,81.08,8031.08,90.485,8031.08,90.485,2.02,81.08,8031.08,90.485,8031.08,90.485
Average,1:1:1:1:1:1:1:1:1,10,5.02,79.352,5.02,18886.53,18886.53,4.54,90.95,18317.07,96.896,18317.07,96.896,4.54,90.95,18317.07,96.896,18317.07,96.896
Average,1:1:1:1:1:1:1:1:1,15,7.54,86.462,7.54,28646.39,28646.39,7.03,93.27,28069.50,97.888,28069.50,97.888,7.03,93.27,28069.50,97.888,28069.50,97.888
Average,1:1:1:1:1:1:1:1:1,25,12.46,91.884,12.46,48430.74,48430.74,11.92,95.68,47818.22,98.724,47818.22,98.724,11.92,95.68,47818.22,98.724,47818.22,98.724
Average,1:1:1:1:1:1:1:1:1,50,24.86,95.954,24.86,97830.90,97830.90,24.38,98.07,97278.10,99.423,97278.10,99.423,24.38,98.07,97278.10,99.423,97278.10,99.423
Average,1:1:1:1:1:1:1:1:1,100,49.86,97.988,49.86,198284.54,198284.54,49.34,98.97,197682.89,99.696,197682.89,99.696,49.34,98.97,197682.89,99.696,197682.89,99.696
Average,1:1:1:1:1:1:1:1:1,500,249.52,99.599,249.52,996597.18,996597.18,249.08,99.82,996073.43,99.947,996073.43,99.947,249.08,99.82,996073.43,99.947,996073.43,99.947
Average,1:1:1:1:1:1:1:1:1,1000,500.23,99.800,500.23,1997960.91,1997960.91,499.77,99.90,1997463.05,99.975,1997463.05,99.975,499.77,99.90,1997463.05,99.975,1997463.05,99.975
