stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1,2,0.99,6.666,0.99,724.14,724.14,0.50,43.93,505.11,46.924,505.11,46.924,0.50,43.93,505.11,46.924,505.11,46.924
Average,1:1:1,3,1.49,25.454,1.49,1214.39,1214.39,1.05,69.54,1022.49,75.867,1022.49,75.867,1.05,69.54,1022.49,75.867,1022.49,75.867
Average,1:1:1,4,1.93,40.909,1.93,1610.11,1610.11,1.43,74.79,1404.97,83.714,1404.97,83.714,1.43,74.79,1404.97,83.714,1404.97,83.714
Average,1:1:1,5,2.47,55.505,2.47,2145.40,2145.40,1.97,80.32,1935.89,88.152,1935.89,88.152,1.97,80.32,1935.89,88.152,1935.89,88.152
Average,1:1:1,10,5.10,79.573,5.10,4827.32,4827.32,4.62,90.72,4625.31,95.575,4625.31,95.575,4.62,90.72,4625.31,95.575,4625.31,95.575
Average,1:1:1,15,7.43,86.186,7.43,7119.59,7119.59,6.98,93.93,6936.29,97.347,6936.29,97.347,6.98,93.93,6936.29,97.347,6936.29,97.347
Average,1:1:1,25,12.63,91.952,12.63,12401.00,12401.00,12.10,95.95,12193.37,98.315,12193.37,98.315,12.10,95.95,12193.37,98.315,12193.37,98.315
Average,1:1:1,50,25.18,96.000,25.18,24797.91,24797.91,24.61,97.75,24587.75,99.138,24587.75,99.138,24.61,97.75,24587.75,99.138,24587.75,99.138
Average,1:1:1,100,50.13,97.998,50.13,49544.59,49544.59,49.64,99.02,49357.06,99.619,49357.06,99.619,49.64,99.02,49357.06,99.619,49357.06,99.619
Average,1:1:1,500,250.27,99.600,250.27,249391.72,249391.72,249.76,99.79,249203.84,99.924,249203.84,99.924,249.76,99.79,249203.84,99.924,249203.84,99.924
Average,1:1:1,1000,499.08,99.799,499.08,498194.85,498194.85,498.57,99.89,497998.66,99.960,497998.66,99.960,498.57,99.89,497998.66,99.960,497998.66,99.960
