stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2,2,1.01,2.222,1.01,204733.03,204733.03,0.51,48.18,130710.89,46.465,130710.89,46.465,0.51,48.18,130946.31,47.884,130946.31,47.884
Average,2:2,3,1.53,17.929,1.53,337021.83,337021.83,1.00,68.08,256014.17,72.142,256014.17,72.142,1.00,68.53,258481.62,73.113,258481.62,73.113
Average,2:2,4,1.99,30.656,1.99,367553.13,367553.13,1.46,73.78,292600.70,78.266,292600.70,78.266,1.46,73.78,296809.04,77.950,296809.04,77.950
Average,2:2,5,2.46,40.505,2.46,626245.91,626245.91,1.97,81.08,548076.77,85.009,548076.77,85.009,1.97,81.08,545788.79,85.534,545788.79,85.534
Average,2:2,10,5.03,66.187,5.03,1166451.76,1166451.76,4.51,89.87,1097547.25,93.331,1097547.25,93.331,4.51,89.91,1100470.07,93.217,1100470.07,93.217
Average,2:2,15,7.40,75.893,7.40,1654802.33,1654802.33,6.89,93.10,1579247.83,95.059,1579247.83,95.059,6.90,93.26,1582912.75,95.390,1582912.75,95.390
Average,2:2,25,12.44,84.979,12.44,2740323.11,2740323.11,11.91,95.80,2664601.15,97.144,2664601.15,97.144,11.95,96.14,2686413.36,97.320,2686413.36,97.320
Average,2:2,50,25.13,92.308,25.13,5617658.39,5617658.39,24.54,97.69,5526783.83,98.531,5526783.83,98.531,24.61,97.96,5553094.69,98.650,5553094.69,98.650
Average,2:2,100,49.77,96.050,49.78,11406459.03,11406459.03,49.22,98.88,11337593.29,99.294,11337593.29,99.294,49.32,99.06,11336520.10,99.368,11336520.10,99.368
Average,2:2,500,249.81,99.202,249.84,57130708.38,57130708.38,249.09,99.71,57051245.37,99.834,57051245.37,99.834,249.41,99.82,57070738.65,99.869,57070738.65,99.869
Average,2:2,1000,501.05,99.601,501.30,114900789.90,114900789.90,500.13,99.81,114772393.91,99.900,114772393.91,99.900,500.90,99.92,114845180.79,99.936,114845180.79,99.936
