stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:2:6,2,1.00,0.030,1.00,357053.51,357053.51,0.50,50.07,201658.24,47.166,201658.24,47.166,0.50,50.07,201229.40,47.057,201229.40,47.057
Average,4:2:6,3,1.48,16.252,1.48,537557.65,537557.65,1.00,74.30,400162.73,75.320,400162.73,75.320,1.00,74.30,400649.78,75.337,400649.78,75.337
Average,4:2:6,4,1.99,32.616,1.99,758461.26,758461.26,1.49,75.75,601603.79,77.978,601603.79,77.978,1.49,75.75,601719.34,77.963,601719.34,77.963
Average,4:2:6,5,2.50,41.728,2.50,950909.83,950909.83,1.99,81.67,793967.69,83.502,793967.69,83.502,1.99,81.67,795189.33,83.601,795189.33,83.601
Average,4:2:6,10,5.00,66.424,5.00,1958733.30,1958733.30,4.51,90.53,1800047.56,91.784,1800047.56,91.784,4.51,90.53,1799957.92,91.762,1799957.92,91.762
Average,4:2:6,15,7.50,76.330,7.50,2961691.02,2961691.02,6.99,93.41,2796468.61,94.390,2796468.61,94.390,6.99,93.41,2796786.18,94.395,2796786.18,94.395
Average,4:2:6,25,12.50,85.134,12.50,4968171.70,4968171.70,11.99,96.00,4799454.83,96.595,4799454.83,96.595,11.99,96.00,4799429.71,96.590,4799429.71,96.590
Average,4:2:6,50,24.98,92.288,24.98,9970320.49,9970320.49,24.50,98.08,9807320.76,98.362,9807320.76,98.362,24.50,98.08,9805393.13,98.342,9805393.13,98.342
Average,4:2:6,100,49.96,96.072,49.96,19957868.54,19957868.54,49.47,99.01,19791894.30,99.167,19791894.30,99.167,49.47,99.01,19791522.23,99.164,19791522.23,99.164
Average,4:2:6,500,250.01,99.203,250.01,99956857.33,99956857.33,249.50,99.79,99785014.74,99.828,99785014.74,99.828,249.50,99.79,99786569.81,99.829,99786569.81,99.829
Average,4:2:6,1000,499.97,99.600,499.97,199926608.74,199926608.74,499.48,99.90,199757014.46,99.915,199757014.46,99.915,499.48,99.90,199758621.91,99.915,199758621.91,99.915
