stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2:2,2,0.99,0.989,0.99,162482.86,162482.86,0.49,48.06,100711.48,46.926,100711.48,46.926,0.49,48.06,99965.85,46.652,99965.85,46.652
Average,2:2:2,3,1.51,17.252,1.51,262394.41,262394.41,1.01,70.76,202442.08,75.207,202442.08,75.207,1.01,70.76,202416.99,75.156,202416.99,75.156
Average,2:2:2,4,1.99,31.237,1.99,361827.72,361827.72,1.50,76.87,299862.50,81.624,299862.50,81.624,1.50,76.87,299979.92,81.554,299979.92,81.554
Average,2:2:2,5,2.51,41.647,2.51,466775.89,466775.89,2.01,81.16,402451.19,85.622,402451.19,85.622,2.01,81.16,402806.26,85.683,402806.26,85.683
Average,2:2:2,10,4.99,66.133,4.99,966122.94,966122.94,4.49,90.25,900008.47,93.012,900008.47,93.012,4.49,90.25,900386.62,93.032,900386.62,93.032
Average,2:2:2,15,7.49,76.208,7.49,1465126.17,1465126.17,7.00,93.60,1399441.29,95.456,1399441.29,95.456,7.00,93.60,1399179.05,95.421,1399179.05,95.421
Average,2:2:2,25,12.50,85.096,12.50,2464043.67,2464043.67,11.99,95.97,2395897.11,97.216,2395897.11,97.216,11.99,95.97,2395668.83,97.204,2395668.83,97.204
Average,2:2:2,50,25.00,92.279,25.00,4966343.72,4966343.72,24.51,98.05,4900064.28,98.660,4900064.28,98.660,24.51,98.05,4899546.13,98.649,4899546.13,98.649
Average,2:2:2,100,50.03,96.074,50.03,9972232.67,9972232.67,49.53,99.01,9904204.83,99.317,9904204.83,99.317,49.53,99.01,9904500.37,99.320,9904500.37,99.320
Average,2:2:2,500,249.94,99.202,249.94,49962813.65,49962813.65,249.45,99.80,49894842.55,99.863,49894842.55,99.863,249.45,99.80,49894935.62,99.864,49894935.62,99.864
Average,2:2:2,1000,499.90,99.600,499.91,99970940.24,99970940.24,499.41,99.90,99901855.18,99.930,99901855.18,99.930,499.41,99.89,99902091.21,99.931,99902091.21,99.931
