iterations,stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionwithoutgftzerocountratio,SBBExternalCompetitionwithoutgftzerototalgft,SBBExternalCompetitionwithoutgftzerototalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPriceswithoutgftzerocountratio,SBBAscendingPriceswithoutgftzerototalgft,SBBAscendingPriceswithoutgftzerototalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
303,Average,1:4,2,0.96,2.383,0.96,403443.74,403443.74,0.66,63.23,361797.40,63.383,63.23,361797.40,63.383,361797.40,63.383,0.66,63.23,361797.40,63.383,63.23,361797.40,63.383,361797.40,63.383
303,Average,1:4,3,1.46,15.808,1.46,617067.03,617067.03,1.15,80.19,581561.30,84.656,80.19,581561.30,84.656,581561.30,84.656,1.15,80.19,581561.30,84.656,80.19,581561.30,84.656,581561.30,84.656
303,Average,1:4,4,1.99,30.196,1.99,867314.98,867314.98,1.67,85.20,831772.00,91.445,85.20,831772.00,91.445,831772.00,91.445,1.67,85.20,831772.00,91.445,85.20,831772.00,91.445,831772.00,91.445
303,Average,1:4,5,2.49,40.405,2.49,1092841.50,1092841.50,2.18,88.58,1063720.48,94.479,88.58,1063720.48,94.479,1063720.48,94.479,2.18,88.58,1063720.48,94.479,88.58,1063720.48,94.479,1063720.48,94.479
303,Average,1:4,10,5.00,65.838,5.00,2241187.30,2241187.30,4.69,94.05,2213510.24,97.716,94.06,2213510.24,97.716,2213510.24,97.716,4.69,94.05,2213510.24,97.716,94.06,2213510.24,97.716,2213510.24,97.716
303,Average,1:4,15,7.49,76.027,7.49,3317760.93,3317760.93,7.18,95.95,3291711.77,98.547,95.95,3291711.77,98.547,3291711.77,98.547,7.18,95.95,3291711.77,98.547,95.95,3291711.77,98.547,3291711.77,98.547
303,Average,1:4,25,12.49,85.001,12.49,5700676.58,5700676.58,12.19,97.62,5675387.06,99.208,97.62,5675387.06,99.208,5675387.06,99.208,12.19,97.62,5675387.06,99.208,97.62,5675387.06,99.208,5675387.06,99.208
303,Average,1:4,50,24.95,92.247,24.95,11456520.64,11456520.64,24.64,98.78,11432190.42,99.604,98.78,11432190.42,99.604,11432190.42,99.604,24.64,98.78,11432190.42,99.604,98.78,11432190.42,99.604,11432190.42,99.604
303,Average,1:4,100,50.02,96.068,50.03,22827445.47,22827445.47,49.73,99.41,22803709.76,99.811,99.42,22803709.76,99.811,22803709.76,99.811,49.73,99.41,22803709.76,99.811,99.42,22803709.76,99.811,22803709.76,99.811
303,Average,1:4,500,249.88,99.202,249.94,114295763.91,114295763.91,249.69,99.89,114272628.42,99.963,99.92,114272628.42,99.963,114272628.42,99.963,249.69,99.89,114272628.42,99.963,99.92,114272628.42,99.963,114272628.42,99.963
303,Average,1:4,1000,499.84,99.600,500.02,228762573.49,228762573.49,499.79,99.95,228739686.80,99.981,99.98,228739686.80,99.981,228739686.80,99.981,499.79,99.95,228739686.80,99.981,99.98,228739686.80,99.981,228739686.80,99.981
