iterations,stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionwithoutgftzerocountratio,SBBExternalCompetitionwithoutgftzerototalgft,SBBExternalCompetitionwithoutgftzerototalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPriceswithoutgftzerocountratio,SBBAscendingPriceswithoutgftzerototalgft,SBBAscendingPriceswithoutgftzerototalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
303,Average,3:3,2,1.00,0.716,1.00,313031.75,313031.75,0.49,48.80,195576.37,47.264,48.80,195576.37,47.264,195576.37,47.264,0.49,48.80,188791.97,46.295,48.80,188791.97,46.295,188791.97,46.295
303,Average,3:3,3,1.49,16.503,1.49,479580.50,479580.50,0.99,71.28,391694.71,76.686,71.28,391694.71,76.686,391694.71,76.686,0.99,71.28,362264.86,73.177,71.28,362264.86,73.177,362264.86,73.177
303,Average,3:3,4,2.00,31.824,2.00,653484.82,653484.82,1.49,75.65,559943.69,81.602,75.65,559943.69,81.602,559943.69,81.602,1.49,75.65,531974.32,78.986,75.65,531974.32,78.986,531974.32,78.986
303,Average,3:3,5,2.49,41.372,2.49,839111.32,839111.32,2.00,81.55,746540.72,86.581,81.55,746540.72,86.581,746540.72,86.581,2.00,81.55,714154.97,84.282,81.55,714154.97,84.282,714154.97,84.282
303,Average,3:3,10,4.99,66.202,4.99,1689691.96,1689691.96,4.49,90.30,1596661.88,93.449,90.31,1596661.88,93.449,1596661.88,93.449,4.49,90.30,1562925.55,92.196,90.31,1562925.55,92.196,1562925.55,92.196
303,Average,3:3,15,7.49,76.229,7.49,2557054.90,2557054.90,6.99,93.49,2468330.62,95.668,93.50,2468330.62,95.668,2468330.62,95.668,6.99,93.49,2431453.16,94.827,93.50,2431453.16,94.827,2431453.16,94.827
303,Average,3:3,25,12.51,85.111,12.51,4269410.75,4269410.75,12.01,96.03,4180424.44,97.405,96.03,4180424.44,97.405,4180424.44,97.405,12.01,96.03,4145323.29,96.889,96.03,4145323.29,96.889,4145323.29,96.889
303,Average,3:3,50,25.01,92.287,25.01,8527237.01,8527237.01,24.51,98.03,8440695.12,98.727,98.03,8440695.12,98.727,8440695.12,98.727,24.51,98.03,8402826.16,98.462,98.03,8402826.16,98.462,8402826.16,98.462
303,Average,3:3,100,50.00,96.072,50.00,17153376.81,17153376.81,49.52,99.04,17070014.49,99.372,99.05,17070014.49,99.372,17070014.49,99.372,49.52,99.04,17031835.85,99.236,99.05,17031835.85,99.236,17031835.85,99.236
303,Average,3:3,500,249.95,99.202,250.00,85748753.46,85748753.46,249.55,99.82,85662528.82,99.873,99.84,85662528.82,99.873,85662528.82,99.873,249.55,99.82,85622610.90,99.845,99.84,85622610.90,99.845,85622610.90,99.845
303,Average,3:3,1000,499.91,99.600,500.07,171757445.04,171757445.04,499.65,99.91,171672794.66,99.937,99.94,171672794.66,99.937,171672794.66,99.937,499.65,99.91,171631027.78,99.923,99.94,171631027.78,99.923,171631027.78,99.923
