iterations,stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionwithoutgftzerocountratio,SBBExternalCompetitionwithoutgftzerototalgft,SBBExternalCompetitionwithoutgftzerototalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPriceswithoutgftzerocountratio,SBBAscendingPriceswithoutgftzerototalgft,SBBAscendingPriceswithoutgftzerototalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
303,Average,2:3,2,0.99,1.163,0.99,126277.72,126277.72,0.54,53.09,81690.86,50.654,53.09,81690.86,50.654,81690.86,50.654,0.54,53.09,81675.96,50.633,53.09,81675.96,50.633,81675.96,50.633
303,Average,2:3,3,1.50,17.001,1.50,203113.58,203113.58,1.03,72.20,156395.60,74.483,72.20,156395.60,74.483,156395.60,74.483,1.03,72.20,156432.93,74.453,72.20,156432.93,74.453,156432.93,74.453
303,Average,2:3,4,1.99,31.195,1.99,278343.94,278343.94,1.53,78.20,230525.73,81.347,78.20,230525.73,81.347,230525.73,81.347,1.53,78.20,230744.49,81.385,78.20,230744.49,81.385,230744.49,81.385
303,Average,2:3,5,2.49,41.156,2.49,353659.70,353659.70,2.04,82.92,305504.38,85.723,82.92,305504.38,85.723,305504.38,85.723,2.04,82.92,305321.68,85.631,82.92,305321.68,85.631,305321.68,85.631
303,Average,2:3,10,4.99,66.051,4.99,729040.91,729040.91,4.53,91.09,678652.77,92.917,91.09,678652.77,92.917,678652.77,92.917,4.53,91.09,678234.42,92.847,91.09,678234.42,92.847,678234.42,92.847
303,Average,2:3,15,7.49,76.181,7.49,1107844.89,1107844.89,7.03,93.96,1056697.99,95.317,93.96,1056697.99,95.317,1056697.99,95.317,7.03,93.96,1056576.31,95.301,93.96,1056576.31,95.301,1056576.31,95.301
303,Average,2:3,25,12.49,85.076,12.49,1859586.35,1859586.35,12.03,96.35,1807267.04,97.163,96.35,1807267.04,97.163,1807267.04,97.163,12.03,96.35,1807360.68,97.163,96.35,1807360.68,97.163,1807360.68,97.163
303,Average,2:3,50,24.98,92.271,24.98,3731694.97,3731694.97,24.53,98.20,3679573.86,98.597,98.20,3679573.86,98.597,3679573.86,98.597,24.53,98.20,3679673.53,98.599,98.20,3679673.53,98.599,3679673.53,98.599
303,Average,2:3,100,49.98,96.069,49.98,7479582.67,7479582.67,49.52,99.09,7426700.90,99.291,99.09,7426700.90,99.291,7426700.90,99.291,49.52,99.09,7426803.42,99.292,99.09,7426803.42,99.292,7426803.42,99.292
303,Average,2:3,500,250.04,99.203,250.04,37501226.48,37501226.48,249.59,99.81,37448355.58,99.858,99.81,37448355.58,99.858,37448355.58,99.858,249.59,99.81,37448017.09,99.858,99.81,37448017.09,99.858,37448017.09,99.858
303,Average,2:3,1000,499.93,99.600,499.93,74972493.74,74972493.74,499.48,99.90,74919559.49,99.929,99.90,74919559.49,99.929,74919559.49,99.929,499.48,99.90,74919928.66,99.929,99.90,74919928.66,99.929,74919928.66,99.929
