iterations,stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionwithoutgftzerocountratio,SBBExternalCompetitionwithoutgftzerototalgft,SBBExternalCompetitionwithoutgftzerototalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPriceswithoutgftzerocountratio,SBBAscendingPriceswithoutgftzerototalgft,SBBAscendingPriceswithoutgftzerototalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
303,Average,2:1,2,1.02,4.390,1.02,100965.83,100965.83,0.40,33.54,55593.71,36.380,33.54,55593.71,36.380,55593.71,36.380,0.40,33.54,50651.68,34.525,33.54,50651.68,34.525,50651.68,34.525
303,Average,2:1,3,1.51,17.488,1.51,157688.82,157688.82,0.89,57.35,118524.92,64.743,57.36,118524.92,64.743,118524.92,64.743,0.89,57.35,109190.78,61.545,57.36,109190.78,61.545,109190.78,61.545
303,Average,2:1,4,2.01,30.275,2.01,214870.64,214870.64,1.39,68.82,180939.02,77.566,68.83,180939.02,77.566,180939.02,77.566,1.39,68.82,168855.88,74.211,68.83,168855.88,74.211,168855.88,74.211
303,Average,2:1,5,2.51,40.421,2.51,277239.23,277239.23,1.89,74.98,242352.09,83.579,74.99,242352.09,83.579,242352.09,83.579,1.89,74.98,227911.91,80.392,74.99,227911.91,80.392,227911.91,80.392
303,Average,2:1,10,5.01,65.785,5.02,563518.63,563518.63,4.39,87.52,534244.26,92.960,87.53,534244.26,92.960,534244.26,92.960,4.39,87.52,518313.42,91.165,87.53,518313.42,91.165,518313.42,91.165
303,Average,2:1,15,7.51,75.998,7.51,850536.39,850536.39,6.88,91.59,822458.34,95.458,91.61,822458.34,95.458,822458.34,95.458,6.88,91.59,804286.95,94.216,91.61,804286.95,94.216,804286.95,94.216
303,Average,2:1,25,12.48,84.956,12.48,1413486.29,1413486.29,11.86,95.06,1385884.05,97.406,95.08,1385884.05,97.406,1385884.05,97.406,11.86,95.06,1367662.14,96.641,95.08,1367662.14,96.641,1367662.14,96.641
303,Average,2:1,50,25.02,92.260,25.03,2848554.59,2848554.59,24.41,97.53,2821898.96,98.726,97.55,2821898.96,98.726,2821898.96,98.726,24.41,97.53,2803315.02,98.342,97.55,2803315.02,98.342,2803315.02,98.342
303,Average,2:1,100,49.99,96.063,50.00,5719605.95,5719605.95,49.38,98.74,5692606.21,99.362,98.76,5692606.21,99.362,5692606.21,99.362,49.38,98.74,5673633.67,99.163,98.76,5673633.67,99.163,5673633.67,99.163
303,Average,2:1,500,250.06,99.202,250.14,28633563.32,28633563.32,249.54,99.75,28607206.57,99.877,99.79,28607206.57,99.877,28607206.57,99.877,249.54,99.75,28588209.37,99.836,99.79,28588209.37,99.836,28588209.37,99.836
303,Average,2:1,1000,499.98,99.600,500.18,57244631.16,57244631.16,499.58,99.88,57219127.57,99.938,99.92,57219127.57,99.938,57219127.57,99.938,499.58,99.88,57200479.44,99.917,99.92,57200479.44,99.917,57200479.44,99.917
