stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
WMT,1:1:1:1:1,20000,3020,3020,185856.31,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983,3019,99.966,185825.47,99.983
WMT,1:1:1:1:1,24226,3165,3165,229112.1,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994,3164,99.968,229098.36,99.994
X,1:1:1:1:1,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,4,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,5,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,10,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,15,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,25,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,50,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,100,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,500,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1,1000,6,6,20.82,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234,5,83.333,17.53,84.234
X,1:1:1:1:1,2000,66,66,753.7,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66,65,98.484,743.6,98.66
X,1:1:1:1:1,5000,527,527,31263.74,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0
X,1:1:1:1:1,10000,527,527,31263.74,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0,527,100.0,31263.74,100.0
X,1:1:1:1:1,14816,842,842,49318.62,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0,842,100.0,49318.62,100.0
WMT,1:1:1:1:1:1:1:1:1,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,4,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,5,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,10,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,15,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,25,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,50,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,100,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,500,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,1000,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1,2000,10,10,0.18,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22,9,90.0,0.18,98.22
WMT,1:1:1:1:1:1:1:1:1,5000,644,644,5544.28,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931,643,99.844,5540.44,99.931
WMT,1:1:1:1:1:1:1:1:1,10000,1130,1130,53607.08,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99,1129,99.911,53601.66,99.99
WMT,1:1:1:1:1:1:1:1:1,20000,1174,1174,98446.27,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975,1173,99.914,98421.2,99.975
WMT,1:1:1:1:1:1:1:1:1,24226,1215,1215,114928.18,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959,1214,99.917,114881.38,99.959
X,1:1:1:1:1:1:1:1:1,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,4,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,5,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,10,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,15,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,25,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,50,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,100,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,500,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,1000,1,1,4.39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
X,1:1:1:1:1:1:1:1:1,2000,3,3,11.41,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086,2,66.666,11.19,98.086
X,1:1:1:1:1:1:1:1:1,5000,164,164,9949.25,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788
X,1:1:1:1:1:1:1:1:1,10000,164,164,9949.25,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788,163,99.39,9928.15,99.788
X,1:1:1:1:1:1:1:1:1,14816,220,220,14087.55,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0,220,100.0,14087.55,100.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,4,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,5,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,10,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,15,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,25,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,50,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,100,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,500,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
WMT,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,1000,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
