stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
HBAN,1:16,1000,528,528,421.03,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0,528,100.0,421.03,100.0
HBAN,1:16,2000,1009,1009,2664.81,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973,1008,99.9,2664.09,99.973
HBAN,1:16,5000,2519,2519,27402.32,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992,2525,100.238,27400.04,99.992
HBAN,1:16,10000,5028,5028,61007.17,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993,5027,99.98,61002.86,99.993
HBAN,1:16,20000,10074,10074,121126.62,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001,10073,99.99,121122.43,99.99700000000001
HBAN,1:16,20414,10267,10267,122420.03,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001,10269,100.01899999999999,122415.82,99.99700000000001
INTC,1:16,2,2,2,0.01,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667,1,50.0,0.01,66.667
INTC,1:16,3,2,2,0.02,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0
INTC,1:16,4,3,3,0.02,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0,3,100.0,0.02,100.0
INTC,1:16,5,3,3,0.03,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0,3,100.0,0.03,100.0
INTC,1:16,10,5,5,0.1,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0,5,100.0,0.1,100.0
INTC,1:16,15,8,9,0.12,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001,8,88.88799999999998,0.11,94.02600000000001
INTC,1:16,25,14,14,0.29,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0,14,100.0,0.29,100.0
INTC,1:16,50,27,27,0.68,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073,27,100.0,0.66,98.073
INTC,1:16,100,55,55,2.96,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0,55,100.0,2.96,100.0
INTC,1:16,500,253,253,32.04,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814,254,100.395,31.98,99.814
INTC,1:16,1000,508,508,137.26,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948,507,99.803,137.18,99.948
INTC,1:16,2000,1019,1019,351.37,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958,1018,99.90100000000001,351.23,99.958
INTC,1:16,5000,2504,2520,25117.4,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999,2519,99.96,25116.9,99.99799999999999
INTC,1:16,10000,5054,5054,132238.18,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999,5055,100.01899999999999,132223.41,99.98899999999999
INTC,1:16,20000,10088,10088,264513.82,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994,10090,100.01899999999999,264499.11,99.994
INTC,1:16,20414,10307,10307,278914.77,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0,10307,100.0,278914.77,100.0
J,1:16,2,2,2,0.01,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0,1,50.0,0.01,100.0
J,1:16,3,2,2,0.02,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0,2,100.0,0.02,100.0
J,1:16,4,2,2,0.03,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0,2,100.0,0.03,100.0
J,1:16,5,2,3,0.04,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333,2,66.666,0.03,83.333
J,1:16,10,4,6,0.38,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806,5,83.333,0.33,86.806
J,1:16,15,7,8,0.66,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001,7,87.5,0.62,94.84100000000001
J,1:16,25,13,14,0.86,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0,14,100.0,0.86,100.0
J,1:16,50,26,26,1.51,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0,26,100.0,1.51,100.0
J,1:16,100,52,52,6.51,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0,53,101.92299999999999,6.51,100.0
J,1:16,500,257,260,124.98,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0,260,100.0,124.98,100.0
J,1:16,1000,508,517,244.91,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947,516,99.806,244.78,99.947
J,1:16,2000,1002,1002,468.79,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0,1023,102.095,468.79,100.0
J,1:16,5000,2502,2503,13602.51,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991,2502,99.96,13601.33,99.991
J,1:16,10000,5009,5010,197880.46,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001,5009,99.98,197874.8,99.99700000000001
J,1:16,20000,10014,10021,394834.52,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0,10021,100.0,394834.52,100.0
J,1:16,20414,10229,10234,425687.31,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0,10234,100.0,425687.31,100.0
JBLU,1:16,2,2,2,3.31,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996,1,50.0,1.88,56.943999999999996
JBLU,1:16,3,3,3,3.57,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277,2,66.666,2.58,72.277
JBLU,1:16,4,4,4,3.74,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718,3,75.0,2.98,79.718
JBLU,1:16,5,4,4,3.92,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0,4,100.0,3.92,100.0
JBLU,1:16,10,7,7,6.74,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999,6,85.714,6.06,89.999
JBLU,1:16,15,10,10,12.29,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0,10,100.0,12.29,100.0
JBLU,1:16,25,14,14,22.86,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0,14,100.0,22.86,100.0
JBLU,1:16,50,28,28,36.97,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52,27,96.428,36.42,98.52
JBLU,1:16,100,60,60,86.62,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095,59,98.333,85.84,99.095
JBLU,1:16,500,256,256,1907.14,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899,255,99.609,1905.21,99.899
JBLU,1:16,1000,519,519,2865.82,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943,518,99.807,2864.19,99.943
JBLU,1:16,2000,1026,1026,8254.28,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0,1026,100.0,8254.28,100.0
JBLU,1:16,5000,2538,2538,26320.66,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001,2537,99.96,26315.93,99.98200000000001
JBLU,1:16,9268,4686,4686,50350.46,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0,4686,100.0,50350.46,100.0
K,1:16,2,2,2,3.66,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0,1,50.0,1.83,50.0
K,1:16,3,3,3,5.48,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667,2,66.666,3.66,66.667
K,1:16,4,4,4,7.25,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998,3,75.0,5.48,75.64699999999998
K,1:16,5,5,5,9.04,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467,4,80.0,7.27,80.467
K,1:16,10,10,10,18.14,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001,9,90.0,16.38,90.26700000000001
K,1:16,15,15,15,27.27,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524,14,93.333,25.5,93.524
