stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
D,1:8,1000,999,999,38314.17,998,998,998,99.899,99.899,99.899,38288.5,38288.5,38288.5,99.933,99.933,99.933,998,998,998,99.899,99.899,99.899,38288.5,38288.5,38288.5,99.933,99.933,99.933,998,998,998,99.899,99.899,99.899,38288.5,38288.5,38288.5,99.933,99.933,99.933,998,998,998,99.899,99.899,99.899,38288.5,38288.5,38288.5,99.933,99.933,99.933,998,998,998,99.899,99.899,99.899,38288.5,38288.5,38288.5,99.933,99.933,99.933,998,998,998,99.899,99.899,99.899,38288.5,38288.5,38288.5,99.933,99.933,99.933
D,1:8,2000,1151,1151,105944.04,1145,1145,1145,99.478,99.478,99.478,105600.25,105600.25,105600.25,99.676,99.676,99.676,1150,1150,1150,99.913,99.913,99.913,105886.74,105886.74,105886.74,99.946,99.946,99.946,1145,1145,1145,99.478,99.478,99.478,105600.25,105600.25,105600.25,99.676,99.676,99.676,1150,1150,1150,99.913,99.913,99.913,105886.74,105886.74,105886.74,99.946,99.946,99.946,1145,1145,1145,99.478,99.478,99.478,105600.25,105600.25,105600.25,99.676,99.676,99.676,1150,1150,1150,99.913,99.913,99.913,105886.74,105886.74,105886.74,99.946,99.946,99.946
D,1:8,5000,2527,2527,245600.65,2507,2507,2507,99.208,99.208,99.208,244326.4,244326.4,244326.4,99.481,99.481,99.481,2526,2526,2526,99.96,99.96,99.96,245536.93,245536.93,245536.93,99.974,99.974,99.974,2507,2507,2507,99.208,99.208,99.208,244326.4,244326.4,244326.4,99.481,99.481,99.481,2526,2526,2526,99.96,99.96,99.96,245536.93,245536.93,245536.93,99.974,99.974,99.974,2507,2507,2507,99.208,99.208,99.208,244326.4,244326.4,244326.4,99.481,99.481,99.481,2526,2526,2526,99.96,99.96,99.96,245536.93,245536.93,245536.93,99.974,99.974,99.974
D,1:8,10000,5012,5016,1446790.63,5009,5009,5009,99.86,99.86,99.86,1446166.42,1446166.42,1446166.42,99.957,99.957,99.957,5015,5015,5015,99.98,99.98,99.98,1446710.1,1446710.1,1446710.1,99.994,99.994,99.994,5009,5009,5009,99.86,99.86,99.86,1446166.42,1446166.42,1446166.42,99.957,99.957,99.957,5015,5015,5015,99.98,99.98,99.98,1446710.1,1446710.1,1446710.1,99.994,99.994,99.994,5009,5009,5009,99.86,99.86,99.86,1446166.42,1446166.42,1446166.42,99.957,99.957,99.957,5015,5015,5015,99.98,99.98,99.98,1446710.1,1446710.1,1446710.1,99.994,99.994,99.994
D,1:8,20000,10029,10029,2843699.25,10011,10011,10011,99.82,99.82,99.82,2842335.68,2842335.68,2842335.68,99.952,99.952,99.952,10029,10029,10029,100.0,100.0,100.0,2843699.25,2843699.25,2843699.25,100.0,100.0,100.0,10011,10011,10011,99.82,99.82,99.82,2842335.68,2842335.68,2842335.68,99.952,99.952,99.952,10029,10029,10029,100.0,100.0,100.0,2843699.25,2843699.25,2843699.25,100.0,100.0,100.0,10011,10011,10011,99.82,99.82,99.82,2842335.68,2842335.68,2842335.68,99.952,99.952,99.952,10029,10029,10029,100.0,100.0,100.0,2843699.25,2843699.25,2843699.25,100.0,100.0,100.0
D,1:8,20414,10233,10235,3026071.11,10223,10223,10223,99.882,99.882,99.882,3025274.19,3025274.19,3025274.19,99.974,99.974,99.974,10235,10235,10235,100.0,100.0,100.0,3026071.11,3026071.11,3026071.11,100.0,100.0,100.0,10223,10223,10223,99.882,99.882,99.882,3025274.19,3025274.19,3025274.19,99.974,99.974,99.974,10235,10235,10235,100.0,100.0,100.0,3026071.11,3026071.11,3026071.11,100.0,100.0,100.0,10223,10223,10223,99.882,99.882,99.882,3025274.19,3025274.19,3025274.19,99.974,99.974,99.974,10235,10235,10235,100.0,100.0,100.0,3026071.11,3026071.11,3026071.11,100.0,100.0,100.0
E,1:8,2,2,2,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,50.0,50.0,50.0,0.4,0.4,0.4,50.0,50.0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,50.0,50.0,50.0,0.4,0.4,0.4,50.0,50.0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,50.0,50.0,50.0,0.4,0.4,0.4,50.0,50.0,50.0
E,1:8,3,3,3,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,66.666,66.666,66.666,0.8,0.8,0.8,66.667,66.667,66.667,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,66.666,66.666,66.666,0.8,0.8,0.8,66.667,66.667,66.667,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,66.666,66.666,66.666,0.8,0.8,0.8,66.667,66.667,66.667
E,1:8,4,3,3,4.8,1,1,1,33.333,33.333,33.333,4.0,4.0,4.0,83.333,83.333,83.333,3,3,3,100.0,100.0,100.0,4.8,4.8,4.8,100.0,100.0,100.0,1,1,1,33.333,33.333,33.333,4.0,4.0,4.0,83.333,83.333,83.333,3,3,3,100.0,100.0,100.0,4.8,4.8,4.8,100.0,100.0,100.0,1,1,1,33.333,33.333,33.333,4.0,4.0,4.0,83.333,83.333,83.333,3,3,3,100.0,100.0,100.0,4.8,4.8,4.8,100.0,100.0,100.0
E,1:8,5,3,3,11.2,2,2,2,66.666,66.666,66.666,10.8,10.8,10.8,96.429,96.429,96.429,3,3,3,100.0,100.0,100.0,11.2,11.2,11.2,100.0,100.0,100.0,2,2,2,66.666,66.666,66.666,10.8,10.8,10.8,96.429,96.429,96.429,3,3,3,100.0,100.0,100.0,11.2,11.2,11.2,100.0,100.0,100.0,2,2,2,66.666,66.666,66.666,10.8,10.8,10.8,96.429,96.429,96.429,3,3,3,100.0,100.0,100.0,11.2,11.2,11.2,100.0,100.0,100.0
E,1:8,10,5,7,20.4,4,4,4,57.142,57.142,57.142,18.72,18.72,18.72,91.765,91.765,91.765,6,6,6,85.714,85.714,85.714,19.2,19.2,19.2,94.118,94.118,94.118,4,4,4,57.142,57.142,57.142,18.72,18.72,18.72,91.765,91.765,91.765,6,6,6,85.714,85.714,85.714,19.2,19.2,19.2,94.118,94.118,94.118,4,4,4,57.142,57.142,57.142,18.72,18.72,18.72,91.765,91.765,91.765,6,6,6,85.714,85.714,85.714,19.2,19.2,19.2,94.118,94.118,94.118
E,1:8,15,8,9,34.4,7,7,7,77.777,77.777,77.777,32.2,32.2,32.2,93.605,93.605,93.605,8,8,8,88.888,88.888,88.888,32.53,32.53,32.53,94.574,94.574,94.574,7,7,7,77.777,77.777,77.777,32.2,32.2,32.2,93.605,93.605,93.605,8,8,8,88.888,88.888,88.888,32.53,32.53,32.53,94.574,94.574,94.574,7,7,7,77.777,77.777,77.777,32.2,32.2,32.2,93.605,93.605,93.605,8,8,8,88.888,88.888,88.888,32.53,32.53,32.53,94.574,94.574,94.574
E,1:8,25,13,15,90.8,13,13,13,86.666,86.666,86.666,90.8,90.8,90.8,100.0,100.0,100.0,14,14,14,93.333,93.333,93.333,88.13,88.13,88.13,97.063,97.063,97.063,13,13,13,86.666,86.666,86.666,90.8,90.8,90.8,100.0,100.0,100.0,14,14,14,93.333,93.333,93.333,88.13,88.13,88.13,97.063,97.063,97.063,13,13,13,86.666,86.666,86.666,90.8,90.8,90.8,100.0,100.0,100.0,14,14,14,93.333,93.333,93.333,88.13,88.13,88.13,97.063,97.063,97.063
E,1:8,50,26,26,270.4,25,25,25,96.153,96.153,96.153,264.6,264.6,264.6,97.855,97.855,97.855,26,26,26,100.0,100.0,100.0,270.4,270.4,270.4,100.0,100.0,100.0,25,25,25,96.153,96.153,96.153,264.6,264.6,264.6,97.855,97.855,97.855,26,26,26,100.0,100.0,100.0,270.4,270.4,270.4,100.0,100.0,100.0,25,25,25,96.153,96.153,96.153,264.6,264.6,264.6,97.855,97.855,97.855,26,26,26,100.0,100.0,100.0,270.4,270.4,270.4,100.0,100.0,100.0
E,1:8,100,52,54,588.4,50,50,50,92.592,92.592,92.592,578.92,578.92,578.92,98.389,98.389,98.389,53,53,53,98.148,98.148,98.148,582.07,582.07,582.07,98.924,98.924,98.924,50,50,50,92.592,92.592,92.592,578.92,578.92,578.92,98.389,98.389,98.389,53,53,53,98.148,98.148,98.148,582.07,582.07,582.07,98.924,98.924,98.924,50,50,50,92.592,92.592,92.592,578.92,578.92,578.92,98.389,98.389,98.389,53,53,53,98.148,98.148,98.148,582.07,582.07,582.07,98.924,98.924,98.924
E,1:8,500,253,254,10540.22,252,252,252,99.212,99.212,99.212,10516.43,10516.43,10516.43,99.774,99.774,99.774,253,253,253,99.606,99.606,99.606,10516.53,10516.53,10516.53,99.775,99.775,99.775,252,252,252,99.212,99.212,99.212,10516.43,10516.43,10516.43,99.774,99.774,99.774,253,253,253,99.606,99.606,99.606,10516.53,10516.53,10516.53,99.775,99.775,99.775,252,252,252,99.212,99.212,99.212,10516.43,10516.43,10516.43,99.774,99.774,99.774,253,253,253,99.606,99.606,99.606,10516.53,10516.53,10516.53,99.775,99.775,99.775
E,1:8,1000,512,514,23977.45,510,510,510,99.221,99.221,99.221,23945.99,23945.99,23945.99,99.869,99.869,99.869,514,514,514,100.0,100.0,100.0,23977.45,23977.45,23977.45,100.0,100.0,100.0,510,510,510,99.221,99.221,99.221,23945.99,23945.99,23945.99,99.869,99.869,99.869,514,514,514,100.0,100.0,100.0,23977.45,23977.45,23977.45,100.0,100.0,100.0,510,510,510,99.221,99.221,99.221,23945.99,23945.99,23945.99,99.869,99.869,99.869,514,514,514,100.0,100.0,100.0,23977.45,23977.45,23977.45,100.0,100.0,100.0
E,1:8,2000,1038,1038,54952.49,1036,1036,1036,99.807,99.807,99.807,54899.63,54899.63,54899.63,99.904,99.904,99.904,1037,1037,1037,99.903,99.903,99.903,54926.06,54926.06,54926.06,99.952,99.952,99.952,1036,1036,1036,99.807,99.807,99.807,54899.63,54899.63,54899.63,99.904,99.904,99.904,1037,1037,1037,99.903,99.903,99.903,54926.06,54926.06,54926.06,99.952,99.952,99.952,1036,1036,1036,99.807,99.807,99.807,54899.63,54899.63,54899.63,99.904,99.904,99.904,1037,1037,1037,99.903,99.903,99.903,54926.06,54926.06,54926.06,99.952,99.952,99.952
E,1:8,5000,2519,2519,521350.32,2519,2519,2519,100.0,100.0,100.0,521350.32,521350.32,521350.32,100.0,100.0,100.0,2519,2519,2519,100.0,100.0,100.0,521350.32,521350.32,521350.32,100.0,100.0,100.0,2519,2519,2519,100.0,100.0,100.0,521350.32,521350.32,521350.32,100.0,100.0,100.0,2519,2519,2519,100.0,100.0,100.0,521350.32,521350.32,521350.32,100.0,100.0,100.0,2519,2519,2519,100.0,100.0,100.0,521350.32,521350.32,521350.32,100.0,100.0,100.0,2519,2519,2519,100.0,100.0,100.0,521350.32,521350.32,521350.32,100.0,100.0,100.0
E,1:8,10000,5017,5017,1025991.02,5016,5016,5016,99.98,99.98,99.98,1025925.19,1025925.19,1025925.19,99.994,99.994,99.994,5016,5016,5016,99.98,99.98,99.98,1025925.19,1025925.19,1025925.19,99.994,99.994,99.994,5016,5016,5016,99.98,99.98,99.98,1025925.19,1025925.19,1025925.19,99.994,99.994,99.994,5016,5016,5016,99.98,99.98,99.98,1025925.19,1025925.19,1025925.19,99.994,99.994,99.994,5016,5016,5016,99.98,99.98,99.98,1025925.19,1025925.19,1025925.19,99.994,99.994,99.994,5016,5016,5016,99.98,99.98,99.98,1025925.19,1025925.19,1025925.19,99.994,99.994,99.994
E,1:8,12474,6275,6278,1168131.94,6273,6273,6273,99.92,99.92,99.92,1167894.68,1167894.68,1167894.68,99.98,99.98,99.98,6277,6277,6277,99.984,99.984,99.984,1168064.44,1168064.44,1168064.44,99.994,99.994,99.994,6273,6273,6273,99.92,99.92,99.92,1167894.68,1167894.68,1167894.68,99.98,99.98,99.98,6277,6277,6277,99.984,99.984,99.984,1168064.44,1168064.44,1168064.44,99.994,99.994,99.994,6273,6273,6273,99.92,99.92,99.92,1167894.68,1167894.68,1167894.68,99.98,99.98,99.98,6277,6277,6277,99.984,99.984,99.984,1168064.44,1168064.44,1168064.44,99.994,99.994,99.994
EBAY,1:8,2,1,1,1.23,1,1,1,100.0,100.0,100.0,1.23,1.23,1.23,100.0,100.0,100.0,1,1,1,100.0,100.0,100.0,1.23,1.23,1.23,100.0,100.0,100.0,1,1,1,100.0,100.0,100.0,1.23,1.23,1.23,100.0,100.0,100.0,1,1,1,100.0,100.0,100.0,1.23,1.23,1.23,100.0,100.0,100.0,1,1,1,100.0,100.0,100.0,1.23,1.23,1.23,100.0,100.0,100.0,1,1,1,100.0,100.0,100.0,1.23,1.23,1.23,100.0,100.0,100.0
EBAY,1:8,3,2,2,1.7,1,1,1,50.0,50.0,50.0,1.09,1.09,1.09,63.913,63.913,63.913,1,1,1,50.0,50.0,50.0,1.09,1.09,1.09,63.913,63.913,63.913,1,1,1,50.0,50.0,50.0,1.09,1.09,1.09,63.913,63.913,63.913,1,1,1,50.0,50.0,50.0,1.09,1.09,1.09,63.913,63.913,63.913,1,1,1,50.0,50.0,50.0,1.09,1.09,1.09,63.913,63.913,63.913,1,1,1,50.0,50.0,50.0,1.09,1.09,1.09,63.913,63.913,63.913
EBAY,1:8,4,3,3,1.82,2,2,2,66.666,66.666,66.666,1.43,1.43,1.43,78.519,78.519,78.519,2,2,2,66.666,66.666,66.666,1.43,1.43,1.43,78.519,78.519,78.519,2,2,2,66.666,66.666,66.666,1.43,1.43,1.43,78.519,78.519,78.519,2,2,2,66.666,66.666,66.666,1.43,1.43,1.43,78.519,78.519,78.519,2,2,2,66.666,66.666,66.666,1.43,1.43,1.43,78.519,78.519,78.519,2,2,2,66.666,66.666,66.666,1.43,1.43,1.43,78.519,78.519,78.519
EBAY,1:8,5,3,3,2.13,3,3,3,100.0,100.0,100.0,2.13,2.13,2.13,100.0,100.0,100.0,3,3,3,100.0,100.0,100.0,2.13,2.13,2.13,100.0,100.0,100.0,3,3,3,100.0,100.0,100.0,2.13,2.13,2.13,100.0,100.0,100.0,3,3,3,100.0,100.0,100.0,2.13,2.13,2.13,100.0,100.0,100.0,3,3,3,100.0,100.0,100.0,2.13,2.13,2.13,100.0,100.0,100.0,3,3,3,100.0,100.0,100.0,2.13,2.13,2.13,100.0,100.0,100.0
EBAY,1:8,10,5,5,7.58,5,5,5,100.0,100.0,100.0,7.58,7.58,7.58,100.0,100.0,100.0,5,5,5,100.0,100.0,100.0,7.58,7.58,7.58,100.0,100.0,100.0,5,5,5,100.0,100.0,100.0,7.58,7.58,7.58,100.0,100.0,100.0,5,5,5,100.0,100.0,100.0,7.58,7.58,7.58,100.0,100.0,100.0,5,5,5,100.0,100.0,100.0,7.58,7.58,7.58,100.0,100.0,100.0,5,5,5,100.0,100.0,100.0,7.58,7.58,7.58,100.0,100.0,100.0
EBAY,1:8,15,8,8,15.43,7,7,7,87.5,87.5,87.5,14.56,14.56,14.56,94.392,94.392,94.392,7,7,7,87.5,87.5,87.5,14.56,14.56,14.56,94.392,94.392,94.392,7,7,7,87.5,87.5,87.5,14.56,14.56,14.56,94.392,94.392,94.392,7,7,7,87.5,87.5,87.5,14.56,14.56,14.56,94.392,94.392,94.392,7,7,7,87.5,87.5,87.5,14.56,14.56,14.56,94.392,94.392,94.392,7,7,7,87.5,87.5,87.5,14.56,14.56,14.56,94.392,94.392,94.392
EBAY,1:8,25,13,13,42.97,13,13,13,100.0,100.0,100.0,42.97,42.97,42.97,100.0,100.0,100.0,13,13,13,100.0,100.0,100.0,42.97,42.97,42.97,100.0,100.0,100.0,13,13,13,100.0,100.0,100.0,42.97,42.97,42.97,100.0,100.0,100.0,13,13,13,100.0,100.0,100.0,42.97,42.97,42.97,100.0,100.0,100.0,13,13,13,100.0,100.0,100.0,42.97,42.97,42.97,100.0,100.0,100.0,13,13,13,100.0,100.0,100.0,42.97,42.97,42.97,100.0,100.0,100.0
EBAY,1:8,50,27,27,361.81,27,27,27,100.0,100.0,100.0,361.81,361.81,361.81,100.0,100.0,100.0,27,27,27,100.0,100.0,100.0,361.81,361.81,361.81,100.0,100.0,100.0,27,27,27,100.0,100.0,100.0,361.81,361.81,361.81,100.0,100.0,100.0,27,27,27,100.0,100.0,100.0,361.81,361.81,361.81,100.0,100.0,100.0,27,27,27,100.0,100.0,100.0,361.81,361.81,361.81,100.0,100.0,100.0,27,27,27,100.0,100.0,100.0,361.81,361.81,361.81,100.0,100.0,100.0
EBAY,1:8,100,53,53,1188.82,52,52,52,98.113,98.113,98.113,1174.57,1174.57,1174.57,98.801,98.801,98.801,52,52,52,98.113,98.113,98.113,1174.57,1174.57,1174.57,98.801,98.801,98.801,52,52,52,98.113,98.113,98.113,1174.57,1174.57,1174.57,98.801,98.801,98.801,52,52,52,98.113,98.113,98.113,1174.57,1174.57,1174.57,98.801,98.801,98.801,52,52,52,98.113,98.113,98.113,1174.57,1174.57,1174.57,98.801,98.801,98.801,52,52,52,98.113,98.113,98.113,1174.57,1174.57,1174.57,98.801,98.801,98.801
EBAY,1:8,500,266,266,7950.19,265,265,265,99.624,99.624,99.624,7932.26,7932.26,7932.26,99.775,99.775,99.775,265,265,265,99.624,99.624,99.624,7932.26,7932.26,7932.26,99.775,99.775,99.775,265,265,265,99.624,99.624,99.624,7932.26,7932.26,7932.26,99.775,99.775,99.775,265,265,265,99.624,99.624,99.624,7932.26,7932.26,7932.26,99.775,99.775,99.775,265,265,265,99.624,99.624,99.624,7932.26,7932.26,7932.26,99.775,99.775,99.775,265,265,265,99.624,99.624,99.624,7932.26,7932.26,7932.26,99.775,99.775,99.775
EBAY,1:8,1000,524,524,12171.2,523,523,523,99.809,99.809,99.809,12159.79,12159.79,12159.79,99.906,99.906,99.906,523,523,523,99.809,99.809,99.809,12159.79,12159.79,12159.79,99.906,99.906,99.906,523,523,523,99.809,99.809,99.809,12159.79,12159.79,12159.79,99.906,99.906,99.906,523,523,523,99.809,99.809,99.809,12159.79,12159.79,12159.79,99.906,99.906,99.906,523,523,523,99.809,99.809,99.809,12159.79,12159.79,12159.79,99.906,99.906,99.906,523,523,523,99.809,99.809,99.809,12159.79,12159.79,12159.79,99.906,99.906,99.906
EBAY,1:8,2000,1018,1018,71329.53,1018,1018,1018,100.0,100.0,100.0,71329.53,71329.53,71329.53,100.0,100.0,100.0,1018,1018,1018,100.0,100.0,100.0,71329.53,71329.53,71329.53,100.0,100.0,100.0,1018,1018,1018,100.0,100.0,100.0,71329.53,71329.53,71329.53,100.0,100.0,100.0,1018,1018,1018,100.0,100.0,100.0,71329.53,71329.53,71329.53,100.0,100.0,100.0,1018,1018,1018,100.0,100.0,100.0,71329.53,71329.53,71329.53,100.0,100.0,100.0,1018,1018,1018,100.0,100.0,100.0,71329.53,71329.53,71329.53,100.0,100.0,100.0
EBAY,1:8,5000,2531,2531,292392.62,2530,2530,2530,99.96,99.96,99.96,292352.78,292352.78,292352.78,99.986,99.986,99.986,2530,2530,2530,99.96,99.96,99.96,292352.78,292352.78,292352.78,99.986,99.986,99.986,2530,2530,2530,99.96,99.96,99.96,292352.78,292352.78,292352.78,99.986,99.986,99.986,2530,2530,2530,99.96,99.96,99.96,292352.78,292352.78,292352.78,99.986,99.986,99.986,2530,2530,2530,99.96,99.96,99.96,292352.78,292352.78,292352.78,99.986,99.986,99.986,2530,2530,2530,99.96,99.96,99.96,292352.78,292352.78,292352.78,99.986,99.986,99.986
EBAY,1:8,10000,5074,5074,597798.73,5072,5072,5072,99.96,99.96,99.96,597642.32,597642.32,597642.32,99.974,99.974,99.974,5074,5074,5074,100.0,100.0,100.0,597798.73,597798.73,597798.73,100.0,100.0,100.0,5072,5072,5072,99.96,99.96,99.96,597642.32,597642.32,597642.32,99.974,99.974,99.974,5074,5074,5074,100.0,100.0,100.0,597798.73,597798.73,597798.73,100.0,100.0,100.0,5072,5072,5072,99.96,99.96,99.96,597642.32,597642.32,597642.32,99.974,99.974,99.974,5074,5074,5074,100.0,100.0,100.0,597798.73,597798.73,597798.73,100.0,100.0,100.0
EBAY,1:8,11048,5581,5581,787508.25,5577,5577,5577,99.928,99.928,99.928,787342.19,787342.19,787342.19,99.979,99.979,99.979,5580,5580,5580,99.982,99.982,99.982,787466.73,787466.73,787466.73,99.995,99.995,99.995,5577,5577,5577,99.928,99.928,99.928,787342.19,787342.19,787342.19,99.979,99.979,99.979,5580,5580,5580,99.982,99.982,99.982,787466.73,787466.73,787466.73,99.995,99.995,99.995,5577,5577,5577,99.928,99.928,99.928,787342.19,787342.19,787342.19,99.979,99.979,99.979,5580,5580,5580,99.982,99.982,99.982,787466.73,787466.73,787466.73,99.995,99.995,99.995
F,1:8,2,2,2,0.36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,50.0,50.0,50.0,0.18,0.18,0.18,50.0,50.0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,50.0,50.0,50.0,0.18,0.18,0.18,50.0,50.0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,50.0,50.0,50.0,0.18,0.18,0.18,50.0,50.0,50.0
F,1:8,3,3,3,0.52,2,2,2,66.666,66.666,66.666,0.37,0.37,0.37,70.82,70.82,70.82,2,2,2,66.666,66.666,66.666,0.37,0.37,0.37,70.82,70.82,70.82,2,2,2,66.666,66.666,66.666,0.37,0.37,0.37,70.82,70.82,70.82,2,2,2,66.666,66.666,66.666,0.37,0.37,0.37,70.82,70.82,70.82,2,2,2,66.666,66.666,66.666,0.37,0.37,0.37,70.82,70.82,70.82,2,2,2,66.666,66.666,66.666,0.37,0.37,0.37,70.82,70.82,70.82
F,1:8,4,4,4,0.59,3,3,3,75.0,75.0,75.0,0.53,0.53,0.53,90.231,90.231,90.231,3,3,3,75.0,75.0,75.0,0.53,0.53,0.53,90.231,90.231,90.231,3,3,3,75.0,75.0,75.0,0.53,0.53,0.53,90.231,90.231,90.231,3,3,3,75.0,75.0,75.0,0.53,0.53,0.53,90.231,90.231,90.231,3,3,3,75.0,75.0,75.0,0.53,0.53,0.53,90.231,90.231,90.231,3,3,3,75.0,75.0,75.0,0.53,0.53,0.53,90.231,90.231,90.231
F,1:8,5,4,4,0.81,4,4,4,100.0,100.0,100.0,0.81,0.81,0.81,100.0,100.0,100.0,4,4,4,100.0,100.0,100.0,0.81,0.81,0.81,100.0,100.0,100.0,4,4,4,100.0,100.0,100.0,0.81,0.81,0.81,100.0,100.0,100.0,4,4,4,100.0,100.0,100.0,0.81,0.81,0.81,100.0,100.0,100.0,4,4,4,100.0,100.0,100.0,0.81,0.81,0.81,100.0,100.0,100.0,4,4,4,100.0,100.0,100.0,0.81,0.81,0.81,100.0,100.0,100.0
F,1:8,10,6,6,2.82,5,5,5,83.333,83.333,83.333,2.54,2.54,2.54,90.031,90.031,90.031,5,5,5,83.333,83.333,83.333,2.54,2.54,2.54,90.031,90.031,90.031,5,5,5,83.333,83.333,83.333,2.54,2.54,2.54,90.031,90.031,90.031,5,5,5,83.333,83.333,83.333,2.54,2.54,2.54,90.031,90.031,90.031,5,5,5,83.333,83.333,83.333,2.54,2.54,2.54,90.031,90.031,90.031,5,5,5,83.333,83.333,83.333,2.54,2.54,2.54,90.031,90.031,90.031
F,1:8,15,11,11,3.35,9,9,9,81.818,81.818,81.818,3.04,3.04,3.04,90.809,90.809,90.809,10,10,10,90.909,90.909,90.909,3.19,3.19,3.19,95.405,95.405,95.405,9,9,9,81.818,81.818,81.818,3.04,3.04,3.04,90.809,90.809,90.809,10,10,10,90.909,90.909,90.909,3.19,3.19,3.19,95.405,95.405,95.405,9,9,9,81.818,81.818,81.818,3.04,3.04,3.04,90.809,90.809,90.809,10,10,10,90.909,90.909,90.909,3.19,3.19,3.19,95.405,95.405,95.405
F,1:8,25,14,14,6.43,13,13,13,92.857,92.857,92.857,6.25,6.25,6.25,97.29,97.29,97.29,13,13,13,92.857,92.857,92.857,6.25,6.25,6.25,97.29,97.29,97.29,13,13,13,92.857,92.857,92.857,6.25,6.25,6.25,97.29,97.29,97.29,13,13,13,92.857,92.857,92.857,6.25,6.25,6.25,97.29,97.29,97.29,13,13,13,92.857,92.857,92.857,6.25,6.25,6.25,97.29,97.29,97.29,13,13,13,92.857,92.857,92.857,6.25,6.25,6.25,97.29,97.29,97.29
F,1:8,50,29,31,17.11,28,28,28,90.322,90.322,90.322,16.82,16.82,16.82,98.323,98.323,98.323,30,30,30,96.774,96.774,96.774,16.84,16.84,16.84,98.432,98.432,98.432,28,28,28,90.322,90.322,90.322,16.82,16.82,16.82,98.323,98.323,98.323,30,30,30,96.774,96.774,96.774,16.84,16.84,16.84,98.432,98.432,98.432,28,28,28,90.322,90.322,90.322,16.82,16.82,16.82,98.323,98.323,98.323,30,30,30,96.774,96.774,96.774,16.84,16.84,16.84,98.432,98.432,98.432
