iterations,stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionwithoutgftzerocountratio,SBBExternalCompetitionwithoutgftzerototalgft,SBBExternalCompetitionwithoutgftzerototalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPriceswithoutgftzerocountratio,SBBAscendingPriceswithoutgftzerototalgft,SBBAscendingPriceswithoutgftzerototalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
303,Average,1:2,2,1.00,3.920,1.00,81109.23,81109.23,0.60,54.88,60736.65,55.764,54.88,60736.65,55.764,60736.65,55.764,0.60,54.88,60736.65,55.764,54.88,60736.65,55.764,60736.65,55.764
303,Average,1:2,3,1.51,17.378,1.51,131963.11,131963.11,1.11,74.00,111707.68,78.273,74.00,111707.68,78.273,111707.68,78.273,1.11,74.00,111707.68,78.273,74.00,111707.68,78.273,111707.68,78.273
303,Average,1:2,4,1.98,29.577,1.98,179251.64,179251.64,1.60,81.61,160091.26,86.655,81.62,160091.26,86.655,160091.26,86.655,1.60,81.61,160091.26,86.655,81.62,160091.26,86.655,160091.26,86.655
303,Average,1:2,5,2.50,40.176,2.50,231026.62,231026.62,2.11,85.24,211784.64,90.489,85.24,211784.64,90.489,211784.64,90.489,2.11,85.24,211784.64,90.489,85.24,211784.64,90.489,211784.64,90.489
303,Average,1:2,10,4.99,65.658,4.99,480754.07,480754.07,4.61,92.55,461791.99,95.854,92.55,461791.99,95.854,461791.99,95.854,4.61,92.55,461791.99,95.854,92.55,461791.99,95.854,461791.99,95.854
303,Average,1:2,15,7.51,76.013,7.52,732285.34,732285.34,7.14,95.14,713792.59,97.395,95.14,713792.59,97.395,713792.59,97.395,7.14,95.14,713792.59,97.395,95.14,713792.59,97.395,713792.59,97.395
303,Average,1:2,25,12.49,84.985,12.49,1231309.45,1231309.45,12.12,97.03,1212627.68,98.449,97.03,1212627.68,98.449,1212627.68,98.449,12.12,97.03,1212627.68,98.449,97.03,1212627.68,98.449,1212627.68,98.449
303,Average,1:2,50,25.03,92.263,25.03,2484104.99,2484104.99,24.65,98.51,2465544.87,99.246,98.51,2465544.87,99.246,2465544.87,99.246,24.65,98.51,2465544.87,99.246,98.51,2465544.87,99.246,2465544.87,99.246
303,Average,1:2,100,49.97,96.062,49.97,4977615.30,4977615.30,49.60,99.25,4958671.50,99.617,99.25,4958671.50,99.617,4958671.50,99.617,49.60,99.25,4958671.50,99.617,99.25,4958671.50,99.617,4958671.50,99.617
303,Average,1:2,500,249.96,99.202,249.97,24980948.75,24980948.75,249.58,99.84,24961950.07,99.923,99.84,24961950.07,99.923,24961950.07,99.923,249.58,99.84,24961950.07,99.923,99.84,24961950.07,99.923,24961950.07,99.923
303,Average,1:2,1000,499.99,99.600,499.99,49989188.97,49989188.97,499.62,99.92,49970350.35,99.962,99.92,49970350.35,99.962,49970350.35,99.962,499.62,99.92,49970350.35,99.962,99.92,49970350.35,99.962,49970350.35,99.962
