stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
A,1:1:1,2,0.9,0.9,46676.5,0.5,40.85,34454.1,43.239,0.5,40.85,34454.1,43.239
A,1:1:1,3,1.5,1.5,77233.9,0.9,63.599,65939.5,72.898,0.9,63.599,65939.5,72.898
A,1:1:1,4,1.9,1.9,106731.9,1.4,74.158,96984.1,85.236,1.4,74.208,97027.6,85.284
A,1:1:1,5,2.5,2.5,141379.7,2.0,80.001,132290.7,90.906,2.0,80.001,132290.7,90.906
A,1:1:1,10,4.9,4.9,281674.5,4.4,90.324,274510.0,97.031,4.4,90.361,274582.6,97.065
A,1:1:1,15,7.4,7.4,430356.5,6.9,93.298,423369.7,98.224,6.9,93.366,423528.4,98.268
A,1:1:1,25,12.4,12.4,736672.4,11.9,95.989,729935.1,99.029,11.9,96.039,730152.7,99.062
A,1:1:1,50,24.8,24.8,1474798.3,24.3,97.884,1468294.8,99.543,24.3,97.905,1468499.5,99.558
A,1:1:1,100,49.9,49.9,2977505.1,49.4,99.007,2971099.1,99.78,49.4,99.046,2971740.4,99.804
A,1:1:1,500,249.7,249.7,14906764.7,249.0,99.75,14896693.2,99.932,249.2,99.797,14901088.1,99.961
A,1:1:1,1000,499.1,499.1,29720926.9,498.4,99.85,29707620.3,99.955,498.6,99.894,29715061.7,99.98
A,1:1:1,2000,999.4,999.4,59561526.1,998.5,99.904,59540782.9,99.965,998.9,99.949,59555924.6,99.99
A,1:1:1,5000,2499.4,2499.5,148994208.3,2497.9,99.934,148949391.4,99.969,2499.0,99.979,148988539.6,99.996
AGNC,1:1:1,2,1.0,1.0,13267.0,0.5,42.35,9554.7,45.07,0.5,42.45,9584.8,45.213
AGNC,1:1:1,3,1.5,1.5,22417.5,1.0,65.349,18986.1,72.455,1.0,65.449,19001.5,72.555
AGNC,1:1:1,4,1.9,1.9,29891.9,1.4,73.274,26727.8,83.621,1.4,73.374,26730.4,83.719
AGNC,1:1:1,5,2.5,2.5,39239.2,2.0,80.274,36221.5,90.095,2.0,80.433,36294.4,90.252
AGNC,1:1:1,10,4.9,4.9,82081.2,4.4,89.707,79395.4,96.318,4.4,90.026,79581.8,96.6
AGNC,1:1:1,15,7.4,7.4,124961.4,6.9,92.647,122198.8,97.664,6.9,92.854,122360.7,97.812
AGNC,1:1:1,25,12.4,12.5,211988.8,12.0,96.022,209665.9,98.874,12.0,96.14,209821.2,98.948
AGNC,1:1:1,50,25.0,25.0,429263.7,24.4,97.955,426852.5,99.43,24.5,98.104,427205.6,99.512
AGNC,1:1:1,100,50.0,50.0,861555.6,49.5,98.994,858986.8,99.7,49.5,99.113,859654.8,99.778
AGNC,1:1:1,500,249.5,249.5,4312587.6,248.7,99.694,4307443.9,99.88,249.0,99.809,4310597.5,99.953
AGNC,1:1:1,1000,499.9,500.0,8647334.6,499.0,99.806,8640199.8,99.917,499.5,99.907,8645391.7,99.977
AGNC,1:1:1,2000,999.5,999.6,17280440.0,998.2,99.856,17269544.2,99.936,999.1,99.949,17278393.2,99.988
AMZN,1:1:1,2,0.9,0.9,1245562.2,0.4,38.85,1009460.8,41.866,0.4,38.85,1009460.8,41.866
AMZN,1:1:1,3,1.4,1.4,1924916.6,0.9,62.016,1755037.5,71.284,0.9,62.016,1755037.5,71.284
AMZN,1:1:1,4,1.8,1.8,2537077.6,1.4,73.133,2414793.4,85.715,1.4,73.133,2414793.4,85.715
AMZN,1:1:1,5,2.4,2.4,3279048.6,1.9,79.209,3167380.8,91.835,1.9,79.209,3167380.8,91.835
AMZN,1:1:1,10,4.8,4.8,6778023.0,4.3,90.068,6697845.9,98.509,4.3,90.085,6700666.8,98.525
AMZN,1:1:1,15,7.3,7.3,10193478.9,6.8,93.05,10123700.4,99.208,6.8,93.067,10126192.7,99.225
AMZN,1:1:1,25,12.3,12.3,17340680.1,11.8,95.846,17282700.0,99.641,11.8,95.862,17286225.4,99.654
AMZN,1:1:1,50,24.7,24.7,34297110.6,24.1,97.853,34250232.6,99.857,24.1,97.853,34250232.6,99.857
AMZN,1:1:1,100,49.6,49.6,68989819.2,49.1,98.954,68946653.0,99.935,49.1,98.96,68949218.3,99.939
AMZN,1:1:1,500,249.2,249.2,347141816.2,248.7,99.787,347080458.7,99.982,248.7,99.796,347105306.7,99.989
AMZN,1:1:1,1000,499.2,499.2,693834253.4,498.6,99.887,693767906.3,99.99,498.6,99.893,693796918.4,99.994
AMZN,1:1:1,2000,999.5,999.5,1385033266.3,998.9,99.939,1384935829.7,99.993,999.0,99.946,1384997673.9,99.997
AMZN,1:1:1,5000,2499.1,2499.1,3465873158.8,2498.4,99.97,3465673273.2,99.994,2498.6,99.978,3465837086.4,99.998
BA,1:1:1,2,0.9,0.9,140197.0,0.4,38.15,107801.2,41.048,0.4,38.25,107813.2,41.144
BA,1:1:1,3,1.4,1.4,226678.4,0.9,62.333,202002.7,70.456,0.9,62.383,202147.6,70.5
BA,1:1:1,4,1.9,1.9,307505.8,1.4,73.591,286173.9,84.747,1.4,73.641,286238.9,84.796
BA,1:1:1,5,2.4,2.4,390212.3,1.9,80.879,372060.7,91.993,1.9,80.913,372174.4,92.039
BA,1:1:1,10,4.9,4.9,806364.4,4.4,90.107,790826.3,97.62,4.4,90.161,791287.4,97.672
BA,1:1:1,15,7.3,7.3,1247174.3,6.9,93.638,1233983.8,98.741,6.9,93.728,1234628.1,98.791
BA,1:1:1,25,12.3,12.3,2065615.5,11.8,95.985,2052358.9,99.299,11.8,96.077,2053626.1,99.372
BA,1:1:1,50,24.9,24.9,4216757.2,24.4,97.97,4203094.0,99.664,24.4,98.037,4205002.7,99.707
BA,1:1:1,100,50.0,50.0,8469249.2,49.4,98.922,8453077.0,99.806,49.5,99.007,8457827.8,99.862
BA,1:1:1,500,250.1,250.1,42573940.6,249.3,99.68,42529865.9,99.897,249.6,99.802,42562512.9,99.973
BA,1:1:1,1000,500.3,500.3,85368979.8,499.3,99.79,85296478.7,99.915,499.8,99.905,85358296.4,99.987
BA,1:1:1,2000,999.6,999.6,170570268.1,998.2,99.853,170450800.3,99.93,999.2,99.953,170559388.1,99.993
BA,1:1:1,5000,2498.1,2498.4,426579296.8,2495.7,99.889,426336150.6,99.942,2497.9,99.979,426567604.8,99.997
BA,1:1:1,10000,4996.2,4996.6,853652158.2,4991.9,99.904,853205582.2,99.947,4996.1,99.989,853640666.1,99.998
BAC,1:1:1,2,0.9,0.9,35457.4,0.5,41.75,26021.2,44.959,0.5,42.2,26220.6,45.415
BAC,1:1:1,3,1.4,1.4,57789.0,1.0,65.083,49807.1,72.005,1.0,65.483,49982.7,72.536
BAC,1:1:1,4,1.9,1.9,82420.6,1.4,74.416,73651.2,84.292,1.5,75.299,74248.1,85.276
BAC,1:1:1,5,2.4,2.4,100834.4,1.8,77.804,92044.1,88.07,1.9,78.404,92345.6,88.685
BAC,1:1:1,10,5.0,5.0,221038.3,4.4,89.545,213913.4,96.435,4.4,89.613,213997.6,96.496
BAC,1:1:1,15,7.5,7.5,338158.8,6.9,92.872,331036.6,97.768,6.9,92.923,331185.9,97.811
BAC,1:1:1,25,12.5,12.5,566487.4,11.9,95.715,559810.4,98.776,11.9,95.81,560183.6,98.854
BAC,1:1:1,50,24.9,24.9,1135211.0,24.3,97.655,1127986.0,99.348,24.3,97.78,1128774.0,99.42
BAC,1:1:1,100,50.0,50.0,2310590.8,49.4,98.855,2302858.2,99.66,49.5,98.983,2304659.7,99.74
BAC,1:1:1,500,249.6,249.6,11546234.0,248.8,99.666,11531657.7,99.873,249.1,99.795,11540509.6,99.95
BAC,1:1:1,1000,500.0,500.0,23159053.2,498.9,99.774,23135802.4,99.899,499.5,99.9,23153317.4,99.975
BAC,1:1:1,2000,999.7,999.9,46230325.2,998.1,99.824,46189754.0,99.912,999.4,99.95,46224533.8,99.987
BAC,1:1:1,5000,2498.3,2498.6,115557116.7,2495.0,99.852,115469405.8,99.923,2498.2,99.98,115551587.5,99.995
BAC,1:1:1,10000,4998.3,4998.9,231160472.8,4992.3,99.867,230998404.9,99.929,4998.4,99.989,231154805.9,99.997
C,1:1:1,2,0.9,0.9,379109.2,0.5,41.45,309965.4,44.219,0.5,41.45,309965.4,44.219
C,1:1:1,3,1.4,1.4,582661.5,0.9,63.149,528818.9,72.429,0.9,63.149,528818.9,72.429
C,1:1:1,4,1.9,1.9,835220.3,1.4,74.324,793043.6,87.084,1.4,74.324,793039.1,87.084
C,1:1:1,5,2.4,2.4,1053661.2,1.9,78.088,1016456.0,92.219,1.9,78.121,1016862.2,92.266
C,1:1:1,10,4.9,4.9,2117847.6,4.3,89.398,2093540.9,98.525,4.3,89.468,2094082.8,98.557
C,1:1:1,15,7.4,7.4,3210197.1,6.9,92.69,3187266.4,99.183,6.9,92.703,3187286.5,99.183
C,1:1:1,25,12.5,12.5,5501497.7,12.0,95.974,5482221.3,99.623,12.0,95.989,5482975.5,99.638
C,1:1:1,50,25.0,25.0,11031358.9,24.5,97.821,11008948.1,99.79,24.5,97.854,11012562.9,99.821
C,1:1:1,100,50.0,50.0,21879804.2,49.5,98.941,21857724.7,99.897,49.5,98.972,21862781.2,99.921
C,1:1:1,500,249.9,249.9,109746411.2,249.3,99.781,109707982.3,99.964,249.4,99.813,109731082.9,99.985
C,1:1:1,1000,500.5,500.5,219693864.6,499.8,99.875,219640309.5,99.975,500.0,99.901,219677390.3,99.992
C,1:1:1,2000,999.6,999.6,438943221.8,998.8,99.923,438838388.2,99.976,999.1,99.951,438927051.9,99.996
C,1:1:1,5000,2500.9,2500.9,1099400581.2,2499.7,99.952,1099202351.3,99.982,2500.4,99.979,1099383868.8,99.998
C,1:1:1,10000,4999.5,4999.6,2196958562.4,4997.7,99.961,2196568951.6,99.982,4999.1,99.989,2196941295.0,99.999
E,1:1:1,2,1.0,1.0,36736.0,0.5,43.5,26591.3,46.361,0.5,43.5,26591.3,46.361
E,1:1:1,3,1.5,1.5,59274.4,1.0,64.766,49543.8,72.593,1.0,64.916,49604.5,72.777
E,1:1:1,4,1.9,1.9,78648.8,1.4,75.108,70081.6,84.145,1.4,75.208,70121.7,84.245
E,1:1:1,5,2.5,2.5,102085.2,2.0,80.988,93994.5,90.147,2.0,80.988,93982.5,90.135
E,1:1:1,10,4.9,4.9,220566.8,4.4,90.401,213074.9,96.403,4.4,90.443,213101.9,96.419
E,1:1:1,15,7.4,7.4,331932.4,6.9,93.428,324826.6,97.758,6.9,93.513,324991.5,97.815
E,1:1:1,25,12.4,12.4,561764.9,11.9,96.026,554821.3,98.713,11.9,96.068,554937.5,98.737
E,1:1:1,50,25.0,25.0,1156879.4,24.5,98.116,1150229.7,99.411,24.5,98.175,1150704.3,99.455
E,1:1:1,100,49.8,49.8,2300675.8,49.3,98.984,2294065.0,99.71,49.4,99.015,2294447.3,99.727
E,1:1:1,500,249.8,249.8,11553366.1,249.3,99.778,11545209.3,99.929,249.3,99.81,11547448.4,99.948
E,1:1:1,1000,500.2,500.2,23092670.8,499.6,99.867,23082000.8,99.953,499.7,99.9,23086495.6,99.973
E,1:1:1,2000,1001.0,1001.1,46241222.1,1000.2,99.917,46226350.5,99.967,1000.6,99.951,46235156.8,99.986
E,1:1:1,5000,2500.9,2500.9,115537102.5,2499.6,99.946,115510195.3,99.976,2500.4,99.979,115530571.3,99.994
EBAY,1:1:1,2,0.9,0.9,26297.0,0.5,40.95,18762.7,43.579,0.5,40.95,18762.7,43.579
EBAY,1:1:1,3,1.5,1.5,45519.6,1.0,65.233,38766.2,73.614,1.0,65.233,38765.1,73.611
EBAY,1:1:1,4,2.0,2.0,62580.3,1.5,75.049,56312.1,85.24,1.5,75.099,56316.3,85.305
EBAY,1:1:1,5,2.5,2.5,81768.7,2.0,80.491,75891.3,90.362,2.0,80.491,75888.2,90.347
EBAY,1:1:1,10,4.9,4.9,166544.8,4.4,90.177,161472.4,96.598,4.4,90.202,161517.3,96.621
EBAY,1:1:1,15,7.3,7.3,252752.6,6.9,93.463,247918.2,97.945,6.9,93.474,247928.4,97.95
EBAY,1:1:1,25,12.4,12.4,429810.3,11.9,95.776,425070.9,98.841,11.9,95.817,425178.3,98.863
EBAY,1:1:1,50,24.9,24.9,865469.6,24.3,97.872,860729.1,99.443,24.4,97.916,860956.6,99.469
EBAY,1:1:1,100,49.8,49.8,1752552.8,49.3,98.943,1747810.7,99.727,49.3,98.977,1748236.8,99.751
EBAY,1:1:1,500,249.3,249.3,8797078.9,248.7,99.745,8790413.7,99.923,248.8,99.787,8792847.5,99.951
EBAY,1:1:1,1000,498.5,498.6,17583593.1,497.9,99.866,17576452.1,99.959,498.0,99.897,17579603.0,99.977
EBAY,1:1:1,2000,999.5,999.6,35195804.0,998.8,99.917,35185142.7,99.969,999.1,99.95,35192022.5,99.989
EBAY,1:1:1,5000,2499.3,2499.4,87941498.7,2498.1,99.947,87921833.1,99.977,2498.9,99.98,87937604.2,99.995
F,1:1:1,2,1.0,1.0,16105.0,0.5,39.45,11100.8,42.517,0.5,39.45,11095.7,42.494
F,1:1:1,3,1.5,1.5,27240.0,1.0,64.466,22763.0,71.819,1.0,64.516,22773.9,71.886
F,1:1:1,4,2.0,2.0,36923.5,1.5,73.666,32729.5,83.329,1.5,73.816,32753.1,83.464
F,1:1:1,5,2.5,2.5,49744.5,2.0,80.126,45727.9,89.101,2.0,80.176,45734.0,89.118
F,1:1:1,10,5.0,5.0,100739.0,4.4,89.016,96540.6,95.409,4.4,89.171,96667.5,95.534
F,1:1:1,15,7.5,7.5,153346.4,7.0,93.11,149413.5,97.265,7.0,93.249,149564.4,97.358
F,1:1:1,25,12.5,12.5,258368.4,12.0,95.797,254549.3,98.441,12.0,95.939,254775.0,98.531
F,1:1:1,50,24.9,24.9,525526.8,24.4,97.812,521282.5,99.175,24.4,97.945,521740.5,99.26
F,1:1:1,100,50.0,50.0,1063277.1,49.4,98.918,1059015.4,99.596,49.5,99.026,1059654.4,99.656
F,1:1:1,500,249.7,249.8,5323156.7,249.0,99.684,5315786.5,99.861,249.3,99.798,5319432.7,99.929
F,1:1:1,1000,499.7,499.8,10664896.6,498.7,99.78,10654241.7,99.9,499.2,99.898,10661170.1,99.965
F,1:1:1,2000,999.8,1000.0,21374402.8,998.3,99.836,21357845.4,99.922,999.4,99.947,21370535.3,99.981
F,1:1:1,5000,2499.5,2499.8,53328816.2,2496.5,99.867,53294417.6,99.935,2499.3,99.979,53325205.7,99.993
F,1:1:1,10000,5000.1,5000.8,106670516.1,4994.9,99.883,106608403.4,99.941,5000.3,99.99,106666979.6,99.996
FCEL,1:1:1,2,0.9,0.9,1924714.1,0.5,40.55,1496416.5,43.293,0.5,40.65,1496772.0,43.393
FCEL,1:1:1,3,1.4,1.4,2964342.7,0.9,61.699,2648815.6,70.924,0.9,62.116,2658903.2,71.343
FCEL,1:1:1,4,1.9,1.9,4181461.0,1.4,72.366,3860395.9,84.553,1.4,72.783,3875256.4,84.937
FCEL,1:1:1,5,2.4,2.4,5445404.6,1.9,77.101,5174814.6,90.182,1.9,77.384,5188628.0,90.386
FCEL,1:1:1,10,4.8,4.8,10755028.6,4.3,88.724,10539334.4,97.453,4.3,89.38,10579053.0,97.926
FCEL,1:1:1,15,7.3,7.4,16760315.9,6.8,92.029,16518739.5,98.373,6.8,92.787,16600370.9,98.911
FCEL,1:1:1,25,12.4,12.4,28569154.4,11.7,94.77,28298769.3,98.966,11.8,95.548,28427195.9,99.457
FCEL,1:1:1,50,24.8,24.8,56625773.4,24.1,97.094,56233804.7,99.277,24.3,97.931,56502477.0,99.77
FCEL,1:1:1,100,49.7,49.8,113735755.1,48.9,98.12,113029254.8,99.372,49.3,98.961,113616850.1,99.892
FCEL,1:1:1,500,249.5,249.8,569019158.1,247.4,99.046,566554806.4,99.564,249.3,99.791,568906266.6,99.98
FCEL,1:1:1,1000,499.8,500.4,1142775036.4,496.3,99.18,1137961123.9,99.577,499.9,99.901,1142668997.9,99.99
FCEL,1:1:1,2000,998.0,999.3,2279868954.0,991.7,99.235,2270918622.8,99.607,998.8,99.951,2279764592.3,99.995
FCEL,1:1:1,5000,2497.9,2501.5,5701543684.2,2482.5,99.238,5681110138.2,99.641,2501.0,99.978,5701428945.0,99.997
GILD,1:1:1,2,0.9,0.9,73385.2,0.4,39.35,55359.7,41.6,0.4,39.35,55359.7,41.6
GILD,1:1:1,3,1.4,1.4,129101.7,1.0,64.416,113589.8,72.456,1.0,64.666,114084.4,72.742
GILD,1:1:1,4,1.9,1.9,169262.5,1.4,74.524,156416.3,85.925,1.4,74.724,156663.6,86.125
GILD,1:1:1,5,2.5,2.5,232819.1,2.0,79.596,219353.8,90.856,2.0,79.621,219388.8,90.872
GILD,1:1:1,10,4.9,4.9,460823.0,4.4,90.039,450617.7,97.452,4.4,90.055,450685.3,97.471
GILD,1:1:1,15,7.5,7.5,704124.9,7.0,93.248,694485.9,98.567,7.0,93.262,694593.4,98.579
GILD,1:1:1,25,12.5,12.5,1191350.6,12.0,95.88,1182158.4,99.205,12.0,95.904,1182417.6,99.226
GILD,1:1:1,50,25.0,25.0,2417643.3,24.5,98.049,2409550.8,99.66,24.5,98.053,2409631.6,99.663
GILD,1:1:1,100,50.1,50.1,4834909.6,49.7,99.093,4827019.7,99.835,49.7,99.101,4827186.4,99.839
GILD,1:1:1,500,250.2,250.2,24244174.0,249.7,99.778,24233913.1,99.957,249.7,99.785,24234960.1,99.962
GILD,1:1:1,1000,501.1,501.1,48633034.2,500.6,99.887,48621723.9,99.976,500.6,99.894,48623808.8,99.981
GILD,1:1:1,2000,1000.6,1000.6,97218003.9,999.9,99.938,97203368.4,99.984,1000.0,99.946,97208634.5,99.99
GILD,1:1:1,5000,2500.0,2500.0,242927837.1,2499.4,99.974,242911391.9,99.993,2499.5,99.979,242918876.9,99.996
GOOG,1:1:1,2,1.0,1.0,930898.2,0.5,41.0,679358.1,43.919,0.5,41.0,679358.1,43.919
GOOG,1:1:1,3,1.4,1.4,1500714.3,0.9,62.516,1293326.7,70.212,0.9,62.516,1293326.7,70.212
GOOG,1:1:1,4,1.9,1.9,2059722.7,1.4,76.183,1891458.3,86.026,1.4,76.183,1891458.3,86.026
GOOG,1:1:1,5,2.4,2.4,2663454.2,1.9,79.429,2487466.4,90.668,1.9,79.429,2487466.4,90.668
GOOG,1:1:1,10,4.9,4.9,5618792.0,4.4,90.494,5487194.0,97.439,4.4,90.519,5488584.1,97.464
GOOG,1:1:1,15,7.4,7.4,8629171.8,6.9,93.48,8511732.6,98.553,6.9,93.48,8511732.6,98.553
GOOG,1:1:1,25,12.4,12.4,14621040.0,11.9,96.552,14518772.9,99.279,11.9,96.552,14518772.9,99.279
GOOG,1:1:1,50,24.7,24.7,29631446.2,24.3,98.26,29537631.0,99.678,24.3,98.26,29537631.0,99.678
GOOG,1:1:1,100,49.6,49.6,59461768.5,49.1,99.021,59363915.8,99.833,49.1,99.028,59365963.4,99.837
GOOG,1:1:1,500,249.2,249.2,299009202.9,248.7,99.799,298922581.9,99.971,248.7,99.799,298923594.6,99.971
GOOG,1:1:1,1000,499.8,499.8,599722976.8,499.3,99.892,599624307.5,99.983,499.3,99.895,599633810.0,99.985
GOOG,1:1:1,2000,998.7,998.7,1196259549.7,998.1,99.944,1196156469.5,99.991,998.2,99.947,1196171252.9,99.992
GOOG,1:1:1,5000,2499.1,2499.1,2995292007.8,2498.6,99.977,2995161107.6,99.995,2498.6,99.979,2995209576.5,99.997
HBAN,1:1:1,2,1.0,1.0,18030.5,0.5,44.7,13173.8,47.48,0.5,44.7,13173.8,47.48
HBAN,1:1:1,3,1.4,1.4,29235.4,1.0,66.666,25006.0,74.006,1.0,66.716,25029.4,74.056
HBAN,1:1:1,4,2.0,2.0,41206.9,1.5,75.133,36916.1,84.863,1.5,75.383,37008.2,85.131
HBAN,1:1:1,5,2.5,2.5,53823.6,2.0,80.201,49308.2,89.682,2.0,80.434,49420.9,89.87
HBAN,1:1:1,10,4.9,4.9,110647.4,4.4,90.019,106825.6,96.326,4.4,90.121,106914.2,96.404
HBAN,1:1:1,15,7.5,7.5,171953.6,7.0,93.304,168204.2,97.711,7.0,93.428,168391.8,97.818
HBAN,1:1:1,25,12.5,12.5,290102.8,12.0,95.95,286425.1,98.696,12.0,96.081,286689.6,98.788
HBAN,1:1:1,50,24.8,24.9,580586.0,24.3,97.889,576882.8,99.355,24.3,97.967,577177.2,99.406
HBAN,1:1:1,100,49.8,49.8,1170938.3,49.3,98.93,1166981.3,99.659,49.4,99.049,1167832.1,99.732
HBAN,1:1:1,500,249.8,249.8,5918571.8,249.1,99.697,5911963.8,99.887,249.3,99.801,5915382.4,99.945
HBAN,1:1:1,1000,499.2,499.2,11843730.5,498.3,99.807,11834527.3,99.922,498.7,99.9,11840595.0,99.973
HBAN,1:1:1,2000,999.0,999.2,23700472.1,997.8,99.859,23685913.5,99.938,998.7,99.949,23697272.2,99.986
HBAN,1:1:1,5000,2496.9,2497.3,59179275.1,2494.7,99.895,59149684.4,99.949,2496.8,99.98,59176276.7,99.994
HBAN,1:1:1,10000,4998.4,4999.1,118499264.8,4994.8,99.913,118450914.6,99.959,4998.6,99.989,118496114.1,99.997
INTC,1:1:1,2,1.0,1.0,41834.7,0.5,42.65,29476.9,45.305,0.5,42.65,29476.9,45.305
INTC,1:1:1,3,1.5,1.5,69507.1,1.0,66.549,58210.8,74.203,1.0,66.549,58210.8,74.203
INTC,1:1:1,4,2.0,2.0,96187.8,1.5,75.774,85465.1,84.38,1.5,75.924,85543.2,84.526
INTC,1:1:1,5,2.5,2.5,119323.6,2.0,80.984,108792.5,89.648,2.0,81.009,108829.2,89.667
INTC,1:1:1,10,5.1,5.1,253759.8,4.6,90.202,242883.0,95.507,4.6,90.227,242935.5,95.532
INTC,1:1:1,15,7.6,7.6,388683.0,7.1,93.547,378169.1,97.18,7.1,93.59,378265.7,97.214
INTC,1:1:1,25,12.7,12.7,658790.5,12.1,95.759,647229.7,98.216,12.1,95.782,647336.8,98.232
INTC,1:1:1,50,25.2,25.2,1329386.6,24.6,97.774,1317686.3,99.107,24.6,97.811,1317998.7,99.131
INTC,1:1:1,100,50.4,50.4,2703964.5,49.8,98.905,2691466.0,99.535,49.8,98.953,2692271.2,99.565
INTC,1:1:1,500,249.8,249.8,13510029.7,249.1,99.739,13494552.7,99.885,249.3,99.795,13498899.6,99.917
INTC,1:1:1,1000,499.6,499.7,27045547.1,498.9,99.848,27027133.7,99.931,499.2,99.896,27034261.7,99.958
INTC,1:1:1,2000,999.9,1000.0,54132459.3,999.0,99.897,54106357.1,99.951,999.5,99.948,54121065.6,99.978
INTC,1:1:1,5000,2498.9,2499.1,135337531.2,2497.2,99.925,135288618.5,99.963,2498.6,99.979,135326361.2,99.991
INTC,1:1:1,10000,5000.7,5000.9,270778537.6,4997.9,99.939,270696589.2,99.969,5000.4,99.99,270767927.7,99.996
J,1:1:1,2,0.9,0.9,64200.0,0.5,42.6,46711.5,45.089,0.5,42.8,46992.3,45.341
J,1:1:1,3,1.4,1.4,100683.5,1.0,67.716,88149.2,74.493,1.0,67.816,88220.3,74.593
J,1:1:1,4,1.9,1.9,144030.6,1.5,77.091,132260.7,86.646,1.5,77.241,132337.2,86.835
J,1:1:1,5,2.4,2.4,188359.4,2.0,81.024,176746.8,91.227,2.0,81.308,177168.5,91.518
J,1:1:1,10,4.8,4.8,379702.1,4.3,89.986,369993.2,97.253,4.3,90.047,370198.4,97.322
J,1:1:1,15,7.3,7.3,596928.8,6.8,93.375,587477.7,98.312,6.8,93.621,588596.1,98.537
J,1:1:1,25,12.4,12.4,1020099.3,11.9,96.02,1012093.9,99.197,11.9,96.175,1013128.1,99.31
J,1:1:1,50,24.6,24.6,2037383.2,24.1,97.947,2028950.2,99.579,24.2,98.074,2030887.1,99.681
J,1:1:1,100,49.5,49.5,4078867.5,49.0,98.979,4070143.2,99.783,49.1,99.089,4073534.1,99.869
