stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2,0.90,2.727,0.90,1910583.52,1910583.52,0.45,43.03,1644412.43,44.822,1644412.43,44.822,0.45,43.03,1644412.43,44.822,1644412.43,44.822
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,3,1.36,19.797,1.36,2283911.18,2283911.18,0.89,65.70,2063431.19,74.134,2063431.19,74.134,0.89,65.70,2063431.19,74.134,2063431.19,74.134
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,4,1.89,40.505,1.89,3106403.91,3106403.91,1.42,75.40,2947334.00,86.301,2947334.00,86.301,1.42,75.40,2947334.00,86.301,2947334.00,86.301
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,5,2.34,51.691,2.34,3621713.66,3621713.66,1.83,78.25,3484888.19,90.508,3484888.19,90.508,1.83,78.25,3484888.19,90.508,3484888.19,90.508
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,10,4.88,78.794,4.88,8391483.03,8391483.03,4.37,89.77,8264413.54,97.698,8264413.54,97.698,4.37,89.71,8264413.54,97.698,8264413.54,97.698
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,15,7.43,86.273,7.43,13712864.39,13712864.39,6.93,93.38,13598743.20,98.506,13598743.20,98.506,6.93,93.38,13598743.20,98.506,13598743.20,98.506
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,25,12.29,91.773,12.29,22836492.94,22836492.94,11.80,96.05,22735704.32,99.243,22735704.32,99.243,11.80,96.05,22735704.32,99.243,22735704.32,99.243
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,50,24.78,95.937,24.78,45321026.90,45321026.90,24.31,98.09,45250495.01,99.660,45250495.01,99.660,24.31,98.09,45250495.01,99.660,45250495.01,99.660
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,100,49.70,97.982,49.70,91428889.96,91428889.96,49.24,99.07,91349356.44,99.845,91349356.44,99.845,49.24,99.07,91349356.44,99.845,91349356.44,99.845
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,500,249.44,99.598,249.44,458603461.25,458603461.25,248.93,99.79,458520554.54,99.965,458520554.54,99.965,248.93,99.79,458520554.54,99.965,458520554.54,99.965
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,1000,499.71,99.799,499.71,912614611.12,912614611.12,499.17,99.89,912515503.61,99.983,912515503.61,99.983,499.17,99.89,912515503.61,99.983,912515503.61,99.983
