stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1,2,0.97,4.090,0.97,1465.99,1465.99,0.53,49.54,1110.76,52.086,1110.76,52.086,0.53,49.54,1110.76,52.086,1110.76,52.086
Average,1:1:1:1:1,3,1.49,25.757,1.49,2413.64,2413.64,1.00,66.06,2019.67,74.491,2019.67,74.491,1.00,66.06,2019.67,74.491,2019.67,74.491
Average,1:1:1:1:1,4,2.00,43.282,2.00,3380.85,3380.85,1.51,76.31,3013.00,86.354,3013.00,86.354,1.51,76.31,3013.00,86.354,3013.00,86.354
Average,1:1:1:1:1,5,2.50,55.555,2.50,4433.09,4433.09,2.01,81.28,4073.34,90.635,4073.34,90.635,2.01,81.28,4073.34,90.635,4073.34,90.635
Average,1:1:1:1:1,10,4.93,78.851,4.93,9259.99,9259.99,4.50,91.25,8952.75,96.449,8952.75,96.449,4.50,91.25,8952.75,96.449,8952.75,96.449
Average,1:1:1:1:1,15,7.48,86.295,7.48,14405.58,14405.58,6.93,92.64,14069.87,97.537,14069.87,97.537,6.93,92.64,14069.87,97.537,14069.87,97.537
Average,1:1:1:1:1,25,12.44,91.859,12.44,24142.46,24142.46,11.97,96.23,23830.78,98.677,23830.78,98.677,11.97,96.23,23830.78,98.677,23830.78,98.677
Average,1:1:1:1:1,50,24.95,95.966,24.95,48975.70,48975.70,24.46,98.05,48661.92,99.359,48661.92,99.359,24.46,98.05,48661.92,99.359,48661.92,99.359
Average,1:1:1:1:1,100,50.22,98.003,50.22,99972.98,99972.98,49.70,98.97,99634.01,99.657,99634.01,99.657,49.70,98.97,99634.01,99.657,99634.01,99.657
Average,1:1:1:1:1,500,249.76,99.599,249.76,498307.87,498307.87,249.26,99.80,497980.87,99.934,497980.87,99.934,249.26,99.80,497980.87,99.934,497980.87,99.934
Average,1:1:1:1:1,1000,499.86,99.799,499.86,997018.42,997018.42,499.31,99.88,996681.82,99.966,996681.82,99.966,499.31,99.88,996681.82,99.966,996681.82,99.966
