iterations,recipe,numofagents,meanoptimalcount,meanoptimalkmin,meanoptimalkmax,gftformula,meanauctioncount,countratio,meanoptimalgft,meanauctiontotalgft,totalgftratio
50,[0- [1- None- 2- [3- None]]],6,3.94,1.56,2.46,21.875000000000004,1.2,30.456852791878177,5641.22,2003.22,35.510403777906205
50,[0- [1- None- 2- [3- None]]],10,6.38,2.52,3.86,43.18181818181818,2.92,45.768025078369895,9444.54,4485.14,47.489237167718066
50,[0- [1- None- 2- [3- None]]],16,9.98,4.1,5.88,60.78431372549018,5.86,58.71743486973949,15315.6,8098.36,52.87654417717882
50,[0- [1- None- 2- [3- None]]],26,16.64,7.12,9.52,75.36945812807882,9.12,54.80769230769232,24242.34,12909.08,53.25014004423665
50,[0- [1- None- 2- [3- None]]],50,32.24,13.9,18.34,86.57718120805369,18.74,58.12655086848635,47699.3,25879.88,54.25630984102492
50,[0- [1- None- 2- [3- None]]],100,63.82,27.26,36.56,92.9228591648974,39.34,61.6421184581636,94695.1,51877.62,54.78384837230226
50,[0- [1- None- 2- [3- None]]],500,318.24,136.28,181.96,98.54312354312357,198.74,62.449723479135244,475885.08,264637.36,55.60950975811218
50,[0- [1- None- 2- [3- None]]],1000,635.54,272.56,362.98,99.26889896183651,398.54,62.7088774900085,952320.0,528908.72,55.538970094086025
50,[0- [1- None- 2- [3- None]]],2000,1272.14,543.28,728.86,99.63254207393257,799.86,62.87515525020832,1906146.34,1062290.06,55.72972219960825
50,[0- [1- None- 2- [3- None]]],5000,3179.48,1363.6,1815.88,99.85343690458744,1997.74,62.832287040648154,4761491.6,2648380.08,55.62080756374746
50,[0- [1- None- 2- [3- None]]],2,1.38,6000.88,0.94,99.966677,0.0,0.0,1693.64,0.0,0.0
50,[0- [1- None- 2- [3- None]]],4,2.76,1.14,1.7,6.542056,0.96,34.782609,3685.88,1024.82,27.803944
50,[0- [1- None- 2- [3- None]]],6,3.92,1.64,2.38,24.242424,1.14,29.081633,5419.82,1885.84,34.795252000000005
50,[0- [1- None- 2- [3- None]]],10,6.08,2.48,3.6,42.528736,2.72,44.736841999999996,8777.84,4118.1,46.914731
50,[0- [1- None- 2- [3- None]]],16,10.6,4.32,6.28,62.406015000000004,5.9,55.660377000000004,15345.66,7788.34,50.752721
50,[0- [1- None- 2- [3- None]]],26,16.98,7.12,9.86,75.369458,9.42,55.477031999999994,25300.96,13556.42,53.58065500000001
50,[0- [1- None- 2- [3- None]]],50,31.76,13.54,18.22,86.244842,18.74,59.005038,47308.36,26071.12,55.108906999999995
50,[0- [1- None- 2- [3- None]]],100,64.4,27.42,36.98,92.96270200000001,39.92,61.987578000000006,96134.88,53457.94,55.607226000000004
50,[0- [1- None- 2- [3- None]]],500,318.4,136.06,182.34,98.540785,199.48,62.650754000000006,477393.9,265039.58,55.518007
50,[0- [1- None- 2- [3- None]]],1000,636.1,272.2,363.9,99.26793599999999,399.96,62.87690600000001,955614.8,531341.26,55.602033
50,[0- [1- None- 2- [3- None]]],2000,1274.2,546.82,727.38,99.634917,798.7,62.682467,1908886.76,1059407.78,55.498723
50,[0- [1- None- 2- [3- None]]],5000,3179.7,1362.78,1816.92,99.853349,1996.32,62.783281,4763688.08,2651114.8,55.65256899999999
50,[0- [1- None- 2- [3- None]]],2,1.3,6000.88,0.94,99.966677,0.0,0.0,1644.74,0.0,0.0
50,[0- [1- None- 2- [3- None]]],4,2.7,1.08,1.72,3.846154,1.0,37.037037,3665.2,1117.06,30.477464
50,[0- [1- None- 2- [3- None]]],6,3.72,1.46,2.3,18.699187,1.22,32.795699,5576.66,1897.32,34.02251500000001
50,[0- [1- None- 2- [3- None]]],10,6.0,2.36,3.72,40.47619,2.58,43.0,8494.62,3821.78,44.990594
50,[0- [1- None- 2- [3- None]]],16,10.18,4.22,5.96,61.685824,5.62,55.206287,14826.8,7714.34,52.02970300000001
50,[0- [1- None- 2- [3- None]]],26,16.78,7.18,9.6,75.550122,9.3,55.423123,24493.42,13317.38,54.371256
50,[0- [1- None- 2- [3- None]]],50,32.14,13.48,18.66,86.187845,18.92,58.86745500000001,47549.06,26105.72,54.90270500000001
50,[0- [1- None- 2- [3- None]]],100,64.1,27.32,36.78,92.937853,39.46,61.560062,96496.06,53215.62,55.147972
50,[0- [1- None- 2- [3- None]]],500,318.64,136.32,182.32,98.543548,199.16,62.503138,477289.04,265523.52,55.631598
50,[0- [1- None- 2- [3- None]]],1000,633.74,272.48,361.26,99.268685,398.18,62.830183,949474.0,529317.04,55.74845
50,[0- [1- None- 2- [3- None]]],2000,1274.4,545.86,728.54,99.634276,796.88,62.52981800000001,1900640.34,1057587.44,55.64374399999999
50,[0- [1- None- 2- [3- None]]],5000,3183.04,1365.38,1817.66,99.853628,1999.84,62.827988,4783136.5,2662004.08,55.65394300000001
50,[0- [1- None- 2- [3- None]]],2,3.06,1.2,2.18,9.090909,1.1,35.947712,4159.9,1609.88,38.699969
50,[0- [1- None- 2- [3- None]]],4,5.86,2.04,3.82,34.210526,3.52,60.068259,8822.04,4690.34,53.166160999999995
50,[0- [1- None- 2- [3- None]]],6,9.06,3.1,5.96,51.219512,6.32,69.75717399999999,13323.6,7710.68,57.872347
50,[0- [1- None- 2- [3- None]]],10,15.12,4.94,10.18,66.329966,11.68,77.248677,22399.76,13548.02,60.48288
50,[0- [1- None- 2- [3- None]]],16,23.9,8.02,15.88,77.827051,19.74,82.594142,36018.24,22333.34,62.005639
50,[0- [1- None- 2- [3- None]]],26,39.26,13.06,26.2,85.775249,32.98,84.004075,57710.72,35598.52,61.684415
50,[0- [1- None- 2- [3- None]]],50,74.74,25.74,49.0,92.52056800000001,64.86,86.78084,111705.6,71269.16,63.800883999999996
50,[0- [1- None- 2- [3- None]]],100,150.84,48.88,101.96,95.990377,132.66,87.94749399999998,227149.92,144428.6,63.58294100000001
50,[0- [1- None- 2- [3- None]]],500,748.64,249.58,499.06,99.201852,664.2,88.720881,1123780.54,721097.22,64.167086
50,[0- [1- None- 2- [3- None]]],1000,1499.3,497.82,1001.48,99.59905400000001,1330.18,88.720069,2244671.34,1439746.98,64.140659
50,[0- [1- None- 2- [3- None]]],2000,2999.34,999.84,1999.5,99.800168,2663.46,88.801536,4499957.48,2888442.94,64.188227
50,[0- [1- None- 2- [3- None]]],5000,7497.58,2493.6,5003.98,99.919827,6663.16,88.870809,11234833.42,7208615.62,64.163084
50,[0- [1- None- 2- [3- None]]],2,2.98,1.62,2.26,23.664,1.16,38.926,4032.44,1686.52,41.824
50,[0- [1- None- 2- [3- None]]],4,5.98,1.76,4.22,27.536,3.68,61.538,8693.14,4703.0,54.1
50,[0- [1- None- 2- [3- None]]],6,9.12,3.0,6.12,50.0,6.5,71.27199999999998,13623.38,8022.72,58.889
50,[0- [1- None- 2- [3- None]]],10,14.9,5.04,9.86,66.887,11.54,77.45,22122.46,13325.22,60.234
50,[0- [1- None- 2- [3- None]]],16,23.9,8.46,15.44,78.858,19.4,81.172,35292.46,21946.96,62.18600000000001
50,[0- [1- None- 2- [3- None]]],26,39.18,12.46,26.72,85.141,32.86,83.869,57485.38,35903.32,62.456
50,[0- [1- None- 2- [3- None]]],50,75.86,25.4,50.46,92.424,65.18,85.921,112943.92,71518.88,63.322
50,[0- [1- None- 2- [3- None]]],100,150.12,49.84,100.28,96.066,131.12,87.34299999999998,224292.96,142918.52,63.72
50,[0- [1- None- 2- [3- None]]],500,749.86,249.5,500.36,99.202,663.96,88.545,1122927.3,719473.26,64.071
50,[0- [1- None- 2- [3- None]]],1000,1505.82,499.02,1006.8,99.6,1334.04,88.59200000000001,2255385.16,1446206.68,64.122
50,[0- [1- None- 2- [3- None]]],2000,3002.04,1004.06,1997.98,99.801,2663.2,88.713,4499170.7,2883133.5,64.081
50,[0- [1- None- 2- [3- None]]],5000,7506.5,2493.7,5012.8,99.92,6661.82,88.74700000000001,11248497.42,7213570.24,64.12899999999999
50,[0- [1- None- 2- [3- None]]],2,2.96,1.48,2.22,19.3548,1.14,38.5135,4046.42,1644.62,40.6438
50,[0- [1- None- 2- [3- None]]],4,5.94,2.04,4.08,34.2105,3.46,58.2492,8229.84,4139.66,50.3006
50,[0- [1- None- 2- [3- None]]],6,9.1,3.22,5.88,52.6066,6.36,69.8901,13463.7,7551.9,56.0908
50,[0- [1- None- 2- [3- None]]],10,14.76,4.94,9.82,66.33,11.42,77.3713,21611.52,12882.0,59.6071
50,[0- [1- None- 2- [3- None]]],16,24.24,8.08,16.16,77.9736,19.9,82.0957,36434.76,22830.12,62.6603
50,[0- [1- None- 2- [3- None]]],26,38.96,12.9,26.06,85.6115,33.0,84.7023,57938.12,36570.1,63.1192
50,[0- [1- None- 2- [3- None]]],50,74.9,24.9,50.0,92.27799999999999,64.56,86.1949,110289.46,70008.44,63.477
50,[0- [1- None- 2- [3- None]]],100,148.96,49.28,99.68,96.0223,130.7,87.7417,221781.3,141618.34,63.855
50,[0- [1- None- 2- [3- None]]],500,749.7,248.42,501.28,99.1981,664.46,88.6301,1124205.98,720780.18,64.1146
50,[0- [1- None- 2- [3- None]]],1000,1502.92,502.24,1000.68,99.6026,1332.94,88.69,2255052.34,1450032.12,64.3015
50,[0- [1- None- 2- [3- None]]],2000,2996.62,1002.24,1994.38,99.8006,2660.92,88.7974,4500487.9,2887653.76,64.1631
50,[0- [1- None- 2- [3- None]]],5000,7503.54,2498.3,5005.24,99.92,6664.0,88.8114,11248215.68,7213395.78,64.1292
50,[0- [1- None- 2- [3- None]]],2,2.98,1.5,2.2,20.0,1.1,36.91275,4272.92,1639.72,38.37469
50,[0- [1- None- 2- [3- None]]],4,5.88,1.98,3.9,32.88591,3.64,61.90476,8360.24,4636.14,55.45463
50,[0- [1- None- 2- [3- None]]],6,8.8,2.96,5.84,49.49495,6.24,70.90909,12645.78,7309.28,57.80015
50,[0- [1- None- 2- [3- None]]],10,15.02,5.12,9.9,67.32026,11.54,76.83089,22279.7,13468.6,60.45234
50,[0- [1- None- 2- [3- None]]],16,24.06,7.66,16.4,76.90531,19.84,82.46051999999997,36503.62,22854.58,62.60908000000001
50,[0- [1- None- 2- [3- None]]],26,39.4,13.22,26.18,85.9353,33.42,84.82234,58490.28,36908.9,63.10262
50,[0- [1- None- 2- [3- None]]],50,75.14,24.64,50.5,92.19969,65.2,86.77136,112341.0,71000.2,63.20061
50,[0- [1- None- 2- [3- None]]],100,150.9,50.28,100.62,96.09984,132.06,87.51491,225659.16,143846.32,63.74495
50,[0- [1- None- 2- [3- None]]],500,750.52,251.36,499.16,99.20748,663.9,88.45867,1122875.98,719054.9,64.03689
50,[0- [1- None- 2- [3- None]]],1000,1499.16,499.38,999.78,99.6003,1330.12,88.72435,2245622.1,1439303.58,64.09376
50,[0- [1- None- 2- [3- None]]],2000,3002.44,997.92,2004.52,99.79978,2665.4,88.77445999999998,4506539.54,2889131.7,64.10976
50,[0- [1- None- 2- [3- None]]],5000,7500.26,2501.66,4998.6,99.92009,6657.7,88.76626,11231976.36,7202250.62,64.12274000000001
50,[0- [1- None- 2- [3- None]]],2,3.02,1.4,2.18,16.66667,1.1,36.423840000000006,4242.18,1603.34,37.795190000000005
50,[0- [1- None- 2- [3- None]]],4,6.12,1.9,4.22,31.03448,3.78,61.76471,8875.46,4719.36,53.17313000000001
50,[0- [1- None- 2- [3- None]]],6,8.82,3.02,5.8,50.24876,6.36,72.10884,12887.2,7432.12,57.670559999999995
50,[0- [1- None- 2- [3- None]]],10,15.04,4.92,10.12,66.21621999999999,11.68,77.65957,23169.72,13942.04,60.17354
50,[0- [1- None- 2- [3- None]]],16,23.86,7.98,15.88,77.72829,19.42,81.39145,34853.86,21487.3,61.6497
50,[0- [1- None- 2- [3- None]]],26,38.9,13.22,25.68,85.9353,32.96,84.73008,57960.44,36352.1,62.71881
50,[0- [1- None- 2- [3- None]]],50,74.5,24.9,49.6,92.27799,64.78,86.95302,110571.16,70406.74,63.6755
50,[0- [1- None- 2- [3- None]]],100,149.64,49.78,99.86,96.06144,131.28,87.73055,225200.54,144347.62,64.09737
50,[0- [1- None- 2- [3- None]]],500,751.96,251.64,500.32,99.20836,663.92,88.29193000000001,1120543.12,717708.58,64.05006
50,[0- [1- None- 2- [3- None]]],1000,1502.64,501.32,1001.32,99.60185,1331.02,88.57876999999999,2253055.68,1444640.72,64.11918
50,[0- [1- None- 2- [3- None]]],2000,3007.88,1000.7,2007.18,99.80034,2670.54,88.78479,4514588.58,2894958.48,64.12451999999999
50,[0- [1- None- 2- [3- None]]],5000,7498.36,2495.66,5002.7,99.91989000000001,6664.28,88.8765,11254315.0,7217869.28,64.13424
50,[0- [1- None- 2- [3- None]]],2,3.26,1.4,2.32,16.66667,1.2,36.80982,4272.46,1790.46,41.907
50,[0- [1- None- 2- [3- None]]],4,6.02,2.08,4.18,35.06494,3.68,61.12957,8954.84,4801.12,53.6148
50,[0- [1- None- 2- [3- None]]],6,9.14,2.88,6.26,48.45361,6.36,69.58425,13259.08,7721.98,58.23918
50,[0- [1- None- 2- [3- None]]],10,14.86,4.94,9.92,66.32997,11.5,77.38896,21356.82,12824.22,60.04742
50,[0- [1- None- 2- [3- None]]],16,24.16,8.2,15.96,78.26087,19.82,82.03642,35331.3,21941.52,62.10222
50,[0- [1- None- 2- [3- None]]],26,39.02,13.08,25.94,85.79545,32.98,84.52076,57306.14,36347.86,63.42751
50,[0- [1- None- 2- [3- None]]],50,74.96,24.52,50.44,92.16301,65.1,86.84632,111751.38,71199.64,63.71254
50,[0- [1- None- 2- [3- None]]],100,149.0,50.22,98.78,96.09528,130.78,87.77181,222377.5,142155.72,63.92541
50,[0- [1- None- 2- [3- None]]],500,750.04,248.44,501.6,99.1982,664.5,88.59527,1124541.28,720151.58,64.03959
50,[0- [1- None- 2- [3- None]]],1000,1500.12,496.58,1003.54,99.59805,1330.92,88.7209,2248406.46,1442250.92,64.14547
