stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
CSCO,2:2,10000,5997,5997,559702.59,5994,5994,5994,5994,5994,99.949,99.949,99.949,99.949,99.949,559497.36,559497.36,559497.36,559497.36,559497.36,99.963,99.963,99.963,99.963,99.963,5997,5997,5997,5997,5997,100.0,100.0,100.0,100.0,100.0,559702.59,559702.59,559702.59,559702.59,559702.59,100.0,100.0,100.0,100.0,100.0,5994,5994,5994,5994,5994,99.949,99.949,99.949,99.949,99.949,559497.36,559497.36,559497.36,559497.36,559497.36,99.963,99.963,99.963,99.963,99.963,5997,5997,5997,5997,5997,100.0,100.0,100.0,100.0,100.0,559702.59,559702.59,559702.59,559702.59,559702.59,100.0,100.0,100.0,100.0,100.0,5994,5994,5994,5994,5994,99.949,99.949,99.949,99.949,99.949,559497.36,559497.36,559497.36,559497.36,559497.36,99.963,99.963,99.963,99.963,99.963,5997,5997,5997,5997,5997,100.0,100.0,100.0,100.0,100.0,559702.59,559702.59,559702.59,559702.59,559702.59,100.0,100.0,100.0,100.0,100.0,5994,5994,5994,5994,5994,99.949,99.949,99.949,99.949,99.949,559497.36,559497.36,559497.36,559497.36,559497.36,99.963,99.963,99.963,99.963,99.963,5997,5997,5997,5997,5997,100.0,100.0,100.0,100.0,100.0,559702.59,559702.59,559702.59,559702.59,559702.59,100.0,100.0,100.0,100.0,100.0,5994,5994,5994,5994,5994,99.949,99.949,99.949,99.949,99.949,559497.36,559497.36,559497.36,559497.36,559497.36,99.963,99.963,99.963,99.963,99.963,5997,5997,5997,5997,5997,100.0,100.0,100.0,100.0,100.0,559702.59,559702.59,559702.59,559702.59,559702.59,100.0,100.0,100.0,100.0,100.0
CSCO,2:2,20000,11048,11048,929770.36,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994
CSCO,2:2,30792,11048,11048,929770.36,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929744.79,929744.79,929744.79,929744.79,929744.79,99.997,99.997,99.997,99.997,99.997,11047,11047,11047,11047,11047,99.99,99.99,99.99,99.99,99.99,929715.5,929715.5,929715.5,929715.5,929715.5,99.994,99.994,99.994,99.994,99.994
D,2:2,2,2,2,26.33,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,13.17,13.17,13.17,13.17,13.17,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,13.17,13.17,13.17,13.17,13.17,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,13.17,13.17,13.17,13.17,13.17,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,13.17,13.17,13.17,13.17,13.17,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,13.17,13.17,13.17,13.17,13.17,50.0,50.0,50.0,50.0,50.0
D,2:2,3,3,3,39.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,26.33,26.33,26.33,26.33,26.33,66.667,66.667,66.667,66.667,66.667,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,26.33,26.33,26.33,26.33,26.33,66.667,66.667,66.667,66.667,66.667,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,26.33,26.33,26.33,26.33,26.33,66.667,66.667,66.667,66.667,66.667,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,26.33,26.33,26.33,26.33,26.33,66.667,66.667,66.667,66.667,66.667,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,26.33,26.33,26.33,26.33,26.33,66.667,66.667,66.667,66.667,66.667
D,2:2,4,4,4,52.83,1,1,1,1,1,25.0,25.0,25.0,25.0,25.0,13.33,13.33,13.33,13.33,13.33,25.237,25.237,25.237,25.237,25.237,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,39.64,39.64,39.64,39.64,39.64,75.034,75.034,75.034,75.034,75.034,1,1,1,1,1,25.0,25.0,25.0,25.0,25.0,13.33,13.33,13.33,13.33,13.33,25.237,25.237,25.237,25.237,25.237,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,39.64,39.64,39.64,39.64,39.64,75.034,75.034,75.034,75.034,75.034,1,1,1,1,1,25.0,25.0,25.0,25.0,25.0,13.33,13.33,13.33,13.33,13.33,25.237,25.237,25.237,25.237,25.237,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,39.64,39.64,39.64,39.64,39.64,75.034,75.034,75.034,75.034,75.034,1,1,1,1,1,25.0,25.0,25.0,25.0,25.0,13.33,13.33,13.33,13.33,13.33,25.237,25.237,25.237,25.237,25.237,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,39.64,39.64,39.64,39.64,39.64,75.034,75.034,75.034,75.034,75.034,1,1,1,1,1,25.0,25.0,25.0,25.0,25.0,13.33,13.33,13.33,13.33,13.33,25.237,25.237,25.237,25.237,25.237,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,39.64,39.64,39.64,39.64,39.64,75.034,75.034,75.034,75.034,75.034
D,2:2,5,5,5,66.17,2,2,2,2,2,40.0,40.0,40.0,40.0,40.0,26.67,26.67,26.67,26.67,26.67,40.302,40.302,40.302,40.302,40.302,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,52.96,52.96,52.96,52.96,52.96,80.045,80.045,80.045,80.045,80.045,2,2,2,2,2,40.0,40.0,40.0,40.0,40.0,26.67,26.67,26.67,26.67,26.67,40.302,40.302,40.302,40.302,40.302,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,52.96,52.96,52.96,52.96,52.96,80.045,80.045,80.045,80.045,80.045,2,2,2,2,2,40.0,40.0,40.0,40.0,40.0,26.67,26.67,26.67,26.67,26.67,40.302,40.302,40.302,40.302,40.302,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,52.96,52.96,52.96,52.96,52.96,80.045,80.045,80.045,80.045,80.045,2,2,2,2,2,40.0,40.0,40.0,40.0,40.0,26.67,26.67,26.67,26.67,26.67,40.302,40.302,40.302,40.302,40.302,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,52.96,52.96,52.96,52.96,52.96,80.045,80.045,80.045,80.045,80.045,2,2,2,2,2,40.0,40.0,40.0,40.0,40.0,26.67,26.67,26.67,26.67,26.67,40.302,40.302,40.302,40.302,40.302,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,52.96,52.96,52.96,52.96,52.96,80.045,80.045,80.045,80.045,80.045
D,2:2,10,10,10,131.16,8,8,8,8,8,80.0,80.0,80.0,80.0,80.0,105.5,105.5,105.5,105.5,105.5,80.432,80.432,80.432,80.432,80.432,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,118.18,118.18,118.18,118.18,118.18,90.102,90.102,90.102,90.102,90.102,8,8,8,8,8,80.0,80.0,80.0,80.0,80.0,105.5,105.5,105.5,105.5,105.5,80.432,80.432,80.432,80.432,80.432,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,118.18,118.18,118.18,118.18,118.18,90.102,90.102,90.102,90.102,90.102,8,8,8,8,8,80.0,80.0,80.0,80.0,80.0,105.5,105.5,105.5,105.5,105.5,80.432,80.432,80.432,80.432,80.432,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,118.18,118.18,118.18,118.18,118.18,90.102,90.102,90.102,90.102,90.102,8,8,8,8,8,80.0,80.0,80.0,80.0,80.0,105.5,105.5,105.5,105.5,105.5,80.432,80.432,80.432,80.432,80.432,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,118.18,118.18,118.18,118.18,118.18,90.102,90.102,90.102,90.102,90.102,8,8,8,8,8,80.0,80.0,80.0,80.0,80.0,105.5,105.5,105.5,105.5,105.5,80.432,80.432,80.432,80.432,80.432,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,118.18,118.18,118.18,118.18,118.18,90.102,90.102,90.102,90.102,90.102
D,2:2,15,15,15,199.83,13,13,13,13,13,86.666,86.666,86.666,86.666,86.666,174.16,174.16,174.16,174.16,174.16,87.156,87.156,87.156,87.156,87.156,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,186.74,186.74,186.74,186.74,186.74,93.451,93.451,93.451,93.451,93.451,13,13,13,13,13,86.666,86.666,86.666,86.666,86.666,174.16,174.16,174.16,174.16,174.16,87.156,87.156,87.156,87.156,87.156,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,186.74,186.74,186.74,186.74,186.74,93.451,93.451,93.451,93.451,93.451,13,13,13,13,13,86.666,86.666,86.666,86.666,86.666,174.16,174.16,174.16,174.16,174.16,87.156,87.156,87.156,87.156,87.156,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,186.74,186.74,186.74,186.74,186.74,93.451,93.451,93.451,93.451,93.451,13,13,13,13,13,86.666,86.666,86.666,86.666,86.666,174.16,174.16,174.16,174.16,174.16,87.156,87.156,87.156,87.156,87.156,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,186.74,186.74,186.74,186.74,186.74,93.451,93.451,93.451,93.451,93.451,13,13,13,13,13,86.666,86.666,86.666,86.666,86.666,174.16,174.16,174.16,174.16,174.16,87.156,87.156,87.156,87.156,87.156,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,186.74,186.74,186.74,186.74,186.74,93.451,93.451,93.451,93.451,93.451
D,2:2,25,25,25,345.33,23,23,23,23,23,92.0,92.0,92.0,92.0,92.0,319.66,319.66,319.66,319.66,319.66,92.568,92.568,92.568,92.568,92.568,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,331.99,331.99,331.99,331.99,331.99,96.139,96.139,96.139,96.139,96.139,23,23,23,23,23,92.0,92.0,92.0,92.0,92.0,319.66,319.66,319.66,319.66,319.66,92.568,92.568,92.568,92.568,92.568,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,331.99,331.99,331.99,331.99,331.99,96.139,96.139,96.139,96.139,96.139,23,23,23,23,23,92.0,92.0,92.0,92.0,92.0,319.66,319.66,319.66,319.66,319.66,92.568,92.568,92.568,92.568,92.568,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,331.99,331.99,331.99,331.99,331.99,96.139,96.139,96.139,96.139,96.139,23,23,23,23,23,92.0,92.0,92.0,92.0,92.0,319.66,319.66,319.66,319.66,319.66,92.568,92.568,92.568,92.568,92.568,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,331.99,331.99,331.99,331.99,331.99,96.139,96.139,96.139,96.139,96.139,23,23,23,23,23,92.0,92.0,92.0,92.0,92.0,319.66,319.66,319.66,319.66,319.66,92.568,92.568,92.568,92.568,92.568,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,331.99,331.99,331.99,331.99,331.99,96.139,96.139,96.139,96.139,96.139
D,2:2,50,50,50,731.49,48,48,48,48,48,96.0,96.0,96.0,96.0,96.0,705.82,705.82,705.82,705.82,705.82,96.491,96.491,96.491,96.491,96.491,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,717.75,717.75,717.75,717.75,717.75,98.122,98.122,98.122,98.122,98.122,48,48,48,48,48,96.0,96.0,96.0,96.0,96.0,705.82,705.82,705.82,705.82,705.82,96.491,96.491,96.491,96.491,96.491,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,717.75,717.75,717.75,717.75,717.75,98.122,98.122,98.122,98.122,98.122,48,48,48,48,48,96.0,96.0,96.0,96.0,96.0,705.82,705.82,705.82,705.82,705.82,96.491,96.491,96.491,96.491,96.491,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,717.75,717.75,717.75,717.75,717.75,98.122,98.122,98.122,98.122,98.122,48,48,48,48,48,96.0,96.0,96.0,96.0,96.0,705.82,705.82,705.82,705.82,705.82,96.491,96.491,96.491,96.491,96.491,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,717.75,717.75,717.75,717.75,717.75,98.122,98.122,98.122,98.122,98.122,48,48,48,48,48,96.0,96.0,96.0,96.0,96.0,705.82,705.82,705.82,705.82,705.82,96.491,96.491,96.491,96.491,96.491,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,717.75,717.75,717.75,717.75,717.75,98.122,98.122,98.122,98.122,98.122
D,2:2,100,100,100,1510.31,98,98,98,98,98,98.0,98.0,98.0,98.0,98.0,1484.64,1484.64,1484.64,1484.64,1484.64,98.301,98.301,98.301,98.301,98.301,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,1496.33,1496.33,1496.33,1496.33,1496.33,99.075,99.075,99.075,99.075,99.075,98,98,98,98,98,98.0,98.0,98.0,98.0,98.0,1484.64,1484.64,1484.64,1484.64,1484.64,98.301,98.301,98.301,98.301,98.301,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,1496.33,1496.33,1496.33,1496.33,1496.33,99.075,99.075,99.075,99.075,99.075,98,98,98,98,98,98.0,98.0,98.0,98.0,98.0,1484.64,1484.64,1484.64,1484.64,1484.64,98.301,98.301,98.301,98.301,98.301,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,1496.33,1496.33,1496.33,1496.33,1496.33,99.075,99.075,99.075,99.075,99.075,98,98,98,98,98,98.0,98.0,98.0,98.0,98.0,1484.64,1484.64,1484.64,1484.64,1484.64,98.301,98.301,98.301,98.301,98.301,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,1496.33,1496.33,1496.33,1496.33,1496.33,99.075,99.075,99.075,99.075,99.075,98,98,98,98,98,98.0,98.0,98.0,98.0,98.0,1484.64,1484.64,1484.64,1484.64,1484.64,98.301,98.301,98.301,98.301,98.301,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,1496.33,1496.33,1496.33,1496.33,1496.33,99.075,99.075,99.075,99.075,99.075
D,2:2,500,500,500,7626.53,498,498,498,498,498,99.6,99.6,99.6,99.6,99.6,7600.87,7600.87,7600.87,7600.87,7600.87,99.663,99.663,99.663,99.663,99.663,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,7612.49,7612.49,7612.49,7612.49,7612.49,99.816,99.816,99.816,99.816,99.816,498,498,498,498,498,99.6,99.6,99.6,99.6,99.6,7600.87,7600.87,7600.87,7600.87,7600.87,99.663,99.663,99.663,99.663,99.663,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,7612.49,7612.49,7612.49,7612.49,7612.49,99.816,99.816,99.816,99.816,99.816,498,498,498,498,498,99.6,99.6,99.6,99.6,99.6,7600.87,7600.87,7600.87,7600.87,7600.87,99.663,99.663,99.663,99.663,99.663,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,7612.49,7612.49,7612.49,7612.49,7612.49,99.816,99.816,99.816,99.816,99.816,498,498,498,498,498,99.6,99.6,99.6,99.6,99.6,7600.87,7600.87,7600.87,7600.87,7600.87,99.663,99.663,99.663,99.663,99.663,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,7612.49,7612.49,7612.49,7612.49,7612.49,99.816,99.816,99.816,99.816,99.816,498,498,498,498,498,99.6,99.6,99.6,99.6,99.6,7600.87,7600.87,7600.87,7600.87,7600.87,99.663,99.663,99.663,99.663,99.663,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,7612.49,7612.49,7612.49,7612.49,7612.49,99.816,99.816,99.816,99.816,99.816
D,2:2,1000,1000,1000,19160.07,998,998,998,998,998,99.8,99.8,99.8,99.8,99.8,19134.42,19134.42,19134.42,19134.42,19134.42,99.866,99.866,99.866,99.866,99.866,999,999,999,999,999,99.9,99.9,99.9,99.9,99.9,19144.07,19144.07,19144.07,19144.07,19144.07,99.917,99.917,99.917,99.917,99.917,998,998,998,998,998,99.8,99.8,99.8,99.8,99.8,19134.42,19134.42,19134.42,19134.42,19134.42,99.866,99.866,99.866,99.866,99.866,999,999,999,999,999,99.9,99.9,99.9,99.9,99.9,19144.07,19144.07,19144.07,19144.07,19144.07,99.917,99.917,99.917,99.917,99.917,998,998,998,998,998,99.8,99.8,99.8,99.8,99.8,19134.42,19134.42,19134.42,19134.42,19134.42,99.866,99.866,99.866,99.866,99.866,999,999,999,999,999,99.9,99.9,99.9,99.9,99.9,19144.07,19144.07,19144.07,19144.07,19144.07,99.917,99.917,99.917,99.917,99.917,998,998,998,998,998,99.8,99.8,99.8,99.8,99.8,19134.42,19134.42,19134.42,19134.42,19134.42,99.866,99.866,99.866,99.866,99.866,999,999,999,999,999,99.9,99.9,99.9,99.9,99.9,19144.07,19144.07,19144.07,19144.07,19144.07,99.917,99.917,99.917,99.917,99.917,998,998,998,998,998,99.8,99.8,99.8,99.8,99.8,19134.42,19134.42,19134.42,19134.42,19134.42,99.866,99.866,99.866,99.866,99.866,999,999,999,999,999,99.9,99.9,99.9,99.9,99.9,19144.07,19144.07,19144.07,19144.07,19144.07,99.917,99.917,99.917,99.917,99.917
