stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
HBAN,2:2,5000,3333,3333,137478.68,3319,3319,3319,3319,3319,99.579,99.579,99.579,99.579,99.579,137066.29,137066.29,137066.29,137066.29,137066.29,99.7,99.7,99.7,99.7,99.7,3333,3333,3333,3333,3333,100.0,100.0,100.0,100.0,100.0,137478.68,137478.68,137478.68,137478.68,137478.68,100.0,100.0,100.0,100.0,100.0,3319,3319,3319,3319,3319,99.579,99.579,99.579,99.579,99.579,137066.29,137066.29,137066.29,137066.29,137066.29,99.7,99.7,99.7,99.7,99.7,3333,3333,3333,3333,3333,100.0,100.0,100.0,100.0,100.0,137478.68,137478.68,137478.68,137478.68,137478.68,100.0,100.0,100.0,100.0,100.0,3319,3319,3319,3319,3319,99.579,99.579,99.579,99.579,99.579,137066.29,137066.29,137066.29,137066.29,137066.29,99.7,99.7,99.7,99.7,99.7,3333,3333,3333,3333,3333,100.0,100.0,100.0,100.0,100.0,137478.68,137478.68,137478.68,137478.68,137478.68,100.0,100.0,100.0,100.0,100.0,3319,3319,3319,3319,3319,99.579,99.579,99.579,99.579,99.579,137066.29,137066.29,137066.29,137066.29,137066.29,99.7,99.7,99.7,99.7,99.7,3333,3333,3333,3333,3333,100.0,100.0,100.0,100.0,100.0,137478.68,137478.68,137478.68,137478.68,137478.68,100.0,100.0,100.0,100.0,100.0,3319,3319,3319,3319,3319,99.579,99.579,99.579,99.579,99.579,137066.29,137066.29,137066.29,137066.29,137066.29,99.7,99.7,99.7,99.7,99.7,3333,3333,3333,3333,3333,100.0,100.0,100.0,100.0,100.0,137478.68,137478.68,137478.68,137478.68,137478.68,100.0,100.0,100.0,100.0,100.0
HBAN,2:2,10000,6481,6481,315574.86,6479,6479,6479,6479,6479,99.969,99.969,99.969,99.969,99.969,315503.58,315503.58,315503.58,315503.58,315503.58,99.977,99.977,99.977,99.977,99.977,6481,6481,6481,6481,6481,100.0,100.0,100.0,100.0,100.0,315574.86,315574.86,315574.86,315574.86,315574.86,100.0,100.0,100.0,100.0,100.0,6479,6479,6479,6479,6479,99.969,99.969,99.969,99.969,99.969,315503.58,315503.58,315503.58,315503.58,315503.58,99.977,99.977,99.977,99.977,99.977,6481,6481,6481,6481,6481,100.0,100.0,100.0,100.0,100.0,315574.86,315574.86,315574.86,315574.86,315574.86,100.0,100.0,100.0,100.0,100.0,6479,6479,6479,6479,6479,99.969,99.969,99.969,99.969,99.969,315503.58,315503.58,315503.58,315503.58,315503.58,99.977,99.977,99.977,99.977,99.977,6481,6481,6481,6481,6481,100.0,100.0,100.0,100.0,100.0,315574.86,315574.86,315574.86,315574.86,315574.86,100.0,100.0,100.0,100.0,100.0,6479,6479,6479,6479,6479,99.969,99.969,99.969,99.969,99.969,315503.58,315503.58,315503.58,315503.58,315503.58,99.977,99.977,99.977,99.977,99.977,6481,6481,6481,6481,6481,100.0,100.0,100.0,100.0,100.0,315574.86,315574.86,315574.86,315574.86,315574.86,100.0,100.0,100.0,100.0,100.0,6479,6479,6479,6479,6479,99.969,99.969,99.969,99.969,99.969,315503.58,315503.58,315503.58,315503.58,315503.58,99.977,99.977,99.977,99.977,99.977,6481,6481,6481,6481,6481,100.0,100.0,100.0,100.0,100.0,315574.86,315574.86,315574.86,315574.86,315574.86,100.0,100.0,100.0,100.0,100.0
HBAN,2:2,20000,12946,12946,626740.05,12942,12942,12942,12942,12942,99.969,99.969,99.969,99.969,99.969,626687.88,626687.88,626687.88,626687.88,626687.88,99.992,99.992,99.992,99.992,99.992,12946,12946,12946,12946,12946,100.0,100.0,100.0,100.0,100.0,626740.05,626740.05,626740.05,626740.05,626740.05,100.0,100.0,100.0,100.0,100.0,12942,12942,12942,12942,12942,99.969,99.969,99.969,99.969,99.969,626687.88,626687.88,626687.88,626687.88,626687.88,99.992,99.992,99.992,99.992,99.992,12946,12946,12946,12946,12946,100.0,100.0,100.0,100.0,100.0,626740.05,626740.05,626740.05,626740.05,626740.05,100.0,100.0,100.0,100.0,100.0,12942,12942,12942,12942,12942,99.969,99.969,99.969,99.969,99.969,626687.88,626687.88,626687.88,626687.88,626687.88,99.992,99.992,99.992,99.992,99.992,12946,12946,12946,12946,12946,100.0,100.0,100.0,100.0,100.0,626740.05,626740.05,626740.05,626740.05,626740.05,100.0,100.0,100.0,100.0,100.0,12942,12942,12942,12942,12942,99.969,99.969,99.969,99.969,99.969,626687.88,626687.88,626687.88,626687.88,626687.88,99.992,99.992,99.992,99.992,99.992,12946,12946,12946,12946,12946,100.0,100.0,100.0,100.0,100.0,626740.05,626740.05,626740.05,626740.05,626740.05,100.0,100.0,100.0,100.0,100.0,12942,12942,12942,12942,12942,99.969,99.969,99.969,99.969,99.969,626687.88,626687.88,626687.88,626687.88,626687.88,99.992,99.992,99.992,99.992,99.992,12946,12946,12946,12946,12946,100.0,100.0,100.0,100.0,100.0,626740.05,626740.05,626740.05,626740.05,626740.05,100.0,100.0,100.0,100.0,100.0
HBAN,2:2,40828,13312,13312,637307.8,13311,13311,13311,13311,13311,99.992,99.992,99.992,99.992,99.992,637272.93,637272.93,637272.93,637272.93,637272.93,99.995,99.995,99.995,99.995,99.995,13312,13312,13312,13312,13312,100.0,100.0,100.0,100.0,100.0,637307.8,637307.8,637307.8,637307.8,637307.8,100.0,100.0,100.0,100.0,100.0,13311,13311,13311,13311,13311,99.992,99.992,99.992,99.992,99.992,637272.93,637272.93,637272.93,637272.93,637272.93,99.995,99.995,99.995,99.995,99.995,13312,13312,13312,13312,13312,100.0,100.0,100.0,100.0,100.0,637307.8,637307.8,637307.8,637307.8,637307.8,100.0,100.0,100.0,100.0,100.0,13311,13311,13311,13311,13311,99.992,99.992,99.992,99.992,99.992,637272.93,637272.93,637272.93,637272.93,637272.93,99.995,99.995,99.995,99.995,99.995,13312,13312,13312,13312,13312,100.0,100.0,100.0,100.0,100.0,637307.8,637307.8,637307.8,637307.8,637307.8,100.0,100.0,100.0,100.0,100.0,13311,13311,13311,13311,13311,99.992,99.992,99.992,99.992,99.992,637272.93,637272.93,637272.93,637272.93,637272.93,99.995,99.995,99.995,99.995,99.995,13312,13312,13312,13312,13312,100.0,100.0,100.0,100.0,100.0,637307.8,637307.8,637307.8,637307.8,637307.8,100.0,100.0,100.0,100.0,100.0,13311,13311,13311,13311,13311,99.992,99.992,99.992,99.992,99.992,637272.93,637272.93,637272.93,637272.93,637272.93,99.995,99.995,99.995,99.995,99.995,13312,13312,13312,13312,13312,100.0,100.0,100.0,100.0,100.0,637307.8,637307.8,637307.8,637307.8,637307.8,100.0,100.0,100.0,100.0,100.0
INTC,2:2,2,2,2,1.33,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.39,50.39,50.39,50.39,50.39,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.13,50.13,50.13,50.13,50.13,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.39,50.39,50.39,50.39,50.39,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.13,50.13,50.13,50.13,50.13,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.39,50.39,50.39,50.39,50.39,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.13,50.13,50.13,50.13,50.13,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.39,50.39,50.39,50.39,50.39,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.13,50.13,50.13,50.13,50.13,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.39,50.39,50.39,50.39,50.39,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,0.67,0.67,0.67,0.67,0.67,50.13,50.13,50.13,50.13,50.13
INTC,2:2,3,3,3,2.02,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.36,1.36,1.36,1.36,1.36,67.355,67.355,67.355,67.355,67.355,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.35,1.35,1.35,1.35,1.35,66.942,66.942,66.942,66.942,66.942,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.36,1.36,1.36,1.36,1.36,67.355,67.355,67.355,67.355,67.355,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.35,1.35,1.35,1.35,1.35,66.942,66.942,66.942,66.942,66.942,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.36,1.36,1.36,1.36,1.36,67.355,67.355,67.355,67.355,67.355,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.35,1.35,1.35,1.35,1.35,66.942,66.942,66.942,66.942,66.942,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.36,1.36,1.36,1.36,1.36,67.355,67.355,67.355,67.355,67.355,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.35,1.35,1.35,1.35,1.35,66.942,66.942,66.942,66.942,66.942,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.36,1.36,1.36,1.36,1.36,67.355,67.355,67.355,67.355,67.355,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,1.35,1.35,1.35,1.35,1.35,66.942,66.942,66.942,66.942,66.942
INTC,2:2,4,4,4,2.69,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.04,2.04,2.04,2.04,2.04,75.628,75.628,75.628,75.628,75.628,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.03,2.03,2.03,2.03,2.03,75.269,75.269,75.269,75.269,75.269,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.04,2.04,2.04,2.04,2.04,75.628,75.628,75.628,75.628,75.628,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.03,2.03,2.03,2.03,2.03,75.269,75.269,75.269,75.269,75.269,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.04,2.04,2.04,2.04,2.04,75.628,75.628,75.628,75.628,75.628,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.03,2.03,2.03,2.03,2.03,75.269,75.269,75.269,75.269,75.269,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.04,2.04,2.04,2.04,2.04,75.628,75.628,75.628,75.628,75.628,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.03,2.03,2.03,2.03,2.03,75.269,75.269,75.269,75.269,75.269,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.04,2.04,2.04,2.04,2.04,75.628,75.628,75.628,75.628,75.628,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,2.03,2.03,2.03,2.03,2.03,75.269,75.269,75.269,75.269,75.269
INTC,2:2,5,5,5,3.34,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.7,2.7,2.7,2.7,2.7,80.903,80.903,80.903,80.903,80.903,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.68,2.68,2.68,2.68,2.68,80.402,80.402,80.402,80.402,80.402,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.7,2.7,2.7,2.7,2.7,80.903,80.903,80.903,80.903,80.903,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.68,2.68,2.68,2.68,2.68,80.402,80.402,80.402,80.402,80.402,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.7,2.7,2.7,2.7,2.7,80.903,80.903,80.903,80.903,80.903,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.68,2.68,2.68,2.68,2.68,80.402,80.402,80.402,80.402,80.402,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.7,2.7,2.7,2.7,2.7,80.903,80.903,80.903,80.903,80.903,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.68,2.68,2.68,2.68,2.68,80.402,80.402,80.402,80.402,80.402,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.7,2.7,2.7,2.7,2.7,80.903,80.903,80.903,80.903,80.903,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,2.68,2.68,2.68,2.68,2.68,80.402,80.402,80.402,80.402,80.402
INTC,2:2,10,10,10,6.5,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.92,5.92,5.92,5.92,5.92,91.082,91.082,91.082,91.082,91.082,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.89,5.89,5.89,5.89,5.89,90.512,90.512,90.512,90.512,90.512,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.92,5.92,5.92,5.92,5.92,91.082,91.082,91.082,91.082,91.082,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.89,5.89,5.89,5.89,5.89,90.512,90.512,90.512,90.512,90.512,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.92,5.92,5.92,5.92,5.92,91.082,91.082,91.082,91.082,91.082,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.89,5.89,5.89,5.89,5.89,90.512,90.512,90.512,90.512,90.512,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.92,5.92,5.92,5.92,5.92,91.082,91.082,91.082,91.082,91.082,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.89,5.89,5.89,5.89,5.89,90.512,90.512,90.512,90.512,90.512,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.92,5.92,5.92,5.92,5.92,91.082,91.082,91.082,91.082,91.082,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,5.89,5.89,5.89,5.89,5.89,90.512,90.512,90.512,90.512,90.512
INTC,2:2,15,15,15,9.79,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.21,9.21,9.21,9.21,9.21,94.093,94.093,94.093,94.093,94.093,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.17,9.17,9.17,9.17,9.17,93.7,93.7,93.7,93.7,93.7,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.21,9.21,9.21,9.21,9.21,94.093,94.093,94.093,94.093,94.093,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.17,9.17,9.17,9.17,9.17,93.7,93.7,93.7,93.7,93.7,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.21,9.21,9.21,9.21,9.21,94.093,94.093,94.093,94.093,94.093,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.17,9.17,9.17,9.17,9.17,93.7,93.7,93.7,93.7,93.7,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.21,9.21,9.21,9.21,9.21,94.093,94.093,94.093,94.093,94.093,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.17,9.17,9.17,9.17,9.17,93.7,93.7,93.7,93.7,93.7,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.21,9.21,9.21,9.21,9.21,94.093,94.093,94.093,94.093,94.093,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,9.17,9.17,9.17,9.17,9.17,93.7,93.7,93.7,93.7,93.7
INTC,2:2,25,25,25,15.94,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.4,15.4,15.4,15.4,15.4,96.606,96.606,96.606,96.606,96.606,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.35,15.35,15.35,15.35,15.35,96.297,96.297,96.297,96.297,96.297,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.4,15.4,15.4,15.4,15.4,96.606,96.606,96.606,96.606,96.606,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.35,15.35,15.35,15.35,15.35,96.297,96.297,96.297,96.297,96.297,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.4,15.4,15.4,15.4,15.4,96.606,96.606,96.606,96.606,96.606,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.35,15.35,15.35,15.35,15.35,96.297,96.297,96.297,96.297,96.297,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.4,15.4,15.4,15.4,15.4,96.606,96.606,96.606,96.606,96.606,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.35,15.35,15.35,15.35,15.35,96.297,96.297,96.297,96.297,96.297,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.4,15.4,15.4,15.4,15.4,96.606,96.606,96.606,96.606,96.606,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,15.35,15.35,15.35,15.35,15.35,96.297,96.297,96.297,96.297,96.297
INTC,2:2,50,50,50,32.82,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.3,32.3,32.3,32.3,32.3,98.402,98.402,98.402,98.402,98.402,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.23,32.23,32.23,32.23,32.23,98.199,98.199,98.199,98.199,98.199,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.3,32.3,32.3,32.3,32.3,98.402,98.402,98.402,98.402,98.402,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.23,32.23,32.23,32.23,32.23,98.199,98.199,98.199,98.199,98.199,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.3,32.3,32.3,32.3,32.3,98.402,98.402,98.402,98.402,98.402,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.23,32.23,32.23,32.23,32.23,98.199,98.199,98.199,98.199,98.199,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.3,32.3,32.3,32.3,32.3,98.402,98.402,98.402,98.402,98.402,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.23,32.23,32.23,32.23,32.23,98.199,98.199,98.199,98.199,98.199,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.3,32.3,32.3,32.3,32.3,98.402,98.402,98.402,98.402,98.402,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,32.23,32.23,32.23,32.23,32.23,98.199,98.199,98.199,98.199,98.199
INTC,2:2,100,100,100,71.06,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.59,70.59,70.59,70.59,70.59,99.34,99.34,99.34,99.34,99.34,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.47,70.47,70.47,70.47,70.47,99.169,99.169,99.169,99.169,99.169,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.59,70.59,70.59,70.59,70.59,99.34,99.34,99.34,99.34,99.34,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.47,70.47,70.47,70.47,70.47,99.169,99.169,99.169,99.169,99.169,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.59,70.59,70.59,70.59,70.59,99.34,99.34,99.34,99.34,99.34,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.47,70.47,70.47,70.47,70.47,99.169,99.169,99.169,99.169,99.169,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.59,70.59,70.59,70.59,70.59,99.34,99.34,99.34,99.34,99.34,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.47,70.47,70.47,70.47,70.47,99.169,99.169,99.169,99.169,99.169,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.59,70.59,70.59,70.59,70.59,99.34,99.34,99.34,99.34,99.34,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,70.47,70.47,70.47,70.47,70.47,99.169,99.169,99.169,99.169,99.169
INTC,2:2,500,481,481,364.46,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0,481,481,481,481,481,100.0,100.0,100.0,100.0,100.0,364.46,364.46,364.46,364.46,364.46,100.0,100.0,100.0,100.0,100.0
