stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
HBAN,1:4,2,2,2,0.46,1,1,50.0,50.0,0.3,0.3,66.659,66.659,1,1,50.0,50.0,0.3,0.3,66.659,66.659,1,1,50.0,50.0,0.3,0.3,66.659,66.659,1,1,50.0,50.0,0.3,0.3,66.659,66.659
HBAN,1:4,3,3,3,0.76,2,2,66.666,66.666,0.58,0.58,76.661,76.661,2,2,66.666,66.666,0.58,0.58,76.661,76.661,2,2,66.666,66.666,0.58,0.58,76.661,76.661,2,2,66.666,66.666,0.58,0.58,76.661,76.661
HBAN,1:4,4,3,3,0.84,2,2,66.666,66.666,0.61,0.61,72.741,72.741,3,3,100.0,100.0,0.84,0.84,100.0,100.0,2,2,66.666,66.666,0.61,0.61,72.741,72.741,3,3,100.0,100.0,0.84,0.84,100.0,100.0
HBAN,1:4,5,4,4,1.14,3,3,75.0,75.0,0.91,0.91,80.011,80.011,4,4,100.0,100.0,1.14,1.14,100.0,100.0,3,3,75.0,75.0,0.91,0.91,80.011,80.011,4,4,100.0,100.0,1.14,1.14,100.0,100.0
HBAN,1:4,10,8,8,2.44,7,7,87.5,87.5,2.38,2.38,97.649,97.649,7,7,87.5,87.5,2.38,2.38,97.649,97.649,7,7,87.5,87.5,2.38,2.38,97.649,97.649,7,7,87.5,87.5,2.38,2.38,97.649,97.649
HBAN,1:4,15,10,10,7.47,9,9,90.0,90.0,7.21,7.21,96.529,96.529,9,9,90.0,90.0,7.21,7.21,96.529,96.529,9,9,90.0,90.0,7.21,7.21,96.529,96.529,9,9,90.0,90.0,7.21,7.21,96.529,96.529
HBAN,1:4,25,15,15,10.36,15,15,100.0,100.0,10.36,10.36,100.0,100.0,15,15,100.0,100.0,10.36,10.36,100.0,100.0,15,15,100.0,100.0,10.36,10.36,100.0,100.0,15,15,100.0,100.0,10.36,10.36,100.0,100.0
HBAN,1:4,50,32,35,18.97,25,25,71.428,71.428,16.85,16.85,88.839,88.839,35,35,100.0,100.0,18.97,18.97,100.0,100.0,25,25,71.428,71.428,16.85,16.85,88.839,88.839,35,35,100.0,100.0,18.97,18.97,100.0,100.0
HBAN,1:4,100,53,53,95.81,52,52,98.113,98.113,95.23,95.23,99.391,99.391,52,52,98.113,98.113,95.23,95.23,99.391,99.391,52,52,98.113,98.113,95.23,95.23,99.391,99.391,52,52,98.113,98.113,95.23,95.23,99.391,99.391
HBAN,1:4,500,261,261,733.15,243,243,93.103,93.103,708.82,708.82,96.681,96.681,260,260,99.616,99.616,731.8,731.8,99.816,99.816,243,243,93.103,93.103,708.82,708.82,96.681,96.681,260,260,99.616,99.616,731.8,731.8,99.816,99.816
HBAN,1:4,1000,525,528,1684.18,491,491,92.992,92.992,1630.07,1630.07,96.787,96.787,528,528,100.0,100.0,1684.18,1684.18,100.0,100.0,491,491,92.992,92.992,1630.07,1630.07,96.787,96.787,528,528,100.0,100.0,1684.18,1684.18,100.0,100.0
HBAN,1:4,2000,1008,1009,10659.38,1008,1008,99.9,99.9,10659.38,10659.38,100.0,100.0,1008,1008,99.9,99.9,10656.51,10656.51,99.973,99.973,1008,1008,99.9,99.9,10659.38,10659.38,100.0,100.0,1008,1008,99.9,99.9,10656.51,10656.51,99.973,99.973
HBAN,1:4,5000,2526,2526,109609.68,2519,2519,99.722,99.722,109545.63,109545.63,99.942,99.942,2525,2525,99.96,99.96,109600.53,109600.53,99.992,99.992,2519,2519,99.722,99.722,109545.63,109545.63,99.942,99.942,2525,2525,99.96,99.96,109600.53,109600.53,99.992,99.992
HBAN,1:4,10000,5028,5028,244029.22,5024,5024,99.92,99.92,243960.22,243960.22,99.972,99.972,5027,5027,99.98,99.98,244011.97,244011.97,99.993,99.993,5024,5024,99.92,99.92,243960.22,243960.22,99.972,99.972,5027,5027,99.98,99.98,244011.97,244011.97,99.993,99.993
HBAN,1:4,20000,10063,10074,484507.55,10062,10062,99.88,99.88,484476.21,484476.21,99.994,99.994,10073,10073,99.99,99.99,484490.77,484490.77,99.997,99.997,10062,10062,99.88,99.88,484476.21,484476.21,99.994,99.994,10073,10073,99.99,99.99,484490.77,484490.77,99.997,99.997
HBAN,1:4,20414,10267,10270,489681.2,10265,10265,99.951,99.951,489647.5,489647.5,99.993,99.993,10269,10269,99.99,99.99,489664.35,489664.35,99.997,99.997,10265,10265,99.951,99.951,489647.5,489647.5,99.993,99.993,10269,10269,99.99,99.99,489664.35,489664.35,99.997,99.997
INTC,1:4,2,2,2,0.03,1,1,50.0,50.0,0.02,0.02,66.561,66.561,1,1,50.0,50.0,0.02,0.02,66.561,66.561,1,1,50.0,50.0,0.02,0.02,66.561,66.561,1,1,50.0,50.0,0.02,0.02,66.561,66.561
INTC,1:4,3,2,2,0.06,2,2,100.0,100.0,0.06,0.06,100.0,100.0,2,2,100.0,100.0,0.06,0.06,100.0,100.0,2,2,100.0,100.0,0.06,0.06,100.0,100.0,2,2,100.0,100.0,0.06,0.06,100.0,100.0
INTC,1:4,4,3,3,0.08,2,2,66.666,66.666,0.07,0.07,84.376,84.376,3,3,100.0,100.0,0.08,0.08,100.0,100.0,2,2,66.666,66.666,0.07,0.07,84.376,84.376,3,3,100.0,100.0,0.08,0.08,100.0,100.0
INTC,1:4,5,3,3,0.11,3,3,100.0,100.0,0.11,0.11,100.0,100.0,3,3,100.0,100.0,0.11,0.11,100.0,100.0,3,3,100.0,100.0,0.11,0.11,100.0,100.0,3,3,100.0,100.0,0.11,0.11,100.0,100.0
INTC,1:4,10,5,5,0.38,4,4,80.0,80.0,0.33,0.33,87.941,87.941,5,5,100.0,100.0,0.38,0.38,100.0,100.0,4,4,80.0,80.0,0.33,0.33,87.941,87.941,5,5,100.0,100.0,0.38,0.38,100.0,100.0
INTC,1:4,15,8,9,0.48,7,7,77.777,77.777,0.46,0.46,94.222,94.222,8,8,88.888,88.888,0.46,0.46,94.025,94.025,7,7,77.777,77.777,0.46,0.46,94.222,94.222,8,8,88.888,88.888,0.46,0.46,94.025,94.025
INTC,1:4,25,14,14,1.15,11,11,78.571,78.571,1.01,1.01,87.271,87.271,14,14,100.0,100.0,1.15,1.15,100.0,100.0,11,11,78.571,78.571,1.01,1.01,87.271,87.271,14,14,100.0,100.0,1.15,1.15,100.0,100.0
INTC,1:4,50,27,28,2.71,26,26,92.857,92.857,2.65,2.65,98.001,98.001,27,27,96.428,96.428,2.65,2.65,98.072,98.072,26,26,92.857,92.857,2.65,2.65,98.001,98.001,27,27,96.428,96.428,2.65,2.65,98.072,98.072
INTC,1:4,100,55,55,11.83,53,53,96.363,96.363,11.58,11.58,97.857,97.857,55,55,100.0,100.0,11.83,11.83,100.0,100.0,53,53,96.363,96.363,11.58,11.58,97.857,97.857,55,55,100.0,100.0,11.83,11.83,100.0,100.0
INTC,1:4,500,255,255,128.21,253,253,99.215,99.215,127.73,127.73,99.627,99.627,254,254,99.607,99.607,127.97,127.97,99.814,99.814,253,253,99.215,99.215,127.73,127.73,99.627,99.627,254,254,99.607,99.607,127.97,127.97,99.814,99.814
INTC,1:4,1000,508,508,549.09,505,505,99.409,99.409,548.23,548.23,99.845,99.845,507,507,99.803,99.803,548.8,548.8,99.948,99.948,505,505,99.409,99.409,548.23,548.23,99.845,99.845,507,507,99.803,99.803,548.8,548.8,99.948,99.948
INTC,1:4,2000,1019,1019,1405.65,1013,1013,99.411,99.411,1402.11,1402.11,99.748,99.748,1018,1018,99.901,99.901,1405.06,1405.06,99.958,99.958,1013,1013,99.411,99.411,1402.11,1402.11,99.748,99.748,1018,1018,99.901,99.901,1405.06,1405.06,99.958,99.958
INTC,1:4,5000,2504,2520,100470.03,2504,2504,99.365,99.365,100470.03,100470.03,100.0,100.0,2519,2519,99.96,99.96,100468.05,100468.05,99.998,99.998,2504,2504,99.365,99.365,100470.03,100470.03,100.0,100.0,2519,2519,99.96,99.96,100468.05,100468.05,99.998,99.998
INTC,1:4,10000,5054,5056,528953.4,5051,5051,99.901,99.901,528816.68,528816.68,99.974,99.974,5055,5055,99.98,99.98,528894.34,528894.34,99.989,99.989,5051,5051,99.901,99.901,528816.68,528816.68,99.974,99.974,5055,5055,99.98,99.98,528894.34,528894.34,99.989,99.989
INTC,1:4,20000,10088,10091,1058056.64,10082,10082,99.91,99.91,1057780.37,1057780.37,99.974,99.974,10090,10090,99.99,99.99,1057997.82,1057997.82,99.994,99.994,10082,10082,99.91,99.91,1057780.37,1057780.37,99.974,99.974,10090,10090,99.99,99.99,1057997.82,1057997.82,99.994,99.994
INTC,1:4,20414,10307,10307,1115660.45,10307,10307,100.0,100.0,1115660.45,1115660.45,100.0,100.0,10307,10307,100.0,100.0,1115660.45,1115660.45,100.0,100.0,10307,10307,100.0,100.0,1115660.45,1115660.45,100.0,100.0,10307,10307,100.0,100.0,1115660.45,1115660.45,100.0,100.0
J,1:4,2,2,2,0.04,1,1,50.0,50.0,0.04,0.04,99.761,99.761,1,1,50.0,50.0,0.04,0.04,99.761,99.761,1,1,50.0,50.0,0.04,0.04,99.761,99.761,1,1,50.0,50.0,0.04,0.04,99.761,99.761
J,1:4,3,2,2,0.06,1,1,50.0,50.0,0.04,0.04,66.587,66.587,2,2,100.0,100.0,0.06,0.06,100.0,100.0,1,1,50.0,50.0,0.04,0.04,66.587,66.587,2,2,100.0,100.0,0.06,0.06,100.0,100.0
J,1:4,4,2,2,0.1,2,2,100.0,100.0,0.1,0.1,100.0,100.0,2,2,100.0,100.0,0.1,0.1,100.0,100.0,2,2,100.0,100.0,0.1,0.1,100.0,100.0,2,2,100.0,100.0,0.1,0.1,100.0,100.0
J,1:4,5,3,3,0.17,2,2,66.666,66.666,0.14,0.14,83.313,83.313,2,2,66.666,66.666,0.14,0.14,83.313,83.313,2,2,66.666,66.666,0.14,0.14,83.313,83.313,2,2,66.666,66.666,0.14,0.14,83.313,83.313
J,1:4,10,4,6,1.5,4,4,66.666,66.666,1.5,1.5,100.0,100.0,5,5,83.333,83.333,1.3,1.3,86.804,86.804,4,4,66.666,66.666,1.5,1.5,100.0,100.0,5,5,83.333,83.333,1.3,1.3,86.804,86.804
J,1:4,15,8,8,2.63,7,7,87.5,87.5,2.49,2.49,94.837,94.837,7,7,87.5,87.5,2.49,2.49,94.837,94.837,7,7,87.5,87.5,2.49,2.49,94.837,94.837,7,7,87.5,87.5,2.49,2.49,94.837,94.837
J,1:4,25,13,14,3.46,12,12,85.714,85.714,3.37,3.37,97.261,97.261,14,14,100.0,100.0,3.46,3.46,100.0,100.0,12,12,85.714,85.714,3.37,3.37,97.261,97.261,14,14,100.0,100.0,3.46,3.46,100.0,100.0
J,1:4,50,26,26,6.02,26,26,100.0,100.0,6.02,6.02,100.0,100.0,26,26,100.0,100.0,6.02,6.02,100.0,100.0,26,26,100.0,100.0,6.02,6.02,100.0,100.0,26,26,100.0,100.0,6.02,6.02,100.0,100.0
J,1:4,100,53,53,26.05,52,52,98.113,98.113,25.71,25.71,98.686,98.686,53,53,100.0,100.0,26.05,26.05,100.0,100.0,52,52,98.113,98.113,25.71,25.71,98.686,98.686,53,53,100.0,100.0,26.05,26.05,100.0,100.0
J,1:4,500,257,260,499.96,255,255,98.076,98.076,497.57,497.57,99.521,99.521,260,260,100.0,100.0,499.96,499.96,100.0,100.0,255,255,98.076,98.076,497.57,497.57,99.521,99.521,260,260,100.0,100.0,499.96,499.96,100.0,100.0
J,1:4,1000,517,517,979.73,508,508,98.259,98.259,975.04,975.04,99.521,99.521,516,516,99.806,99.806,979.21,979.21,99.947,99.947,508,508,98.259,98.259,975.04,975.04,99.521,99.521,516,516,99.806,99.806,979.21,979.21,99.947,99.947
J,1:4,2000,1023,1023,1875.35,1002,1002,97.947,97.947,1848.06,1848.06,98.545,98.545,1023,1023,100.0,100.0,1875.35,1875.35,100.0,100.0,1002,1002,97.947,97.947,1848.06,1848.06,98.545,98.545,1023,1023,100.0,100.0,1875.35,1875.35,100.0,100.0
J,1:4,5000,2503,2503,54410.51,2500,2500,99.88,99.88,54396.35,54396.35,99.974,99.974,2502,2502,99.96,99.96,54405.79,54405.79,99.991,99.991,2500,2500,99.88,99.88,54396.35,54396.35,99.974,99.974,2502,2502,99.96,99.96,54405.79,54405.79,99.991,99.991
J,1:4,10000,5010,5010,791522.4,5009,5009,99.98,99.98,791499.76,791499.76,99.997,99.997,5009,5009,99.98,99.98,791499.76,791499.76,99.997,99.997,5009,5009,99.98,99.98,791499.76,791499.76,99.997,99.997,5009,5009,99.98,99.98,791499.76,791499.76,99.997,99.997
J,1:4,20000,10014,10021,1579339.16,10010,10010,99.89,99.89,1579248.71,1579248.71,99.994,99.994,10021,10021,100.0,100.0,1579339.16,1579339.16,100.0,100.0,10010,10010,99.89,99.89,1579248.71,1579248.71,99.994,99.994,10021,10021,100.0,100.0,1579339.16,1579339.16,100.0,100.0
J,1:4,20414,10234,10234,1702750.36,10229,10229,99.951,99.951,1702037.43,1702037.43,99.958,99.958,10234,10234,100.0,100.0,1702750.36,1702750.36,100.0,100.0,10229,10229,99.951,99.951,1702037.43,1702037.43,99.958,99.958,10234,10234,100.0,100.0,1702750.36,1702750.36,100.0,100.0
JBLU,1:4,2,2,2,13.23,1,1,50.0,50.0,7.53,7.53,56.945,56.945,1,1,50.0,50.0,7.53,7.53,56.945,56.945,1,1,50.0,50.0,7.53,7.53,56.945,56.945,1,1,50.0,50.0,7.53,7.53,56.945,56.945
JBLU,1:4,3,3,3,14.29,2,2,66.666,66.666,10.33,10.33,72.277,72.277,2,2,66.666,66.666,10.33,10.33,72.277,72.277,2,2,66.666,66.666,10.33,10.33,72.277,72.277,2,2,66.666,66.666,10.33,10.33,72.277,72.277
JBLU,1:4,4,4,4,14.95,3,3,75.0,75.0,11.91,11.91,79.718,79.718,3,3,75.0,75.0,11.91,11.91,79.718,79.718,3,3,75.0,75.0,11.91,11.91,79.718,79.718,3,3,75.0,75.0,11.91,11.91,79.718,79.718
JBLU,1:4,5,4,4,15.69,4,4,100.0,100.0,15.69,15.69,100.0,100.0,4,4,100.0,100.0,15.69,15.69,100.0,100.0,4,4,100.0,100.0,15.69,15.69,100.0,100.0,4,4,100.0,100.0,15.69,15.69,100.0,100.0
JBLU,1:4,10,7,7,26.95,6,6,85.714,85.714,24.26,24.26,89.999,89.999,6,6,85.714,85.714,24.26,24.26,89.999,89.999,6,6,85.714,85.714,24.26,24.26,89.999,89.999,6,6,85.714,85.714,24.26,24.26,89.999,89.999
JBLU,1:4,15,10,10,49.17,10,10,100.0,100.0,49.17,49.17,100.0,100.0,10,10,100.0,100.0,49.17,49.17,100.0,100.0,10,10,100.0,100.0,49.17,49.17,100.0,100.0,10,10,100.0,100.0,49.17,49.17,100.0,100.0
JBLU,1:4,25,14,14,91.43,14,14,100.0,100.0,91.43,91.43,100.0,100.0,14,14,100.0,100.0,91.43,91.43,100.0,100.0,14,14,100.0,100.0,91.43,91.43,100.0,100.0,14,14,100.0,100.0,91.43,91.43,100.0,100.0
JBLU,1:4,50,28,28,147.88,27,27,96.428,96.428,145.69,145.69,98.52,98.52,27,27,96.428,96.428,145.69,145.69,98.52,98.52,27,27,96.428,96.428,145.69,145.69,98.52,98.52,27,27,96.428,96.428,145.69,145.69,98.52,98.52
JBLU,1:4,100,60,60,346.5,59,59,98.333,98.333,343.36,343.36,99.095,99.095,59,59,98.333,98.333,343.36,343.36,99.095,99.095,59,59,98.333,98.333,343.36,343.36,99.095,99.095,59,59,98.333,98.333,343.36,343.36,99.095,99.095
JBLU,1:4,500,256,256,7628.58,255,255,99.609,99.609,7620.86,7620.86,99.899,99.899,255,255,99.609,99.609,7620.86,7620.86,99.899,99.899,255,255,99.609,99.609,7620.86,7620.86,99.899,99.899,255,255,99.609,99.609,7620.86,7620.86,99.899,99.899
JBLU,1:4,1000,519,519,11463.32,517,517,99.614,99.614,11450.31,11450.31,99.887,99.887,518,518,99.807,99.807,11456.81,11456.81,99.943,99.943,517,517,99.614,99.614,11450.31,11450.31,99.887,99.887,518,518,99.807,99.807,11456.81,11456.81,99.943,99.943
JBLU,1:4,2000,1026,1026,33017.14,1023,1023,99.707,99.707,32965.19,32965.19,99.843,99.843,1026,1026,100.0,100.0,33017.14,33017.14,100.0,100.0,1023,1023,99.707,99.707,32965.19,32965.19,99.843,99.843,1026,1026,100.0,100.0,33017.14,33017.14,100.0,100.0
JBLU,1:4,5000,2537,2538,105282.69,2536,2536,99.921,99.921,105263.74,105263.74,99.982,99.982,2537,2537,99.96,99.96,105263.75,105263.75,99.982,99.982,2536,2536,99.921,99.921,105263.74,105263.74,99.982,99.982,2537,2537,99.96,99.96,105263.75,105263.75,99.982,99.982
JBLU,1:4,9268,4686,4686,201401.85,4683,4683,99.935,99.935,201344.07,201344.07,99.971,99.971,4686,4686,100.0,100.0,201401.85,201401.85,100.0,100.0,4683,4683,99.935,99.935,201344.07,201344.07,99.971,99.971,4686,4686,100.0,100.0,201401.85,201401.85,100.0,100.0
K,1:4,2,2,2,14.62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,7.31,7.31,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,7.31,7.31,50.0,50.0
K,1:4,3,3,3,21.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,66.666,66.666,14.62,14.62,66.667,66.667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,66.666,66.666,14.62,14.62,66.667,66.667
K,1:4,4,4,4,29.0,3,3,75.0,75.0,21.94,21.94,75.647,75.647,3,3,75.0,75.0,21.94,21.94,75.647,75.647,3,3,75.0,75.0,21.94,21.94,75.647,75.647,3,3,75.0,75.0,21.94,21.94,75.647,75.647
K,1:4,5,5,5,36.15,4,4,80.0,80.0,29.09,29.09,80.467,80.467,4,4,80.0,80.0,29.09,29.09,80.467,80.467,4,4,80.0,80.0,29.09,29.09,80.467,80.467,4,4,80.0,80.0,29.09,29.09,80.467,80.467
K,1:4,10,10,10,72.56,9,9,90.0,90.0,65.5,65.5,90.267,90.267,9,9,90.0,90.0,65.5,65.5,90.267,90.267,9,9,90.0,90.0,65.5,65.5,90.267,90.267,9,9,90.0,90.0,65.5,65.5,90.267,90.267
K,1:4,15,15,15,109.06,14,14,93.333,93.333,101.99,101.99,93.524,93.524,14,14,93.333,93.333,101.99,101.99,93.524,93.524,14,14,93.333,93.333,101.99,101.99,93.524,93.524,14,14,93.333,93.333,101.99,101.99,93.524,93.524
K,1:4,25,25,25,182.4,24,24,96.0,96.0,175.33,175.33,96.128,96.128,24,24,96.0,96.0,175.33,175.33,96.128,96.128,24,24,96.0,96.0,175.33,175.33,96.128,96.128,24,24,96.0,96.0,175.33,175.33,96.128,96.128
K,1:4,50,50,50,381.17,49,49,98.0,98.0,374.1,374.1,98.147,98.147,49,49,98.0,98.0,374.1,374.1,98.147,98.147,49,49,98.0,98.0,374.1,374.1,98.147,98.147,49,49,98.0,98.0,374.1,374.1,98.147,98.147
K,1:4,100,100,100,778.46,95,95,95.0,95.0,743.15,743.15,95.464,95.464,99,99,99.0,99.0,771.4,771.4,99.093,99.093,95,95,95.0,95.0,743.15,743.15,95.464,95.464,99,99,99.0,99.0,771.4,771.4,99.093,99.093
K,1:4,500,500,500,3788.05,499,499,99.8,99.8,3782.67,3782.67,99.858,99.858,499,499,99.8,99.8,3782.67,3782.67,99.858,99.858,499,499,99.8,99.8,3782.67,3782.67,99.858,99.858,499,499,99.8,99.8,3782.67,3782.67,99.858,99.858
K,1:4,1000,999,999,9302.35,997,997,99.799,99.799,9291.35,9291.35,99.882,99.882,998,998,99.899,99.899,9296.85,9296.85,99.941,99.941,997,997,99.799,99.799,9291.35,9291.35,99.882,99.882,998,998,99.899,99.899,9296.85,9296.85,99.941,99.941
K,1:4,2000,1999,1999,19840.01,1997,1997,99.899,99.899,19829.01,19829.01,99.945,99.945,1998,1998,99.949,99.949,19834.51,19834.51,99.972,99.972,1997,1997,99.899,99.899,19829.01,19829.01,99.945,99.945,1998,1998,99.949,99.949,19834.51,19834.51,99.972,99.972
K,1:4,5000,2989,2989,151620.74,2976,2976,99.565,99.565,151463.16,151463.16,99.896,99.896,2988,2988,99.966,99.966,151608.62,151608.62,99.992,99.992,2976,2976,99.565,99.565,151463.16,151463.16,99.896,99.896,2988,2988,99.966,99.966,151608.62,151608.62,99.992,99.992
K,1:4,10000,5031,5040,681447.87,5026,5026,99.722,99.722,681054.44,681054.44,99.942,99.942,5040,5040,100.0,100.0,681447.87,681447.87,100.0,100.0,5026,5026,99.722,99.722,681054.44,681054.44,99.942,99.942,5040,5040,100.0,100.0,681447.87,681447.87,100.0,100.0
K,1:4,20000,10082,10082,1460236.49,10081,10081,99.99,99.99,1460161.55,1460161.55,99.995,99.995,10081,10081,99.99,99.99,1460161.55,1460161.55,99.995,99.995,10081,10081,99.99,99.99,1460161.55,1460161.55,99.995,99.995,10081,10081,99.99,99.99,1460161.55,1460161.55,99.995,99.995
K,1:4,23986,12026,12031,1925856.87,12021,12021,99.916,99.916,1925467.71,1925467.71,99.98,99.98,12030,12030,99.991,99.991,1925774.59,1925774.59,99.996,99.996,12021,12021,99.916,99.916,1925467.71,1925467.71,99.98,99.98,12030,12030,99.991,99.991,1925774.59,1925774.59,99.996,99.996
L,1:4,2,2,2,5.43,1,1,50.0,50.0,2.73,2.73,50.358,50.358,1,1,50.0,50.0,2.73,2.73,50.358,50.358,1,1,50.0,50.0,2.73,2.73,50.358,50.358,1,1,50.0,50.0,2.73,2.73,50.358,50.358
L,1:4,3,3,3,8.19,2,2,66.666,66.666,5.5,5.5,67.119,67.119,2,2,66.666,66.666,5.5,5.5,67.119,67.119,2,2,66.666,66.666,5.5,5.5,67.119,67.119,2,2,66.666,66.666,5.5,5.5,67.119,67.119
L,1:4,4,4,4,10.96,3,3,75.0,75.0,8.27,8.27,75.418,75.418,3,3,75.0,75.0,8.27,8.27,75.418,75.418,3,3,75.0,75.0,8.27,8.27,75.418,75.418,3,3,75.0,75.0,8.27,8.27,75.418,75.418
L,1:4,5,5,5,13.7,4,4,80.0,80.0,11.01,11.01,80.341,80.341,4,4,80.0,80.0,11.01,11.01,80.341,80.341,4,4,80.0,80.0,11.01,11.01,80.341,80.341,4,4,80.0,80.0,11.01,11.01,80.341,80.341
L,1:4,10,10,10,26.65,9,9,90.0,90.0,24.16,24.16,90.661,90.661,9,9,90.0,90.0,24.16,24.16,90.661,90.661,9,9,90.0,90.0,24.16,24.16,90.661,90.661,9,9,90.0,90.0,24.16,24.16,90.661,90.661
L,1:4,15,15,15,40.05,14,14,93.333,93.333,37.57,37.57,93.787,93.787,14,14,93.333,93.333,37.57,37.57,93.787,93.787,14,14,93.333,93.333,37.57,37.57,93.787,93.787,14,14,93.333,93.333,37.57,37.57,93.787,93.787
L,1:4,25,25,25,68.21,24,24,96.0,96.0,65.72,65.72,96.352,96.352,24,24,96.0,96.0,65.72,65.72,96.352,96.352,24,24,96.0,96.0,65.72,65.72,96.352,96.352,24,24,96.0,96.0,65.72,65.72,96.352,96.352
L,1:4,50,50,50,145.14,49,49,98.0,98.0,142.65,142.65,98.286,98.286,49,49,98.0,98.0,142.65,142.65,98.286,98.286,49,49,98.0,98.0,142.65,142.65,98.286,98.286,49,49,98.0,98.0,142.65,142.65,98.286,98.286
L,1:4,100,100,100,311.68,99,99,99.0,99.0,309.19,309.19,99.202,99.202,99,99,99.0,99.0,309.19,309.19,99.202,99.202,99,99,99.0,99.0,309.19,309.19,99.202,99.202,99,99,99.0,99.0,309.19,309.19,99.202,99.202
L,1:4,500,499,499,1861.36,498,498,99.799,99.799,1858.84,1858.84,99.864,99.864,498,498,99.799,99.799,1858.84,1858.84,99.864,99.864,498,498,99.799,99.799,1858.84,1858.84,99.864,99.864,498,498,99.799,99.799,1858.84,1858.84,99.864,99.864
L,1:4,1000,996,996,5008.32,995,995,99.899,99.899,5005.71,5005.71,99.948,99.948,995,995,99.899,99.899,5005.71,5005.71,99.948,99.948,995,995,99.899,99.899,5005.71,5005.71,99.948,99.948,995,995,99.899,99.899,5005.71,5005.71,99.948,99.948
L,1:4,2000,1845,1845,22730.01,1843,1843,99.891,99.891,22722.89,22722.89,99.969,99.969,1844,1844,99.945,99.945,22726.45,22726.45,99.984,99.984,1843,1843,99.891,99.891,22722.89,22722.89,99.969,99.969,1844,1844,99.945,99.945,22726.45,22726.45,99.984,99.984
L,1:4,5000,2513,2513,97272.69,2508,2508,99.801,99.801,97196.1,97196.1,99.921,99.921,2513,2513,100.0,100.0,97272.69,97272.69,100.0,100.0,2508,2508,99.801,99.801,97196.1,97196.1,99.921,99.921,2513,2513,100.0,100.0,97272.69,97272.69,100.0,100.0
L,1:4,10000,5020,5020,582361.52,5020,5020,100.0,100.0,582361.52,582361.52,100.0,100.0,5020,5020,100.0,100.0,582361.52,582361.52,100.0,100.0,5020,5020,100.0,100.0,582361.52,582361.52,100.0,100.0,5020,5020,100.0,100.0,582361.52,582361.52,100.0,100.0
L,1:4,20000,10038,10038,1133684.18,10037,10037,99.99,99.99,1133651.53,1133651.53,99.997,99.997,10038,10038,100.0,100.0,1133684.18,1133684.18,100.0,100.0,10037,10037,99.99,99.99,1133651.53,1133651.53,99.997,99.997,10038,10038,100.0,100.0,1133684.18,1133684.18,100.0,100.0
L,1:4,20414,10252,10252,1184495.99,10252,10252,100.0,100.0,1184495.99,1184495.99,100.0,100.0,10252,10252,100.0,100.0,1184495.99,1184495.99,100.0,100.0,10252,10252,100.0,100.0,1184495.99,1184495.99,100.0,100.0,10252,10252,100.0,100.0,1184495.99,1184495.99,100.0,100.0
M,1:4,2,1,1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,100.0,2.0,2.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,100.0,2.0,2.0,100.0,100.0
M,1:4,3,1,2,2.75,1,1,50.0,50.0,2.75,2.75,100.0,100.0,1,1,50.0,50.0,2.38,2.38,86.364,86.364,1,1,50.0,50.0,2.75,2.75,100.0,100.0,1,1,50.0,50.0,2.38,2.38,86.364,86.364
M,1:4,4,2,2,5.75,1,1,50.0,50.0,3.88,3.88,67.391,67.391,2,2,100.0,100.0,5.75,5.75,100.0,100.0,1,1,50.0,50.0,3.88,3.88,67.391,67.391,2,2,100.0,100.0,5.75,5.75,100.0,100.0
M,1:4,5,2,3,9.25,2,2,66.666,66.666,9.25,9.25,100.0,100.0,2,2,66.666,66.666,7.33,7.33,79.279,79.279,2,2,66.666,66.666,9.25,9.25,100.0,100.0,2,2,66.666,66.666,7.33,7.33,79.279,79.279
