stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
B,1:4,50,49,49,521.65,48,48,97.959,97.959,511.48,511.48,98.051,98.051,48,48,97.959,97.959,511.48,511.48,98.051,98.051,48,48,97.959,97.959,511.48,511.48,98.051,98.051,48,48,97.959,97.959,511.48,511.48,98.051,98.051
B,1:4,100,99,99,1091.21,96,96,96.969,96.969,1060.71,1060.71,97.205,97.205,98,98,98.989,98.989,1081.04,1081.04,99.068,99.068,96,96,96.969,96.969,1060.71,1060.71,97.205,97.205,98,98,98.989,98.989,1081.04,1081.04,99.068,99.068
B,1:4,500,495,495,6624.79,494,494,99.797,99.797,6615.04,6615.04,99.853,99.853,494,494,99.797,99.797,6615.04,6615.04,99.853,99.853,494,494,99.797,99.797,6615.04,6615.04,99.853,99.853,494,494,99.797,99.797,6615.04,6615.04,99.853,99.853
B,1:4,1000,990,990,12760.15,989,989,99.898,99.898,12752.24,12752.24,99.938,99.938,989,989,99.898,99.898,12752.24,12752.24,99.938,99.938,989,989,99.898,99.898,12752.24,12752.24,99.938,99.938,989,989,99.898,99.898,12752.24,12752.24,99.938,99.938
B,1:4,2000,1197,1197,21162.77,1186,1186,99.081,99.081,21115.7,21115.7,99.778,99.778,1197,1197,100.0,100.0,21162.77,21162.77,100.0,100.0,1186,1186,99.081,99.081,21115.7,21115.7,99.778,99.778,1197,1197,100.0,100.0,21162.77,21162.77,100.0,100.0
B,1:4,5000,2538,2538,56606.07,2507,2507,98.778,98.778,56259.31,56259.31,99.387,99.387,2538,2538,100.0,100.0,56606.07,56606.07,100.0,100.0,2507,2507,98.778,98.778,56259.31,56259.31,99.387,99.387,2538,2538,100.0,100.0,56606.07,56606.07,100.0,100.0
B,1:4,10000,5025,5028,451185.53,5024,5024,99.92,99.92,451162.74,451162.74,99.995,99.995,5028,5028,100.0,100.0,451185.53,451185.53,100.0,100.0,5024,5024,99.92,99.92,451162.74,451162.74,99.995,99.995,5028,5028,100.0,100.0,451185.53,451185.53,100.0,100.0
B,1:4,20000,10052,10052,878062.63,10050,10050,99.98,99.98,878020.32,878020.32,99.995,99.995,10051,10051,99.99,99.99,878041.47,878041.47,99.998,99.998,10050,10050,99.98,99.98,878020.32,878020.32,99.995,99.995,10051,10051,99.99,99.99,878041.47,878041.47,99.998,99.998
B,1:4,20414,10261,10261,944318.14,10260,10260,99.99,99.99,944296.33,944296.33,99.998,99.998,10260,10260,99.99,99.99,944296.33,944296.33,99.998,99.998,10260,10260,99.99,99.99,944296.33,944296.33,99.998,99.998,10260,10260,99.99,99.99,944296.33,944296.33,99.998,99.998
BA,1:4,2,2,2,0.07,1,1,50.0,50.0,0.06,0.06,93.514,93.514,1,1,50.0,50.0,0.06,0.06,93.514,93.514,1,1,50.0,50.0,0.06,0.06,93.514,93.514,1,1,50.0,50.0,0.06,0.06,93.514,93.514
BA,1:4,3,2,2,0.13,2,2,100.0,100.0,0.13,0.13,100.0,100.0,2,2,100.0,100.0,0.13,0.13,100.0,100.0,2,2,100.0,100.0,0.13,0.13,100.0,100.0,2,2,100.0,100.0,0.13,0.13,100.0,100.0
BA,1:4,4,3,3,0.16,2,2,66.666,66.666,0.15,0.15,92.892,92.892,2,2,66.666,66.666,0.15,0.15,92.892,92.892,2,2,66.666,66.666,0.15,0.15,92.892,92.892,2,2,66.666,66.666,0.15,0.15,92.892,92.892
BA,1:4,5,3,3,0.25,3,3,100.0,100.0,0.25,0.25,100.0,100.0,3,3,100.0,100.0,0.25,0.25,100.0,100.0,3,3,100.0,100.0,0.25,0.25,100.0,100.0,3,3,100.0,100.0,0.25,0.25,100.0,100.0
BA,1:4,10,7,7,0.62,7,7,100.0,100.0,0.62,0.62,100.0,100.0,7,7,100.0,100.0,0.62,0.62,100.0,100.0,7,7,100.0,100.0,0.62,0.62,100.0,100.0,7,7,100.0,100.0,0.62,0.62,100.0,100.0
BA,1:4,15,12,12,1.07,9,9,75.0,75.0,0.96,0.96,89.406,89.406,11,11,91.666,91.666,1.03,1.03,96.469,96.469,9,9,75.0,75.0,0.96,0.96,89.406,89.406,11,11,91.666,91.666,1.03,1.03,96.469,96.469
BA,1:4,25,14,14,3.53,13,13,92.857,92.857,3.44,3.44,97.299,97.299,13,13,92.857,92.857,3.44,3.44,97.299,97.299,13,13,92.857,92.857,3.44,3.44,97.299,97.299,13,13,92.857,92.857,3.44,3.44,97.299,97.299
BA,1:4,50,28,28,6.68,27,27,96.428,96.428,6.56,6.56,98.167,98.167,27,27,96.428,96.428,6.56,6.56,98.167,98.167,27,27,96.428,96.428,6.56,6.56,98.167,98.167,27,27,96.428,96.428,6.56,6.56,98.167,98.167
BA,1:4,100,57,57,19.32,55,55,96.491,96.491,18.99,18.99,98.328,98.328,57,57,100.0,100.0,19.32,19.32,100.0,100.0,55,55,96.491,96.491,18.99,18.99,98.328,98.328,57,57,100.0,100.0,19.32,19.32,100.0,100.0
BA,1:4,500,266,269,144.42,257,257,95.539,95.539,142.93,142.93,98.968,98.968,269,269,100.0,100.0,144.42,144.42,100.0,100.0,257,257,95.539,95.539,142.93,142.93,98.968,98.968,269,269,100.0,100.0,144.42,144.42,100.0,100.0
BA,1:4,1000,505,505,1066.04,504,504,99.801,99.801,1065.52,1065.52,99.951,99.951,504,504,99.801,99.801,1065.52,1065.52,99.951,99.951,504,504,99.801,99.801,1065.52,1065.52,99.951,99.951,504,504,99.801,99.801,1065.52,1065.52,99.951,99.951
BA,1:4,2000,1007,1008,5786.48,1005,1005,99.702,99.702,5783.3,5783.3,99.945,99.945,1008,1008,100.0,100.0,5786.48,5786.48,100.0,100.0,1005,1005,99.702,99.702,5783.3,5783.3,99.945,99.945,1008,1008,100.0,100.0,5786.48,5786.48,100.0,100.0
BA,1:4,5000,2513,2513,23150.24,2509,2509,99.84,99.84,23143.59,23143.59,99.971,99.971,2512,2512,99.96,99.96,23148.58,23148.58,99.993,99.993,2509,2509,99.84,99.84,23143.59,23143.59,99.971,99.971,2512,2512,99.96,99.96,23148.58,23148.58,99.993,99.993
BA,1:4,10000,5019,5019,468964.58,5017,5017,99.96,99.96,468936.89,468936.89,99.994,99.994,5018,5018,99.98,99.98,468950.74,468950.74,99.997,99.997,5017,5017,99.96,99.96,468936.89,468936.89,99.994,99.994,5018,5018,99.98,99.98,468950.74,468950.74,99.997,99.997
BA,1:4,20000,10026,10039,2739184.12,10025,10025,99.86,99.86,2738924.96,2738924.96,99.991,99.991,10038,10038,99.99,99.99,2739170.09,2739170.09,99.999,99.999,10025,10025,99.86,99.86,2738924.96,2738924.96,99.991,99.991,10038,10038,99.99,99.99,2739170.09,2739170.09,99.999,99.999
BA,1:4,29544,14793,14810,5074652.67,14788,14788,99.851,99.851,5073241.57,5073241.57,99.972,99.972,14809,14809,99.993,99.993,5074591.92,5074591.92,99.999,99.999,14788,14788,99.851,99.851,5073241.57,5073241.57,99.972,99.972,14809,14809,99.993,99.993,5074591.92,5074591.92,99.999,99.999
BAC,1:4,2,1,1,0.06,1,1,100.0,100.0,0.06,0.06,100.0,100.0,1,1,100.0,100.0,0.06,0.06,100.0,100.0,1,1,100.0,100.0,0.06,0.06,100.0,100.0,1,1,100.0,100.0,0.06,0.06,100.0,100.0
BAC,1:4,3,1,2,0.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.06,0.06,100.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.06,0.06,100.0,100.0
BAC,1:4,4,1,3,0.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,66.666,66.666,0.06,0.06,100.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,66.666,66.666,0.06,0.06,100.0,100.0
BAC,1:4,5,1,4,0.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,75.0,75.0,0.06,0.06,100.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,75.0,75.0,0.06,0.06,100.0,100.0
BAC,1:4,10,5,5,1.81,5,5,100.0,100.0,1.81,1.81,100.0,100.0,5,5,100.0,100.0,1.81,1.81,100.0,100.0,5,5,100.0,100.0,1.81,1.81,100.0,100.0,5,5,100.0,100.0,1.81,1.81,100.0,100.0
BAC,1:4,15,8,8,6.69,7,7,87.5,87.5,6.55,6.55,97.896,97.896,7,7,87.5,87.5,6.55,6.55,97.896,97.896,7,7,87.5,87.5,6.55,6.55,97.896,97.896,7,7,87.5,87.5,6.55,6.55,97.896,97.896
BAC,1:4,25,12,13,11.63,12,12,92.307,92.307,11.63,11.63,100.0,100.0,12,12,92.307,92.307,11.4,11.4,98.014,98.014,12,12,92.307,92.307,11.63,11.63,100.0,100.0,12,12,92.307,92.307,11.4,11.4,98.014,98.014
BAC,1:4,50,25,25,20.07,25,25,100.0,100.0,20.07,20.07,100.0,100.0,25,25,100.0,100.0,20.07,20.07,100.0,100.0,25,25,100.0,100.0,20.07,20.07,100.0,100.0,25,25,100.0,100.0,20.07,20.07,100.0,100.0
BAC,1:4,100,63,63,955.86,59,59,93.65,93.65,953.87,953.87,99.792,99.792,63,63,100.0,100.0,955.86,955.86,100.0,100.0,59,59,93.65,93.65,953.87,953.87,99.792,99.792,63,63,100.0,100.0,955.86,955.86,100.0,100.0
BAC,1:4,500,450,450,6818.7,447,447,99.333,99.333,6805.38,6805.38,99.805,99.805,449,449,99.777,99.777,6814.26,6814.26,99.935,99.935,447,447,99.333,99.333,6805.38,6805.38,99.805,99.805,449,449,99.777,99.777,6814.26,6814.26,99.935,99.935
BAC,1:4,1000,947,947,9591.0,942,942,99.472,99.472,9569.44,9569.44,99.775,99.775,946,946,99.894,99.894,9586.68,9586.68,99.955,99.955,942,942,99.472,99.472,9569.44,9569.44,99.775,99.775,946,946,99.894,99.894,9586.68,9586.68,99.955,99.955
BAC,1:4,2000,1946,1946,16161.16,1942,1942,99.794,99.794,16143.91,16143.91,99.893,99.893,1945,1945,99.948,99.948,16156.85,16156.85,99.973,99.973,1942,1942,99.794,99.794,16143.91,16143.91,99.893,99.893,1945,1945,99.948,99.948,16156.85,16156.85,99.973,99.973
BAC,1:4,5000,3302,3302,79146.18,3284,3284,99.454,99.454,79014.72,79014.72,99.834,99.834,3301,3301,99.969,99.969,79138.88,79138.88,99.991,99.991,3284,3284,99.454,99.454,79014.72,79014.72,99.834,99.834,3301,3301,99.969,99.969,79138.88,79138.88,99.991,99.991
BAC,1:4,10000,5012,5014,511889.57,5011,5011,99.94,99.94,511820.86,511820.86,99.987,99.987,5014,5014,100.0,100.0,511889.57,511889.57,100.0,100.0,5011,5011,99.94,99.94,511820.86,511820.86,99.987,99.987,5014,5014,100.0,100.0,511889.57,511889.57,100.0,100.0
BAC,1:4,20000,10048,10054,916435.74,10030,10030,99.761,99.761,915862.42,915862.42,99.937,99.937,10054,10054,100.0,100.0,916435.74,916435.74,100.0,100.0,10030,10030,99.761,99.761,915862.42,915862.42,99.937,99.937,10054,10054,100.0,100.0,916435.74,916435.74,100.0,100.0
BAC,1:4,23986,12047,12062,1134834.94,12035,12035,99.776,99.776,1134449.92,1134449.92,99.966,99.966,12062,12062,100.0,100.0,1134834.94,1134834.94,100.0,100.0,12035,12035,99.776,99.776,1134449.92,1134449.92,99.966,99.966,12062,12062,100.0,100.0,1134834.94,1134834.94,100.0,100.0
C,1:4,2,2,2,0.62,1,1,50.0,50.0,0.42,0.42,66.656,66.656,1,1,50.0,50.0,0.42,0.42,66.656,66.656,1,1,50.0,50.0,0.42,0.42,66.656,66.656,1,1,50.0,50.0,0.42,0.42,66.656,66.656
C,1:4,3,2,2,0.83,2,2,100.0,100.0,0.83,0.83,100.0,100.0,2,2,100.0,100.0,0.83,0.83,100.0,100.0,2,2,100.0,100.0,0.83,0.83,100.0,100.0,2,2,100.0,100.0,0.83,0.83,100.0,100.0
C,1:4,4,3,3,1.25,2,2,66.666,66.666,0.97,0.97,77.773,77.773,2,2,66.666,66.666,0.97,0.97,77.773,77.773,2,2,66.666,66.666,0.97,0.97,77.773,77.773,2,2,66.666,66.666,0.97,0.97,77.773,77.773
C,1:4,5,3,3,1.87,3,3,100.0,100.0,1.87,1.87,100.0,100.0,3,3,100.0,100.0,1.87,1.87,100.0,100.0,3,3,100.0,100.0,1.87,1.87,100.0,100.0,3,3,100.0,100.0,1.87,1.87,100.0,100.0
C,1:4,10,7,7,5.81,5,5,71.428,71.428,4.98,4.98,85.711,85.711,6,6,85.714,85.714,5.4,5.4,92.855,92.855,5,5,71.428,71.428,4.98,4.98,85.711,85.711,6,6,85.714,85.714,5.4,5.4,92.855,92.855
C,1:4,15,9,9,7.89,9,9,100.0,100.0,7.89,7.89,100.0,100.0,9,9,100.0,100.0,7.89,7.89,100.0,100.0,9,9,100.0,100.0,7.89,7.89,100.0,100.0,9,9,100.0,100.0,7.89,7.89,100.0,100.0
C,1:4,25,16,16,12.45,13,13,81.25,81.25,11.64,11.64,93.437,93.437,15,15,93.75,93.75,12.18,12.18,97.812,97.812,13,13,81.25,81.25,11.64,11.64,93.437,93.437,15,15,93.75,93.75,12.18,12.18,97.812,97.812
C,1:4,50,32,32,24.91,28,28,87.5,87.5,23.48,23.48,94.269,94.269,31,31,96.875,96.875,24.55,24.55,98.567,98.567,28,28,87.5,87.5,23.48,23.48,94.269,94.269,31,31,96.875,96.875,24.55,24.55,98.567,98.567
C,1:4,100,55,55,91.72,54,54,98.181,98.181,91.22,91.22,99.449,99.449,54,54,98.181,98.181,91.22,91.22,99.449,99.449,54,54,98.181,98.181,91.22,91.22,99.449,99.449,54,54,98.181,98.181,91.22,91.22,99.449,99.449
C,1:4,500,269,269,1390.7,263,263,97.769,97.769,1377.21,1377.21,99.03,99.03,269,269,100.0,100.0,1390.7,1390.7,100.0,100.0,263,263,97.769,97.769,1377.21,1377.21,99.03,99.03,269,269,100.0,100.0,1390.7,1390.7,100.0,100.0
C,1:4,1000,513,513,4954.95,503,503,98.05,98.05,4919.98,4919.98,99.294,99.294,513,513,100.0,100.0,4954.95,4954.95,100.0,100.0,503,503,98.05,98.05,4919.98,4919.98,99.294,99.294,513,513,100.0,100.0,4954.95,4954.95,100.0,100.0
C,1:4,2000,1008,1010,16473.54,999,999,98.91,98.91,16400.94,16400.94,99.559,99.559,1009,1009,99.9,99.9,16465.29,16465.29,99.95,99.95,999,999,98.91,98.91,16400.94,16400.94,99.559,99.559,1009,1009,99.9,99.9,16465.29,16465.29,99.95,99.95
C,1:4,5000,2527,2527,305846.8,2526,2526,99.96,99.96,305823.58,305823.58,99.992,99.992,2526,2526,99.96,99.96,305823.58,305823.58,99.992,99.992,2526,2526,99.96,99.96,305823.58,305823.58,99.992,99.992,2526,2526,99.96,99.96,305823.58,305823.58,99.992,99.992
C,1:4,10000,5018,5018,4834191.85,5018,5018,100.0,100.0,4834191.85,4834191.85,100.0,100.0,5018,5018,100.0,100.0,4834191.85,4834191.85,100.0,100.0,5018,5018,100.0,100.0,4834191.85,4834191.85,100.0,100.0,5018,5018,100.0,100.0,4834191.85,4834191.85,100.0,100.0
C,1:4,20000,10033,10034,9664620.35,10024,10024,99.9,99.9,9656714.61,9656714.61,99.918,99.918,10033,10033,99.99,99.99,9664535.49,9664535.49,99.999,99.999,10024,10024,99.9,99.9,9656714.61,9656714.61,99.918,99.918,10033,10033,99.99,99.99,9664535.49,9664535.49,99.999,99.999
C,1:4,22032,11072,11079,9756740.1,11070,11070,99.918,99.918,9755158.3,9755158.3,99.984,99.984,11079,11079,100.0,100.0,9756740.1,9756740.1,100.0,100.0,11070,11070,99.918,99.918,9755158.3,9755158.3,99.984,99.984,11079,11079,100.0,100.0,9756740.1,9756740.1,100.0,100.0
CMCSA,1:4,2,2,2,0.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.41,0.41,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.41,0.41,50.0,50.0
CMCSA,1:4,3,3,3,1.22,2,2,66.666,66.666,0.81,0.81,66.908,66.908,2,2,66.666,66.666,0.81,0.81,66.908,66.908,2,2,66.666,66.666,0.81,0.81,66.908,66.908,2,2,66.666,66.666,0.81,0.81,66.908,66.908
CMCSA,1:4,4,4,4,1.65,3,3,75.0,75.0,1.25,1.25,75.594,75.594,3,3,75.0,75.0,1.25,1.25,75.594,75.594,3,3,75.0,75.0,1.25,1.25,75.594,75.594,3,3,75.0,75.0,1.25,1.25,75.594,75.594
CMCSA,1:4,5,5,5,2.1,4,4,80.0,80.0,1.69,1.69,80.788,80.788,4,4,80.0,80.0,1.69,1.69,80.788,80.788,4,4,80.0,80.0,1.69,1.69,80.788,80.788,4,4,80.0,80.0,1.69,1.69,80.788,80.788
CMCSA,1:4,10,10,10,4.1,9,9,90.0,90.0,3.75,3.75,91.554,91.554,9,9,90.0,90.0,3.75,3.75,91.554,91.554,9,9,90.0,90.0,3.75,3.75,91.554,91.554,9,9,90.0,90.0,3.75,3.75,91.554,91.554
CMCSA,1:4,15,15,15,6.05,14,14,93.333,93.333,5.71,5.71,94.278,94.278,14,14,93.333,93.333,5.71,5.71,94.278,94.278,14,14,93.333,93.333,5.71,5.71,94.278,94.278,14,14,93.333,93.333,5.71,5.71,94.278,94.278
CMCSA,1:4,25,23,23,9.19,21,21,91.304,91.304,8.45,8.45,91.899,91.899,23,23,100.0,100.0,9.19,9.19,100.0,100.0,21,21,91.304,91.304,8.45,8.45,91.899,91.899,23,23,100.0,100.0,9.19,9.19,100.0,100.0
CMCSA,1:4,50,46,48,19.69,45,45,93.75,93.75,19.32,19.32,98.108,98.108,48,48,100.0,100.0,19.69,19.69,100.0,100.0,45,45,93.75,93.75,19.32,19.32,98.108,98.108,48,48,100.0,100.0,19.69,19.69,100.0,100.0
CMCSA,1:4,100,96,98,47.07,95,95,96.938,96.938,46.7,46.7,99.209,99.209,98,98,100.0,100.0,47.07,47.07,100.0,100.0,95,95,96.938,96.938,46.7,46.7,99.209,99.209,98,98,100.0,100.0,47.07,47.07,100.0,100.0
CMCSA,1:4,500,495,497,387.61,494,494,99.396,99.396,387.2,387.2,99.894,99.894,496,496,99.798,99.798,387.24,387.24,99.905,99.905,494,494,99.396,99.396,387.2,387.2,99.894,99.894,496,496,99.798,99.798,387.24,387.24,99.905,99.905
CMCSA,1:4,1000,995,995,921.23,993,993,99.798,99.798,920.47,920.47,99.918,99.918,994,994,99.899,99.899,920.85,920.85,99.959,99.959,993,993,99.798,99.798,920.47,920.47,99.918,99.918,994,994,99.899,99.899,920.85,920.85,99.959,99.959
CMCSA,1:4,2000,1995,1995,3980.94,1993,1993,99.899,99.899,3980.18,3980.18,99.981,99.981,1994,1994,99.949,99.949,3980.56,3980.56,99.99,99.99,1993,1993,99.899,99.899,3980.18,3980.18,99.981,99.981,1994,1994,99.949,99.949,3980.56,3980.56,99.99,99.99
CMCSA,1:4,5000,2524,2524,37806.79,2510,2510,99.445,99.445,37672.02,37672.02,99.644,99.644,2524,2524,100.0,100.0,37806.79,37806.79,100.0,100.0,2510,2510,99.445,99.445,37672.02,37672.02,99.644,99.644,2524,2524,100.0,100.0,37806.79,37806.79,100.0,100.0
CMCSA,1:4,10000,5034,5034,337204.58,5033,5033,99.98,99.98,337180.38,337180.38,99.993,99.993,5033,5033,99.98,99.98,337180.38,337180.38,99.993,99.993,5033,5033,99.98,99.98,337180.38,337180.38,99.993,99.993,5033,5033,99.98,99.98,337180.38,337180.38,99.993,99.993
CMCSA,1:4,20000,10076,10076,666445.93,10076,10076,100.0,100.0,666445.93,666445.93,100.0,100.0,10076,10076,100.0,100.0,666445.93,666445.93,100.0,100.0,10076,10076,100.0,100.0,666445.93,666445.93,100.0,100.0,10076,10076,100.0,100.0,666445.93,666445.93,100.0,100.0
CMCSA,1:4,20414,10265,10265,722438.14,10263,10263,99.98,99.98,722389.45,722389.45,99.993,99.993,10264,10264,99.99,99.99,722413.79,722413.79,99.997,99.997,10263,10263,99.98,99.98,722389.45,722389.45,99.993,99.993,10264,10264,99.99,99.99,722413.79,722413.79,99.997,99.997
CSCO,1:4,2,2,2,0.64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.32,0.32,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.32,0.32,50.0,50.0
CSCO,1:4,3,3,3,0.95,2,2,66.666,66.666,0.64,0.64,66.911,66.911,2,2,66.666,66.666,0.64,0.64,66.911,66.911,2,2,66.666,66.666,0.64,0.64,66.911,66.911,2,2,66.666,66.666,0.64,0.64,66.911,66.911
CSCO,1:4,4,4,4,1.28,3,3,75.0,75.0,0.96,0.96,75.34,75.34,3,3,75.0,75.0,0.96,0.96,75.34,75.34,3,3,75.0,75.0,0.96,0.96,75.34,75.34,3,3,75.0,75.0,0.96,0.96,75.34,75.34
CSCO,1:4,5,5,5,1.6,4,4,80.0,80.0,1.28,1.28,80.262,80.262,4,4,80.0,80.0,1.28,1.28,80.262,80.262,4,4,80.0,80.0,1.28,1.28,80.262,80.262,4,4,80.0,80.0,1.28,1.28,80.262,80.262
CSCO,1:4,10,10,10,3.22,9,9,90.0,90.0,2.9,2.9,90.189,90.189,9,9,90.0,90.0,2.9,2.9,90.189,90.189,9,9,90.0,90.0,2.9,2.9,90.189,90.189,9,9,90.0,90.0,2.9,2.9,90.189,90.189
CSCO,1:4,15,15,15,4.81,14,14,93.333,93.333,4.5,4.5,93.517,93.517,14,14,93.333,93.333,4.5,4.5,93.517,93.517,14,14,93.333,93.333,4.5,4.5,93.517,93.517,14,14,93.333,93.333,4.5,4.5,93.517,93.517
CSCO,1:4,25,25,25,8.28,24,24,96.0,96.0,7.97,7.97,96.23,96.23,24,24,96.0,96.0,7.97,7.97,96.23,96.23,24,24,96.0,96.0,7.97,7.97,96.23,96.23,24,24,96.0,96.0,7.97,7.97,96.23,96.23
CSCO,1:4,50,41,41,8.54,35,35,85.365,85.365,8.47,8.47,99.166,99.166,41,41,100.0,100.0,8.54,8.54,100.0,100.0,35,35,85.365,85.365,8.47,8.47,99.166,99.166,41,41,100.0,100.0,8.54,8.54,100.0,100.0
CSCO,1:4,100,57,57,10.26,57,57,100.0,100.0,10.26,10.26,100.0,100.0,57,57,100.0,100.0,10.26,10.26,100.0,100.0,57,57,100.0,100.0,10.26,10.26,100.0,100.0,57,57,100.0,100.0,10.26,10.26,100.0,100.0
CSCO,1:4,500,255,255,205.68,254,254,99.607,99.607,205.34,205.34,99.834,99.834,254,254,99.607,99.607,205.34,205.34,99.834,99.834,254,254,99.607,99.607,205.34,205.34,99.834,99.834,254,254,99.607,99.607,205.34,205.34,99.834,99.834
CSCO,1:4,1000,505,506,1849.24,502,502,99.209,99.209,1845.31,1845.31,99.788,99.788,505,505,99.802,99.802,1847.93,1847.93,99.929,99.929,502,502,99.209,99.209,1845.31,1845.31,99.788,99.788,505,505,99.802,99.802,1847.93,1847.93,99.929,99.929
CSCO,1:4,2000,1011,1014,16836.02,1010,1010,99.605,99.605,16832.51,16832.51,99.979,99.979,1013,1013,99.901,99.901,16832.52,16832.52,99.979,99.979,1010,1010,99.605,99.605,16832.51,16832.51,99.979,99.979,1013,1013,99.901,99.901,16832.52,16832.52,99.979,99.979
CSCO,1:4,5000,2522,2522,223228.42,2521,2521,99.96,99.96,223184.01,223184.01,99.98,99.98,2521,2521,99.96,99.96,223184.01,223184.01,99.98,99.98,2521,2521,99.96,99.96,223184.01,223184.01,99.98,99.98,2521,2521,99.96,99.96,223184.01,223184.01,99.98,99.98
CSCO,1:4,10000,5044,5045,488983.35,5042,5042,99.94,99.94,488888.42,488888.42,99.981,99.981,5044,5044,99.98,99.98,488935.89,488935.89,99.99,99.99,5042,5042,99.94,99.94,488888.42,488888.42,99.981,99.981,5044,5044,99.98,99.98,488935.89,488935.89,99.99,99.99
CSCO,1:4,15396,7786,7787,707577.37,7780,7780,99.91,99.91,707327.17,707327.17,99.965,99.965,7787,7787,100.0,100.0,707577.38,707577.38,100.0,100.0,7780,7780,99.91,99.91,707327.17,707327.17,99.965,99.965,7787,7787,100.0,100.0,707577.38,707577.38,100.0,100.0
D,1:4,2,2,2,26.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,13.17,13.17,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,13.17,13.17,50.0,50.0
D,1:4,3,3,3,39.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,66.666,66.666,26.33,26.33,66.667,66.667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,66.666,66.666,26.33,26.33,66.667,66.667
D,1:4,4,4,4,52.83,1,1,25.0,25.0,13.33,13.33,25.237,25.237,3,3,75.0,75.0,39.67,39.67,75.079,75.079,1,1,25.0,25.0,13.33,13.33,25.237,25.237,3,3,75.0,75.0,39.67,39.67,75.079,75.079
D,1:4,5,5,5,66.16,2,2,40.0,40.0,26.67,26.67,40.302,40.302,4,4,80.0,80.0,53.0,53.0,80.101,80.101,2,2,40.0,40.0,26.67,26.67,40.302,40.302,4,4,80.0,80.0,53.0,53.0,80.101,80.101
D,1:4,10,10,10,131.16,8,8,80.0,80.0,105.5,105.5,80.432,80.432,9,9,90.0,90.0,118.33,118.33,90.216,90.216,8,8,80.0,80.0,105.5,105.5,80.432,80.432,9,9,90.0,90.0,118.33,118.33,90.216,90.216
D,1:4,15,15,15,199.83,13,13,86.666,86.666,174.16,174.16,87.156,87.156,14,14,93.333,93.333,186.99,186.99,93.578,93.578,13,13,86.666,86.666,174.16,174.16,87.156,87.156,14,14,93.333,93.333,186.99,186.99,93.578,93.578
D,1:4,25,25,25,345.32,23,23,92.0,92.0,319.66,319.66,92.568,92.568,24,24,96.0,96.0,332.49,332.49,96.284,96.284,23,23,92.0,92.0,319.66,319.66,92.568,92.568,24,24,96.0,96.0,332.49,332.49,96.284,96.284
D,1:4,50,50,50,731.48,48,48,96.0,96.0,705.81,705.81,96.491,96.491,49,49,98.0,98.0,718.65,718.65,98.246,98.246,48,48,96.0,96.0,705.81,705.81,96.491,96.491,49,49,98.0,98.0,718.65,718.65,98.246,98.246
D,1:4,100,100,100,1510.29,98,98,98.0,98.0,1484.62,1484.62,98.301,98.301,99,99,99.0,99.0,1497.46,1497.46,99.15,99.15,98,98,98.0,98.0,1484.62,1484.62,98.301,98.301,99,99,99.0,99.0,1497.46,1497.46,99.15,99.15
