stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
A,3:3,2,2,2,408.93,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,55.51,55.51,55.51,55.51,55.51,55.51,55.51,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,208.97,208.97,208.97,208.97,208.97,208.97,208.97,51.102,51.102,51.102,51.102,51.102,51.102,51.102,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,55.51,55.51,55.51,55.51,55.51,55.51,55.51,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,208.97,208.97,208.97,208.97,208.97,208.97,208.97,51.102,51.102,51.102,51.102,51.102,51.102,51.102,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,55.51,55.51,55.51,55.51,55.51,55.51,55.51,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,208.97,208.97,208.97,208.97,208.97,208.97,208.97,51.102,51.102,51.102,51.102,51.102,51.102,51.102,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,55.51,55.51,55.51,55.51,55.51,55.51,55.51,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,208.97,208.97,208.97,208.97,208.97,208.97,208.97,51.102,51.102,51.102,51.102,51.102,51.102,51.102,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,55.51,55.51,55.51,55.51,55.51,55.51,55.51,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,208.97,208.97,208.97,208.97,208.97,208.97,208.97,51.102,51.102,51.102,51.102,51.102,51.102,51.102,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,55.51,55.51,55.51,55.51,55.51,55.51,55.51,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,208.97,208.97,208.97,208.97,208.97,208.97,208.97,51.102,51.102,51.102,51.102,51.102,51.102,51.102,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,55.51,55.51,55.51,55.51,55.51,55.51,55.51,1,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,208.97,208.97,208.97,208.97,208.97,208.97,208.97,51.102,51.102,51.102,51.102,51.102,51.102,51.102
A,3:3,3,3,3,603.54,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,419.53,419.53,419.53,419.53,419.53,419.53,419.53,69.511,69.511,69.511,69.511,69.511,69.511,69.511,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,406.65,406.65,406.65,406.65,406.65,406.65,406.65,67.378,67.378,67.378,67.378,67.378,67.378,67.378,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,419.53,419.53,419.53,419.53,419.53,419.53,419.53,69.511,69.511,69.511,69.511,69.511,69.511,69.511,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,406.65,406.65,406.65,406.65,406.65,406.65,406.65,67.378,67.378,67.378,67.378,67.378,67.378,67.378,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,419.53,419.53,419.53,419.53,419.53,419.53,419.53,69.511,69.511,69.511,69.511,69.511,69.511,69.511,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,406.65,406.65,406.65,406.65,406.65,406.65,406.65,67.378,67.378,67.378,67.378,67.378,67.378,67.378,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,419.53,419.53,419.53,419.53,419.53,419.53,419.53,69.511,69.511,69.511,69.511,69.511,69.511,69.511,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,406.65,406.65,406.65,406.65,406.65,406.65,406.65,67.378,67.378,67.378,67.378,67.378,67.378,67.378,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,419.53,419.53,419.53,419.53,419.53,419.53,419.53,69.511,69.511,69.511,69.511,69.511,69.511,69.511,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,406.65,406.65,406.65,406.65,406.65,406.65,406.65,67.378,67.378,67.378,67.378,67.378,67.378,67.378,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,419.53,419.53,419.53,419.53,419.53,419.53,419.53,69.511,69.511,69.511,69.511,69.511,69.511,69.511,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,406.65,406.65,406.65,406.65,406.65,406.65,406.65,67.378,67.378,67.378,67.378,67.378,67.378,67.378,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,419.53,419.53,419.53,419.53,419.53,419.53,419.53,69.511,69.511,69.511,69.511,69.511,69.511,69.511,2,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,66.666,406.65,406.65,406.65,406.65,406.65,406.65,406.65,67.378,67.378,67.378,67.378,67.378,67.378,67.378
A,3:3,4,4,4,793.19,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,608.77,608.77,608.77,608.77,608.77,608.77,608.77,76.75,76.75,76.75,76.75,76.75,76.75,76.75,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,598.68,598.68,598.68,598.68,598.68,598.68,598.68,75.477,75.477,75.477,75.477,75.477,75.477,75.477,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,608.77,608.77,608.77,608.77,608.77,608.77,608.77,76.75,76.75,76.75,76.75,76.75,76.75,76.75,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,598.68,598.68,598.68,598.68,598.68,598.68,598.68,75.477,75.477,75.477,75.477,75.477,75.477,75.477,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,608.77,608.77,608.77,608.77,608.77,608.77,608.77,76.75,76.75,76.75,76.75,76.75,76.75,76.75,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,598.68,598.68,598.68,598.68,598.68,598.68,598.68,75.477,75.477,75.477,75.477,75.477,75.477,75.477,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,608.77,608.77,608.77,608.77,608.77,608.77,608.77,76.75,76.75,76.75,76.75,76.75,76.75,76.75,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,598.68,598.68,598.68,598.68,598.68,598.68,598.68,75.477,75.477,75.477,75.477,75.477,75.477,75.477,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,608.77,608.77,608.77,608.77,608.77,608.77,608.77,76.75,76.75,76.75,76.75,76.75,76.75,76.75,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,598.68,598.68,598.68,598.68,598.68,598.68,598.68,75.477,75.477,75.477,75.477,75.477,75.477,75.477,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,608.77,608.77,608.77,608.77,608.77,608.77,608.77,76.75,76.75,76.75,76.75,76.75,76.75,76.75,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,598.68,598.68,598.68,598.68,598.68,598.68,598.68,75.477,75.477,75.477,75.477,75.477,75.477,75.477,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,608.77,608.77,608.77,608.77,608.77,608.77,608.77,76.75,76.75,76.75,76.75,76.75,76.75,76.75,3,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,598.68,598.68,598.68,598.68,598.68,598.68,598.68,75.477,75.477,75.477,75.477,75.477,75.477,75.477
A,3:3,5,5,5,977.07,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,798.23,798.23,798.23,798.23,798.23,798.23,798.23,81.697,81.697,81.697,81.697,81.697,81.697,81.697,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,786.39,786.39,786.39,786.39,786.39,786.39,786.39,80.485,80.485,80.485,80.485,80.485,80.485,80.485,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,798.23,798.23,798.23,798.23,798.23,798.23,798.23,81.697,81.697,81.697,81.697,81.697,81.697,81.697,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,786.39,786.39,786.39,786.39,786.39,786.39,786.39,80.485,80.485,80.485,80.485,80.485,80.485,80.485,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,798.23,798.23,798.23,798.23,798.23,798.23,798.23,81.697,81.697,81.697,81.697,81.697,81.697,81.697,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,786.39,786.39,786.39,786.39,786.39,786.39,786.39,80.485,80.485,80.485,80.485,80.485,80.485,80.485,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,798.23,798.23,798.23,798.23,798.23,798.23,798.23,81.697,81.697,81.697,81.697,81.697,81.697,81.697,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,786.39,786.39,786.39,786.39,786.39,786.39,786.39,80.485,80.485,80.485,80.485,80.485,80.485,80.485,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,798.23,798.23,798.23,798.23,798.23,798.23,798.23,81.697,81.697,81.697,81.697,81.697,81.697,81.697,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,786.39,786.39,786.39,786.39,786.39,786.39,786.39,80.485,80.485,80.485,80.485,80.485,80.485,80.485,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,798.23,798.23,798.23,798.23,798.23,798.23,798.23,81.697,81.697,81.697,81.697,81.697,81.697,81.697,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,786.39,786.39,786.39,786.39,786.39,786.39,786.39,80.485,80.485,80.485,80.485,80.485,80.485,80.485,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,798.23,798.23,798.23,798.23,798.23,798.23,798.23,81.697,81.697,81.697,81.697,81.697,81.697,81.697,4,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,80.0,786.39,786.39,786.39,786.39,786.39,786.39,786.39,80.485,80.485,80.485,80.485,80.485,80.485,80.485
A,3:3,10,10,10,1912.96,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,90.77,90.77,90.77,90.77,90.77,90.77,90.77,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,90.239,90.239,90.239,90.239,90.239,90.239,90.239,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,90.77,90.77,90.77,90.77,90.77,90.77,90.77,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,90.239,90.239,90.239,90.239,90.239,90.239,90.239,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,90.77,90.77,90.77,90.77,90.77,90.77,90.77,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,90.239,90.239,90.239,90.239,90.239,90.239,90.239,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,90.77,90.77,90.77,90.77,90.77,90.77,90.77,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,90.239,90.239,90.239,90.239,90.239,90.239,90.239,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,90.77,90.77,90.77,90.77,90.77,90.77,90.77,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,90.239,90.239,90.239,90.239,90.239,90.239,90.239,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,90.77,90.77,90.77,90.77,90.77,90.77,90.77,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,90.239,90.239,90.239,90.239,90.239,90.239,90.239,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,1736.39,90.77,90.77,90.77,90.77,90.77,90.77,90.77,9,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,1726.23,90.239,90.239,90.239,90.239,90.239,90.239,90.239
