stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
A,2:3,2,2,2,209.36,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,119.7,119.7,119.7,119.7,119.7,119.7,57.175,57.175,57.175,57.175,57.175,57.175,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,109.69,109.69,109.69,109.69,109.69,109.69,52.392,52.392,52.392,52.392,52.392,52.392,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,119.7,119.7,119.7,119.7,119.7,119.7,57.175,57.175,57.175,57.175,57.175,57.175,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,109.69,109.69,109.69,109.69,109.69,109.69,52.392,52.392,52.392,52.392,52.392,52.392,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,119.7,119.7,119.7,119.7,119.7,119.7,57.175,57.175,57.175,57.175,57.175,57.175,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,109.69,109.69,109.69,109.69,109.69,109.69,52.392,52.392,52.392,52.392,52.392,52.392,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,119.7,119.7,119.7,119.7,119.7,119.7,57.175,57.175,57.175,57.175,57.175,57.175,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,109.69,109.69,109.69,109.69,109.69,109.69,52.392,52.392,52.392,52.392,52.392,52.392,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,119.7,119.7,119.7,119.7,119.7,119.7,57.175,57.175,57.175,57.175,57.175,57.175,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,109.69,109.69,109.69,109.69,109.69,109.69,52.392,52.392,52.392,52.392,52.392,52.392,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,119.7,119.7,119.7,119.7,119.7,119.7,57.175,57.175,57.175,57.175,57.175,57.175,1,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,109.69,109.69,109.69,109.69,109.69,109.69,52.392,52.392,52.392,52.392,52.392,52.392
A,2:3,3,3,3,309.55,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,217.81,217.81,217.81,217.81,217.81,217.81,70.364,70.364,70.364,70.364,70.364,70.364,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,210.94,210.94,210.94,210.94,210.94,210.94,68.146,68.146,68.146,68.146,68.146,68.146,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,217.81,217.81,217.81,217.81,217.81,217.81,70.364,70.364,70.364,70.364,70.364,70.364,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,210.94,210.94,210.94,210.94,210.94,210.94,68.146,68.146,68.146,68.146,68.146,68.146,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,217.81,217.81,217.81,217.81,217.81,217.81,70.364,70.364,70.364,70.364,70.364,70.364,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,210.94,210.94,210.94,210.94,210.94,210.94,68.146,68.146,68.146,68.146,68.146,68.146,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,217.81,217.81,217.81,217.81,217.81,217.81,70.364,70.364,70.364,70.364,70.364,70.364,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,210.94,210.94,210.94,210.94,210.94,210.94,68.146,68.146,68.146,68.146,68.146,68.146,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,217.81,217.81,217.81,217.81,217.81,217.81,70.364,70.364,70.364,70.364,70.364,70.364,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,210.94,210.94,210.94,210.94,210.94,210.94,68.146,68.146,68.146,68.146,68.146,68.146,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,217.81,217.81,217.81,217.81,217.81,217.81,70.364,70.364,70.364,70.364,70.364,70.364,2,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,66.666,210.94,210.94,210.94,210.94,210.94,210.94,68.146,68.146,68.146,68.146,68.146,68.146
A,2:3,4,4,4,405.58,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,313.44,313.44,313.44,313.44,313.44,313.44,77.282,77.282,77.282,77.282,77.282,77.282,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,308.15,308.15,308.15,308.15,308.15,308.15,75.978,75.978,75.978,75.978,75.978,75.978,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,313.44,313.44,313.44,313.44,313.44,313.44,77.282,77.282,77.282,77.282,77.282,77.282,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,308.15,308.15,308.15,308.15,308.15,308.15,75.978,75.978,75.978,75.978,75.978,75.978,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,313.44,313.44,313.44,313.44,313.44,313.44,77.282,77.282,77.282,77.282,77.282,77.282,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,308.15,308.15,308.15,308.15,308.15,308.15,75.978,75.978,75.978,75.978,75.978,75.978,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,313.44,313.44,313.44,313.44,313.44,313.44,77.282,77.282,77.282,77.282,77.282,77.282,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,308.15,308.15,308.15,308.15,308.15,308.15,75.978,75.978,75.978,75.978,75.978,75.978,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,313.44,313.44,313.44,313.44,313.44,313.44,77.282,77.282,77.282,77.282,77.282,77.282,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,308.15,308.15,308.15,308.15,308.15,308.15,75.978,75.978,75.978,75.978,75.978,75.978,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,313.44,313.44,313.44,313.44,313.44,313.44,77.282,77.282,77.282,77.282,77.282,77.282,3,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,75.0,308.15,308.15,308.15,308.15,308.15,308.15,75.978,75.978,75.978,75.978,75.978,75.978
A,2:3,5,5,5,499.46,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,410.62,410.62,410.62,410.62,410.62,410.62,82.213,82.213,82.213,82.213,82.213,82.213,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,404.48,404.48,404.48,404.48,404.48,404.48,80.983,80.983,80.983,80.983,80.983,80.983,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,410.62,410.62,410.62,410.62,410.62,410.62,82.213,82.213,82.213,82.213,82.213,82.213,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,404.48,404.48,404.48,404.48,404.48,404.48,80.983,80.983,80.983,80.983,80.983,80.983,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,410.62,410.62,410.62,410.62,410.62,410.62,82.213,82.213,82.213,82.213,82.213,82.213,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,404.48,404.48,404.48,404.48,404.48,404.48,80.983,80.983,80.983,80.983,80.983,80.983,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,410.62,410.62,410.62,410.62,410.62,410.62,82.213,82.213,82.213,82.213,82.213,82.213,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,404.48,404.48,404.48,404.48,404.48,404.48,80.983,80.983,80.983,80.983,80.983,80.983,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,410.62,410.62,410.62,410.62,410.62,410.62,82.213,82.213,82.213,82.213,82.213,82.213,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,404.48,404.48,404.48,404.48,404.48,404.48,80.983,80.983,80.983,80.983,80.983,80.983,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,410.62,410.62,410.62,410.62,410.62,410.62,82.213,82.213,82.213,82.213,82.213,82.213,4,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,80.0,404.48,404.48,404.48,404.48,404.48,404.48,80.983,80.983,80.983,80.983,80.983,80.983
A,2:3,10,10,10,973.31,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,885.8,885.8,885.8,885.8,885.8,885.8,91.009,91.009,91.009,91.009,91.009,91.009,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,880.63,880.63,880.63,880.63,880.63,880.63,90.478,90.478,90.478,90.478,90.478,90.478,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,885.8,885.8,885.8,885.8,885.8,885.8,91.009,91.009,91.009,91.009,91.009,91.009,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,880.63,880.63,880.63,880.63,880.63,880.63,90.478,90.478,90.478,90.478,90.478,90.478,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,885.8,885.8,885.8,885.8,885.8,885.8,91.009,91.009,91.009,91.009,91.009,91.009,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,880.63,880.63,880.63,880.63,880.63,880.63,90.478,90.478,90.478,90.478,90.478,90.478,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,885.8,885.8,885.8,885.8,885.8,885.8,91.009,91.009,91.009,91.009,91.009,91.009,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,880.63,880.63,880.63,880.63,880.63,880.63,90.478,90.478,90.478,90.478,90.478,90.478,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,885.8,885.8,885.8,885.8,885.8,885.8,91.009,91.009,91.009,91.009,91.009,91.009,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,880.63,880.63,880.63,880.63,880.63,880.63,90.478,90.478,90.478,90.478,90.478,90.478,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,885.8,885.8,885.8,885.8,885.8,885.8,91.009,91.009,91.009,91.009,91.009,91.009,9,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,90.0,880.63,880.63,880.63,880.63,880.63,880.63,90.478,90.478,90.478,90.478,90.478,90.478
A,2:3,15,15,15,1473.18,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1387.86,1387.86,1387.86,1387.86,1387.86,1387.86,94.209,94.209,94.209,94.209,94.209,94.209,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1381.19,1381.19,1381.19,1381.19,1381.19,1381.19,93.756,93.756,93.756,93.756,93.756,93.756,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1387.86,1387.86,1387.86,1387.86,1387.86,1387.86,94.209,94.209,94.209,94.209,94.209,94.209,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1381.19,1381.19,1381.19,1381.19,1381.19,1381.19,93.756,93.756,93.756,93.756,93.756,93.756,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1387.86,1387.86,1387.86,1387.86,1387.86,1387.86,94.209,94.209,94.209,94.209,94.209,94.209,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1381.19,1381.19,1381.19,1381.19,1381.19,1381.19,93.756,93.756,93.756,93.756,93.756,93.756,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1387.86,1387.86,1387.86,1387.86,1387.86,1387.86,94.209,94.209,94.209,94.209,94.209,94.209,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1381.19,1381.19,1381.19,1381.19,1381.19,1381.19,93.756,93.756,93.756,93.756,93.756,93.756,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1387.86,1387.86,1387.86,1387.86,1387.86,1387.86,94.209,94.209,94.209,94.209,94.209,94.209,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1381.19,1381.19,1381.19,1381.19,1381.19,1381.19,93.756,93.756,93.756,93.756,93.756,93.756,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1387.86,1387.86,1387.86,1387.86,1387.86,1387.86,94.209,94.209,94.209,94.209,94.209,94.209,14,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,93.333,1381.19,1381.19,1381.19,1381.19,1381.19,1381.19,93.756,93.756,93.756,93.756,93.756,93.756
A,2:3,25,25,25,2496.51,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2413.05,2413.05,2413.05,2413.05,2413.05,2413.05,96.657,96.657,96.657,96.657,96.657,96.657,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2404.68,2404.68,2404.68,2404.68,2404.68,2404.68,96.322,96.322,96.322,96.322,96.322,96.322,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2413.05,2413.05,2413.05,2413.05,2413.05,2413.05,96.657,96.657,96.657,96.657,96.657,96.657,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2404.68,2404.68,2404.68,2404.68,2404.68,2404.68,96.322,96.322,96.322,96.322,96.322,96.322,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2413.05,2413.05,2413.05,2413.05,2413.05,2413.05,96.657,96.657,96.657,96.657,96.657,96.657,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2404.68,2404.68,2404.68,2404.68,2404.68,2404.68,96.322,96.322,96.322,96.322,96.322,96.322,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2413.05,2413.05,2413.05,2413.05,2413.05,2413.05,96.657,96.657,96.657,96.657,96.657,96.657,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2404.68,2404.68,2404.68,2404.68,2404.68,2404.68,96.322,96.322,96.322,96.322,96.322,96.322,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2413.05,2413.05,2413.05,2413.05,2413.05,2413.05,96.657,96.657,96.657,96.657,96.657,96.657,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2404.68,2404.68,2404.68,2404.68,2404.68,2404.68,96.322,96.322,96.322,96.322,96.322,96.322,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2413.05,2413.05,2413.05,2413.05,2413.05,2413.05,96.657,96.657,96.657,96.657,96.657,96.657,24,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,96.0,2404.68,2404.68,2404.68,2404.68,2404.68,2404.68,96.322,96.322,96.322,96.322,96.322,96.322
A,2:3,50,50,50,6358.77,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6300.54,6300.54,6300.54,6300.54,6300.54,6300.54,99.084,99.084,99.084,99.084,99.084,99.084,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6265.72,6265.72,6265.72,6265.72,6265.72,6265.72,98.537,98.537,98.537,98.537,98.537,98.537,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6300.54,6300.54,6300.54,6300.54,6300.54,6300.54,99.084,99.084,99.084,99.084,99.084,99.084,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6265.72,6265.72,6265.72,6265.72,6265.72,6265.72,98.537,98.537,98.537,98.537,98.537,98.537,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6300.54,6300.54,6300.54,6300.54,6300.54,6300.54,99.084,99.084,99.084,99.084,99.084,99.084,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6265.72,6265.72,6265.72,6265.72,6265.72,6265.72,98.537,98.537,98.537,98.537,98.537,98.537,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6300.54,6300.54,6300.54,6300.54,6300.54,6300.54,99.084,99.084,99.084,99.084,99.084,99.084,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6265.72,6265.72,6265.72,6265.72,6265.72,6265.72,98.537,98.537,98.537,98.537,98.537,98.537,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6300.54,6300.54,6300.54,6300.54,6300.54,6300.54,99.084,99.084,99.084,99.084,99.084,99.084,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6265.72,6265.72,6265.72,6265.72,6265.72,6265.72,98.537,98.537,98.537,98.537,98.537,98.537,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6300.54,6300.54,6300.54,6300.54,6300.54,6300.54,99.084,99.084,99.084,99.084,99.084,99.084,49,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,98.0,6265.72,6265.72,6265.72,6265.72,6265.72,6265.72,98.537,98.537,98.537,98.537,98.537,98.537
