stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,0.97,2.020,0.97,484665.42,484665.42,0.65,62.42,436070.67,62.758,436070.67,62.758,0.65,62.42,434301.80,62.637,434301.80,62.637
Average,1:2:3,3,1.53,18.181,1.53,687474.58,687474.58,1.13,75.35,630162.44,82.956,630162.44,82.956,1.13,75.35,629549.59,82.731,629549.59,82.731
Average,1:2:3,4,1.98,29.656,1.98,1162844.58,1162844.58,1.59,81.76,1098896.23,89.889,1098896.23,89.889,1.59,81.76,1099610.89,89.947,1099610.89,89.947
Average,1:2:3,5,2.46,39.959,2.46,1378799.63,1378799.63,2.12,86.86,1347439.37,93.268,1347439.37,93.268,2.12,86.86,1348226.89,93.213,1348226.89,93.213
Average,1:2:3,10,4.93,65.512,4.93,2268352.38,2268352.38,4.61,93.75,2244875.98,97.865,2244875.98,97.865,4.61,93.75,2246569.24,97.929,2246569.24,97.929
Average,1:2:3,15,7.30,75.470,7.30,4069362.00,4069362.00,7.00,95.76,4043389.82,98.551,4043389.82,98.551,7.00,95.76,4044939.25,98.575,4044939.25,98.575
Average,1:2:3,25,12.48,84.994,12.48,7931759.90,7931759.90,12.17,97.57,7902820.39,99.227,7902820.39,99.227,12.17,97.57,7904052.44,99.251,7904052.44,99.251
Average,1:2:3,50,25.12,92.303,25.12,15170949.03,15170949.03,24.72,98.43,15132755.57,99.613,15132755.57,99.613,24.72,98.43,15130547.77,99.606,15130547.77,99.606
Average,1:2:3,100,49.83,96.053,49.83,29379752.89,29379752.89,49.50,99.36,29359668.49,99.815,29359668.49,99.815,49.50,99.36,29359660.71,99.816,29359660.71,99.816
Average,1:2:3,500,249.72,99.201,249.72,140907549.15,140907549.15,249.35,99.85,140870048.43,99.959,140870048.43,99.959,249.35,99.85,140869481.43,99.958,140869481.43,99.958
Average,1:2:3,1000,500.17,99.600,500.20,287543505.89,287543505.89,499.87,99.93,287513198.30,99.983,287513198.30,99.983,499.87,99.93,287514798.15,99.984,287514798.15,99.984
