stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3:4,2,1.04,3.838,1.04,365838.53,365838.53,0.67,61.51,302839.52,63.335,302839.52,63.335,0.67,61.51,301836.90,63.246,301836.90,63.246
Average,1:2:3:4,3,1.52,17.676,1.52,597904.24,597904.24,1.16,78.88,525754.80,84.093,525754.80,84.093,1.16,78.88,525353.34,83.936,525353.34,83.936
Average,1:2:3:4,4,2.05,31.575,2.05,825594.30,825594.30,1.69,83.78,757889.80,90.016,757889.80,90.016,1.69,83.78,759342.98,90.133,759342.98,90.133
Average,1:2:3:4,5,2.49,40.484,2.49,996935.63,996935.63,2.13,86.86,934907.97,92.936,934907.97,92.936,2.13,86.86,934662.30,92.838,934662.30,92.838
Average,1:2:3:4,10,5.09,66.519,5.09,2194195.35,2194195.35,4.78,94.32,2138460.48,97.370,2138460.48,97.370,4.78,94.32,2137720.48,97.329,2137720.48,97.329
Average,1:2:3:4,15,7.48,76.064,7.48,3280708.92,3280708.92,7.18,96.07,3225839.98,98.213,3225839.98,98.213,7.18,96.07,3224745.51,98.204,3224745.51,98.204
Average,1:2:3:4,25,12.49,85.016,12.49,5550758.46,5550758.46,12.14,97.22,5490148.11,98.877,5490148.11,98.877,12.14,97.22,5491382.91,98.908,5491382.91,98.908
Average,1:2:3:4,50,24.85,92.220,24.85,11130688.54,11130688.54,24.52,98.68,11066699.29,99.415,11066699.29,99.415,24.52,98.68,11067813.46,99.428,11067813.46,99.428
Average,1:2:3:4,100,50.12,96.078,50.12,22527871.75,22527871.75,49.81,99.39,22467778.74,99.731,22467778.74,99.731,49.81,99.38,22469631.54,99.739,22469631.54,99.739
Average,1:2:3:4,500,249.86,99.202,249.86,112401710.90,112401710.90,249.50,99.85,112337259.10,99.942,112337259.10,99.942,249.50,99.85,112335901.17,99.941,112335901.17,99.941
Average,1:2:3:4,1000,500.47,99.601,500.47,224556659.76,224556659.76,500.08,99.92,224482548.40,99.966,224482548.40,99.966,500.08,99.92,224481614.52,99.966,224481614.52,99.966
