stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,0.92,2.424,0.92,287333.00,287333.00,0.55,52.12,248569.70,53.358,248569.70,53.358,0.55,52.12,248083.41,53.175,248083.41,53.175
Average,1:2:2,3,1.42,15.151,1.42,496176.64,496176.64,1.06,74.79,454220.48,81.259,454220.48,81.259,1.06,74.79,452160.95,81.126,452160.95,81.126
Average,1:2:2,4,1.89,26.919,1.89,781540.19,781540.19,1.58,85.20,747491.46,91.518,747491.46,91.518,1.58,85.20,747599.02,91.320,747599.02,91.320
Average,1:2:2,5,2.48,39.898,2.48,1018217.19,1018217.19,2.10,85.07,985758.13,92.994,985758.13,92.994,2.10,85.07,985486.16,92.940,985486.16,92.940
Average,1:2:2,10,4.98,65.647,4.98,2250588.78,2250588.78,4.66,93.70,2226050.54,97.946,2226050.54,97.946,4.66,93.70,2225941.60,97.964,2225941.60,97.964
Average,1:2:2,15,7.43,75.872,7.43,3221604.97,3221604.97,7.09,95.56,3198571.87,98.623,3198571.87,98.623,7.09,95.52,3200135.99,98.622,3200135.99,98.622
Average,1:2:2,25,12.39,84.870,12.39,5835457.37,5835457.37,12.02,97.04,5813778.68,99.149,5813778.68,99.149,12.02,97.04,5813665.54,99.175,5813665.54,99.175
Average,1:2:2,50,24.79,92.200,24.80,11795151.68,11795151.68,24.34,98.18,11763035.18,99.555,11763035.18,99.555,24.34,98.17,11762965.44,99.554,11762965.44,99.554
Average,1:2:2,100,49.82,96.053,49.83,23005604.60,23005604.60,49.43,99.22,22979595.41,99.792,22979595.41,99.792,49.43,99.22,22979821.23,99.792,22979821.23,99.792
Average,1:2:2,500,249.07,99.199,249.08,114838877.74,114838877.74,248.72,99.86,114818178.14,99.960,114818178.14,99.960,248.72,99.85,114818936.08,99.961,114818936.08,99.961
Average,1:2:2,1000,499.01,99.599,499.09,229446488.77,229446488.77,498.75,99.94,229423273.35,99.982,229423273.35,99.982,498.75,99.93,229424134.58,99.982,229424134.58,99.982
