stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,1.01,3.636,1.01,150079.35,150079.35,0.58,52.72,118267.19,54.738,118267.19,54.738,0.58,52.72,117951.95,54.640,117951.95,54.640
Average,1:2:2,3,1.44,14.949,1.44,254977.03,254977.03,1.09,76.76,224114.34,80.999,224114.34,80.999,1.09,76.76,223270.17,80.838,223270.17,80.838
Average,1:2:2,4,1.89,27.838,1.89,323715.86,323715.86,1.53,79.84,292864.42,85.707,292864.42,85.707,1.53,79.84,293424.59,85.863,293424.59,85.863
Average,1:2:2,5,2.52,41.191,2.52,467538.15,467538.15,2.14,85.40,434458.83,91.421,434458.83,91.421,2.14,85.40,434244.75,91.479,434244.75,91.479
Average,1:2:2,10,5.00,65.865,5.00,965542.92,965542.92,4.62,92.31,932544.05,96.439,932544.05,96.439,4.62,92.31,932761.31,96.471,932761.31,96.471
Average,1:2:2,15,7.50,76.068,7.50,1477848.15,1477848.15,7.10,94.81,1444105.99,97.700,1444105.99,97.700,7.10,94.81,1444101.90,97.692,1444101.90,97.692
Average,1:2:2,25,12.43,84.884,12.43,2438361.19,2438361.19,12.03,96.87,2406343.41,98.686,2406343.41,98.686,12.03,96.87,2405594.77,98.653,2405594.77,98.653
Average,1:2:2,50,25.14,92.307,25.14,5004238.65,5004238.65,24.81,98.70,4977493.35,99.463,4977493.35,99.463,24.81,98.70,4977182.82,99.456,4977182.82,99.456
Average,1:2:2,100,50.07,96.071,50.07,10012759.96,10012759.96,49.68,99.21,9980649.11,99.677,9980649.11,99.677,49.68,99.21,9980502.04,99.676,9980502.04,99.676
Average,1:2:2,500,249.93,99.202,249.93,49824268.75,49824268.75,249.58,99.85,49796996.82,99.945,49796996.82,99.945,249.58,99.85,49796628.81,99.944,49796628.81,99.944
Average,1:2:2,1000,499.56,99.600,499.56,100017367.34,100017367.34,499.13,99.91,99983361.59,99.965,99983361.59,99.965,499.13,99.91,99982270.55,99.964,99982270.55,99.964
