stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3:4,2,0.95,2.424,0.95,916662.35,916662.35,0.63,59.69,866742.11,60.820,866742.11,60.820,0.63,59.69,865897.75,60.647,865897.75,60.647
Average,1:2:3:4,3,1.44,14.797,1.44,1594603.22,1594603.22,1.14,81.11,1511728.43,85.942,1511728.43,85.942,1.14,81.11,1511502.97,86.011,1511502.97,86.011
Average,1:2:3:4,4,1.93,28.484,1.93,1729437.48,1729437.48,1.59,84.44,1643461.07,91.439,1643461.07,91.439,1.59,84.44,1641177.61,91.377,1641177.61,91.377
Average,1:2:3:4,5,2.43,39.090,2.43,2397150.16,2397150.16,2.10,87.29,2300673.71,94.567,2300673.71,94.567,2.10,87.29,2301531.16,94.633,2301531.16,94.633
Average,1:2:3:4,10,4.92,65.470,4.92,5059926.40,5059926.40,4.59,93.55,5006260.55,97.741,5006260.55,97.741,4.59,93.55,5005682.85,97.756,5005682.85,97.756
Average,1:2:3:4,15,7.46,76.001,7.46,8104635.15,8104635.15,7.12,95.50,8064844.12,98.631,8064844.12,98.631,7.12,95.50,8064140.46,98.642,8064140.46,98.642
Average,1:2:3:4,25,12.41,84.911,12.41,12008277.36,12008277.36,12.07,97.28,11948622.89,99.219,11948622.89,99.219,12.07,97.28,11946408.82,99.220,11946408.82,99.220
Average,1:2:3:4,50,24.97,92.260,24.97,26433080.98,26433080.98,24.61,98.57,26375530.61,99.624,26375530.61,99.624,24.61,98.57,26378784.83,99.631,26378784.83,99.631
Average,1:2:3:4,100,49.98,96.066,49.98,51812236.75,51812236.75,49.66,99.36,51762851.13,99.840,51762851.13,99.840,49.66,99.36,51764162.06,99.842,51764162.06,99.842
Average,1:2:3:4,500,250.33,99.203,250.33,260833360.68,260833360.68,249.98,99.86,260780018.13,99.967,260780018.13,99.967,249.98,99.85,260778115.90,99.967,260778115.90,99.967
Average,1:2:3:4,1000,498.96,99.599,498.96,512395224.00,512395224.00,498.58,99.92,512343250.51,99.982,512343250.51,99.982,498.58,99.92,512340803.99,99.982,512340803.99,99.982
