stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1,2,1.06,7.878,1.06,148739.24,148739.24,0.58,50.90,115838.47,55.199,115838.47,55.199,0.58,50.90,115838.47,55.199,115838.47,55.199
Average,1:1:1:1:1,3,1.49,25.757,1.49,240674.27,240674.27,0.98,64.54,199763.52,72.552,199763.52,72.552,0.98,64.54,199763.52,72.552,199763.52,72.552
Average,1:1:1:1:1,4,1.96,43.434,1.96,329548.64,329548.64,1.47,74.64,295258.21,85.568,295258.21,85.568,1.47,74.64,295258.21,85.568,295258.21,85.568
Average,1:1:1:1:1,5,2.56,57.373,2.56,469290.73,469290.73,2.09,82.22,434200.15,91.105,434200.15,91.105,2.09,82.22,434200.15,91.105,434200.15,91.105
Average,1:1:1:1:1,10,5.02,79.460,5.02,925927.50,925927.50,4.54,90.60,894472.79,96.283,894472.79,96.283,4.54,90.60,894472.79,96.283,894472.79,96.283
Average,1:1:1:1:1,15,7.50,86.347,7.50,1444613.83,1444613.83,7.02,93.40,1412785.63,97.602,1412785.63,97.602,7.02,93.40,1412785.63,97.602,1412785.63,97.602
Average,1:1:1:1:1,25,12.44,91.859,12.44,2397261.58,2397261.58,11.88,95.44,2364408.37,98.591,2364408.37,98.591,11.88,95.44,2364408.37,98.591,2364408.37,98.591
Average,1:1:1:1:1,50,24.95,95.963,24.95,4900620.87,4900620.87,24.44,98.01,4869546.77,99.373,4869546.77,99.373,24.44,98.01,4869546.77,99.373,4869546.77,99.373
Average,1:1:1:1:1,100,49.94,97.991,49.94,9858985.43,9858985.43,49.39,98.89,9823004.62,99.632,9823004.62,99.632,49.39,98.89,9823004.62,99.632,9823004.62,99.632
Average,1:1:1:1:1,500,249.72,99.599,249.72,49842736.64,49842736.64,249.27,99.82,49813723.73,99.942,49813723.73,99.942,249.27,99.82,49813723.73,99.942,49813723.73,99.942
Average,1:1:1:1:1,1000,500.37,99.800,500.37,100178625.31,100178625.31,499.87,99.90,100146489.85,99.967,100146489.85,99.967,499.87,99.90,100146489.85,99.967,100146489.85,99.967
