stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:3:2:1,2,1.00,0.000,1.00,617706.41,617706.41,0.35,35.15,262051.03,34.671,262051.03,34.671,0.35,35.15,247005.89,33.182,247005.89,33.182
Average,4:3:2:1,3,1.50,16.969,1.50,1044257.29,1044257.29,0.96,70.30,874899.43,78.222,874899.43,78.222,0.96,70.30,758367.18,73.149,758367.18,73.149
Average,4:3:2:1,4,1.95,31.414,1.95,1279174.06,1279174.06,1.38,71.71,1004721.82,79.395,1004721.82,79.395,1.38,71.71,909482.08,74.451,909482.08,74.451
Average,4:3:2:1,5,2.47,41.171,2.47,1722187.75,1722187.75,1.93,80.35,1521491.63,87.621,1521491.63,87.621,1.93,80.35,1405006.76,83.592,1405006.76,83.592
Average,4:3:2:1,10,4.98,66.297,4.98,3342019.76,3342019.76,4.36,87.74,3116760.15,92.565,3116760.15,92.565,4.36,87.74,3013509.66,90.423,3013509.66,90.423
Average,4:3:2:1,15,7.49,76.273,7.49,5151601.33,5151601.33,6.92,92.62,4975957.57,95.718,4975957.57,95.718,6.92,92.62,4839863.09,94.173,4839863.09,94.173
Average,4:3:2:1,25,12.50,85.155,12.50,8511800.26,8511800.26,11.93,95.45,8379449.12,97.398,8379449.12,97.398,11.93,95.45,8265687.84,96.407,8265687.84,96.407
Average,4:3:2:1,50,24.98,92.290,24.98,17088041.87,17088041.87,24.38,97.61,16924626.92,98.550,16924626.92,98.550,24.38,97.61,16806961.54,98.157,16806961.54,98.157
Average,4:3:2:1,100,49.96,96.070,49.96,34430260.47,34430260.47,49.40,98.86,34254131.70,99.367,34254131.70,99.367,49.40,98.86,34159478.76,99.153,34159478.76,99.153
Average,4:3:2:1,500,249.90,99.202,249.92,172009322.83,172009322.83,249.35,99.77,171856461.39,99.876,171856461.39,99.876,249.35,99.76,171724651.20,99.829,171724651.20,99.829
Average,4:3:2:1,1000,499.85,99.600,499.87,341138279.81,341138279.81,499.35,99.90,340975843.65,99.940,340975843.65,99.940,499.35,99.89,340840165.42,99.918,340840165.42,99.918
