stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2,0.83,1.515,0.83,1194214.95,1194214.95,0.32,30.60,932438.42,31.513,932438.42,31.513,0.32,30.60,932438.42,31.513,932438.42,31.513
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,3,1.40,21.515,1.40,2901536.13,2901536.13,0.88,62.72,2597839.00,73.410,2597839.00,73.410,0.88,62.72,2597839.00,73.410,2597839.00,73.410
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,4,1.90,40.202,1.90,2848586.76,2848586.76,1.38,73.13,2621388.39,85.527,2621388.39,85.527,1.38,73.13,2621388.39,85.527,2621388.39,85.527
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,5,2.35,53.989,2.35,3903624.33,3903624.33,1.88,80.75,3795569.46,93.191,3795569.46,93.191,1.88,80.75,3795569.46,93.191,3795569.46,93.191
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,10,4.91,78.937,4.91,9458451.10,9458451.10,4.40,89.68,9282296.39,97.224,9282296.39,97.224,4.40,89.68,9282296.39,97.224,9282296.39,97.224
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,15,7.30,86.007,7.30,12060083.58,12060083.58,6.87,94.17,11965793.47,98.980,11965793.47,98.980,6.87,94.17,11965793.47,98.980,11965793.47,98.980
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,25,12.50,91.895,12.50,22337854.38,22337854.38,11.99,95.95,22231431.71,99.175,22231431.71,99.175,11.99,95.95,22231431.71,99.175,22231431.71,99.175
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,50,24.78,95.934,24.78,48842629.51,48842629.51,24.24,97.86,48738477.36,99.605,48738477.36,99.605,24.24,97.86,48738477.36,99.605,48738477.36,99.605
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,100,50.31,98.006,50.31,89159401.96,89159401.96,49.80,98.98,89065703.69,99.810,89065703.69,99.810,49.80,98.98,89065703.69,99.810,89065703.69,99.810
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,500,249.85,99.599,249.85,454906019.47,454906019.47,249.36,99.80,454853876.14,99.970,454853876.14,99.970,249.36,99.80,454853876.14,99.970,454853876.14,99.970
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,1000,499.61,99.799,499.61,913285799.47,913285799.47,499.09,99.89,913198958.33,99.984,913198958.33,99.984,499.09,99.89,913198958.33,99.984,913198958.33,99.984
