stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,0.99,2.626,0.99,198118.41,198118.41,0.61,57.87,157458.96,58.369,157458.96,58.369,0.61,57.87,156936.77,58.255,156936.77,58.255
Average,1:2:3,3,1.50,17.070,1.50,325165.56,325165.56,1.16,79.19,285174.87,83.372,285174.87,83.372,1.16,79.19,285598.36,83.568,285598.36,83.568
Average,1:2:3,4,2.05,31.474,2.05,472101.20,472101.20,1.70,85.30,434864.97,91.359,434864.97,91.359,1.70,85.30,434362.25,91.215,434362.25,91.215
Average,1:2:3,5,2.55,41.797,2.55,586924.18,586924.18,2.16,86.36,541618.32,91.530,541618.32,91.530,2.16,86.36,541982.03,91.673,541982.03,91.673
Average,1:2:3,10,5.05,66.366,5.05,1219506.30,1219506.30,4.66,92.60,1180071.31,96.649,1180071.31,96.649,4.66,92.60,1178975.03,96.579,1178975.03,96.579
Average,1:2:3,15,7.51,76.087,7.51,1838780.53,1838780.53,7.20,95.96,1803396.75,97.956,1803396.75,97.956,7.20,95.96,1804091.83,97.985,1804091.83,97.985
Average,1:2:3,25,12.55,85.100,12.55,3063379.27,3063379.27,12.20,97.26,3026905.21,98.768,3026905.21,98.768,12.20,97.26,3025889.18,98.735,3025889.18,98.735
Average,1:2:3,50,24.89,92.231,24.89,6209741.12,6209741.12,24.58,98.74,6176486.57,99.455,6176486.57,99.455,24.58,98.74,6175252.55,99.436,6175252.55,99.436
Average,1:2:3,100,49.70,96.043,49.70,12383775.01,12383775.01,49.34,99.28,12344437.12,99.680,12344437.12,99.680,49.34,99.28,12344110.62,99.676,12344110.62,99.676
Average,1:2:3,500,249.88,99.202,249.88,62345143.36,62345143.36,249.58,99.87,62313343.69,99.948,62313343.69,99.948,249.58,99.87,62314215.75,99.950,62314215.75,99.950
Average,1:2:3,1000,498.46,99.599,498.46,124465623.18,124465623.18,498.12,99.93,124428371.33,99.970,124428371.33,99.970,498.12,99.93,124428479.87,99.970,124428479.87,99.970
