stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:3,2,1.01,1.212,1.01,284631.37,284631.37,0.52,50.90,191940.69,50.220,191940.69,50.220,0.52,50.90,181551.75,48.915,181551.75,48.915
Average,2:3,3,1.46,15.252,1.46,475869.33,475869.33,1.07,77.07,411966.18,79.978,411966.18,79.978,1.07,77.07,381583.85,77.076,381583.85,77.076
Average,2:3,4,1.93,29.797,1.93,512504.73,512504.73,1.37,71.61,407775.78,80.168,407775.78,80.168,1.37,71.61,387054.79,77.335,387054.79,77.335
Average,2:3,5,2.49,41.131,2.49,861312.30,861312.30,2.03,83.03,789450.50,88.869,789450.50,88.869,2.03,83.03,758286.14,86.143,758286.14,86.143
Average,2:3,10,5.01,66.239,5.01,1705041.81,1705041.81,4.51,90.36,1620066.90,94.157,1620066.90,94.157,4.51,90.36,1565229.31,92.798,1565229.31,92.798
Average,2:3,15,7.54,76.307,7.54,2511476.29,2511476.29,7.08,94.03,2409598.80,96.494,2409598.80,96.494,7.08,94.03,2380711.93,95.518,2380711.93,95.518
Average,2:3,25,12.39,84.950,12.39,4186901.23,4186901.23,11.91,96.11,4122245.39,97.841,4122245.39,97.841,11.91,96.11,4066816.35,97.078,4066816.35,97.078
Average,2:3,50,25.00,92.277,25.01,8774849.37,8774849.37,24.62,98.48,8701106.29,98.975,8701106.29,98.975,24.62,98.45,8653934.25,98.763,8653934.25,98.763
Average,2:3,100,49.97,96.069,49.97,17552287.82,17552287.82,49.51,99.08,17483434.98,99.481,17483434.98,99.481,49.51,99.08,17454661.39,99.347,17454661.39,99.347
Average,2:3,500,250.06,99.203,250.10,85493395.70,85493395.70,249.64,99.83,85411457.29,99.886,85411457.29,99.886,249.64,99.81,85366822.95,99.853,85366822.95,99.853
Average,2:3,1000,500.24,99.600,500.38,171170250.64,171170250.64,499.99,99.94,171116212.87,99.951,171116212.87,99.951,499.99,99.92,171076533.94,99.936,171076533.94,99.936
