stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,0.93,1.515,0.93,493134.88,493134.88,0.60,58.03,456955.20,58.387,456955.20,58.387,0.60,58.03,454185.51,58.625,454185.51,58.625
Average,1:2:3,3,1.50,17.020,1.50,806705.25,806705.25,1.12,75.80,763401.54,82.671,763401.54,82.671,1.12,75.80,765135.49,82.829,765135.49,82.829
Average,1:2:3,4,2.03,31.878,2.03,1337231.56,1337231.56,1.67,83.43,1291211.20,91.634,1291211.20,91.634,1.67,83.43,1290005.50,91.647,1290005.50,91.647
Average,1:2:3,5,2.50,40.696,2.50,1347301.06,1347301.06,2.16,87.62,1303018.63,94.519,1303018.63,94.519,2.16,87.62,1303055.99,94.590,1303055.99,94.590
Average,1:2:3,10,4.97,65.784,4.97,2599300.44,2599300.44,4.63,93.47,2563045.86,97.914,2563045.86,97.914,4.63,93.47,2561221.17,97.967,2561221.17,97.967
Average,1:2:3,15,7.37,75.651,7.37,3910668.65,3910668.65,7.00,95.22,3880797.15,98.494,3880797.15,98.494,7.00,95.22,3881069.18,98.500,3881069.18,98.500
Average,1:2:3,25,12.48,85.022,12.48,7361863.87,7361863.87,12.16,97.49,7333950.67,99.251,7333950.67,99.251,12.16,97.46,7333696.44,99.257,7333696.44,99.257
Average,1:2:3,50,24.92,92.248,24.92,14361535.37,14361535.37,24.57,98.61,14328854.72,99.594,14328854.72,99.594,24.57,98.61,14329347.33,99.614,14329347.33,99.614
Average,1:2:3,100,49.83,96.052,49.83,28466143.60,28466143.60,49.53,99.39,28438545.37,99.833,28438545.37,99.833,49.53,99.39,28438209.59,99.835,28438209.59,99.835
Average,1:2:3,500,249.98,99.202,250.00,141334236.22,141334236.22,249.64,99.86,141309243.13,99.961,141309243.13,99.961,249.64,99.85,141309533.10,99.963,141309533.10,99.963
Average,1:2:3,1000,500.43,99.601,500.46,287034267.83,287034267.83,500.11,99.93,287010387.56,99.982,287010387.56,99.982,500.11,99.92,287007271.86,99.981,287007271.86,99.981
