stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2,2,1.01,1.212,1.01,160275.88,160275.88,0.46,44.84,114237.43,44.892,114237.43,44.892,0.46,44.84,105683.71,44.349,105683.71,44.349
Average,2:2,3,1.49,16.262,1.49,349553.09,349553.09,0.96,67.37,276397.81,73.253,276397.81,73.253,0.96,67.37,261522.38,69.790,261522.38,69.790
Average,2:2,4,1.92,29.090,1.92,424604.75,424604.75,1.47,76.96,380304.13,83.089,380304.13,83.089,1.47,76.96,359590.01,81.261,359590.01,81.261
Average,2:2,5,2.47,40.383,2.47,513656.11,513656.11,2.01,82.17,446241.78,87.058,446241.78,87.058,2.01,82.17,436980.78,85.762,436980.78,85.762
Average,2:2,10,5.02,66.119,5.02,1075422.07,1075422.07,4.49,89.70,1012380.48,93.870,1012380.48,93.870,4.49,89.70,1006170.20,92.994,1006170.20,92.994
Average,2:2,15,7.48,76.087,7.48,1590888.23,1590888.23,7.03,93.97,1556677.51,96.761,1556677.51,96.761,7.03,93.97,1528019.05,96.022,1528019.05,96.022
Average,2:2,25,12.52,85.069,12.52,2831658.69,2831658.69,11.96,95.53,2763875.85,97.468,2763875.85,97.468,11.96,95.53,2733234.16,96.967,2733234.16,96.967
Average,2:2,50,24.82,92.215,24.83,5980644.78,5980644.78,24.30,97.90,5921846.50,98.933,5921846.50,98.933,24.30,97.88,5916351.03,98.738,5916351.03,98.738
Average,2:2,100,50.00,96.067,50.01,11197798.47,11197798.47,49.53,99.06,11161487.42,99.491,11161487.42,99.491,49.53,99.03,11130089.49,99.387,11130089.49,99.387
Average,2:2,500,250.12,99.203,250.20,56567051.56,56567051.56,249.79,99.86,56528745.94,99.904,56528745.94,99.904,249.79,99.83,56500278.38,99.875,56500278.38,99.875
Average,2:2,1000,499.63,99.600,499.85,115542665.22,115542665.22,499.41,99.95,115499993.42,99.948,115499993.42,99.948,499.41,99.91,115479969.24,99.936,115479969.24,99.936
