stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:3,2,1.02,1.616,1.02,130469.57,130469.57,0.52,49.69,80435.41,48.290,80435.41,48.290,0.52,49.69,80172.23,48.160,80172.23,48.160
Average,2:3,3,1.52,17.474,1.52,202774.01,202774.01,1.03,71.01,159184.81,76.034,159184.81,76.034,1.03,71.01,157277.39,74.915,157277.39,74.915
Average,2:3,4,1.95,30.202,1.95,269707.54,269707.54,1.52,79.09,221821.33,80.719,221821.33,80.719,1.52,79.09,222658.94,80.853,222658.94,80.853
Average,2:3,5,2.47,40.343,2.47,350173.71,350173.71,2.03,83.48,302489.21,85.751,302489.21,85.751,2.03,83.48,303740.58,86.009,303740.58,86.009
Average,2:3,10,5.06,66.417,5.06,733275.06,733275.06,4.60,91.47,685549.21,93.388,685549.21,93.388,4.60,91.47,686784.85,93.580,686784.85,93.580
Average,2:3,15,7.60,76.524,7.60,1118921.00,1118921.00,7.13,94.00,1069278.24,95.532,1069278.24,95.532,7.13,94.00,1069091.89,95.495,1069091.89,95.495
Average,2:3,25,12.53,85.106,12.53,1855797.57,1855797.57,12.10,96.53,1807564.47,97.384,1807564.47,97.384,12.10,96.53,1807036.80,97.336,1807036.80,97.336
Average,2:3,50,24.94,92.263,24.94,3737998.58,3737998.58,24.45,98.03,3683000.15,98.513,3683000.15,98.513,24.45,98.03,3680457.97,98.442,3680457.97,98.442
Average,2:3,100,49.89,96.061,49.89,7450310.44,7450310.44,49.38,98.96,7393919.12,99.240,7393919.12,99.240,49.38,98.96,7391504.36,99.207,7391504.36,99.207
Average,2:3,500,249.68,99.201,249.68,37447415.49,37447415.49,249.21,99.81,37390327.44,99.847,37390327.44,99.847,249.21,99.81,37391433.08,99.850,37391433.08,99.850
Average,2:3,1000,500.75,99.601,500.75,75251198.93,75251198.93,500.29,99.90,75199570.37,99.931,75199570.37,99.931,500.29,99.90,75201296.46,99.933,75201296.46,99.933
