stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2,2,1.03,4.848,1.03,238910.03,238910.03,0.64,57.57,215103.12,60.199,215103.12,60.199,0.64,57.57,215103.12,60.199,215103.12,60.199
Average,1:2,3,1.47,16.363,1.47,326363.75,326363.75,1.07,72.62,307140.95,78.438,307140.95,78.438,1.07,72.62,307140.95,78.438,307140.95,78.438
Average,1:2,4,2.12,33.434,2.12,650696.46,650696.46,1.75,84.24,624361.05,91.557,624361.05,91.557,1.75,84.24,624361.05,91.557,624361.05,91.557
Average,1:2,5,2.38,37.999,2.38,475269.96,475269.96,2.00,84.59,457389.65,92.499,457389.65,92.499,2.00,84.59,457389.65,92.499,457389.65,92.499
Average,1:2,10,5.04,66.102,5.04,970873.95,970873.95,4.64,92.32,955201.86,97.536,955201.86,97.536,4.64,92.32,955201.86,97.536,955201.86,97.536
Average,1:2,15,7.60,76.326,7.60,1743320.87,1743320.87,7.18,94.55,1726159.70,98.128,1726159.70,98.128,7.18,94.55,1726159.70,98.128,1726159.70,98.128
Average,1:2,25,12.47,84.928,12.47,3019707.61,3019707.61,12.08,96.87,2999857.16,98.905,2999857.16,98.905,12.08,96.87,2999857.16,98.905,2999857.16,98.905
Average,1:2,50,25.09,92.285,25.10,5659269.26,5659269.26,24.69,98.41,5641679.25,99.567,5641679.25,99.567,24.69,98.39,5641679.25,99.567,5641679.25,99.567
Average,1:2,100,49.89,96.058,49.89,11106278.57,11106278.57,49.50,99.22,11087845.37,99.763,11087845.37,99.763,49.50,99.22,11087845.37,99.763,11087845.37,99.763
Average,1:2,500,249.61,99.201,249.75,57875647.83,57875647.83,249.40,99.91,57860224.70,99.956,57860224.70,99.956,249.40,99.86,57860224.70,99.956,57860224.70,99.956
Average,1:2,1000,500.49,99.601,500.78,115125813.07,115125813.07,500.41,99.98,115107703.16,99.977,115107703.16,99.977,500.41,99.92,115107703.16,99.977,115107703.16,99.977
