stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:3,2,1.00,0.606,1.00,358186.10,358186.10,0.53,52.42,250458.69,50.491,250458.69,50.491,0.53,52.42,230864.25,49.497,230864.25,49.497
Average,3:3,3,1.44,14.949,1.44,436902.01,436902.01,0.95,69.39,362692.89,75.189,362692.89,75.189,0.95,69.39,340162.96,71.926,340162.96,71.926
Average,3:3,4,1.98,31.111,1.98,662733.77,662733.77,1.44,74.04,545962.18,79.789,545962.18,79.789,1.44,74.04,501928.18,76.813,501928.18,76.813
Average,3:3,5,2.52,41.737,2.52,943848.24,943848.24,2.03,82.02,842731.17,87.482,842731.17,87.482,2.03,82.02,818355.18,85.099,818355.18,85.099
Average,3:3,10,5.10,66.787,5.10,1629981.71,1629981.71,4.58,90.10,1544134.35,93.635,1544134.35,93.635,4.58,90.10,1492708.69,92.090,1492708.69,92.090
Average,3:3,15,7.53,76.333,7.53,2627034.91,2627034.91,7.03,93.44,2513539.66,95.948,2513539.66,95.948,7.03,93.44,2489527.63,94.999,2489527.63,94.999
Average,3:3,25,12.44,85.043,12.44,4108419.46,4108419.46,11.95,96.14,4043150.65,97.342,4043150.65,97.342,11.95,96.14,3993623.98,96.784,3993623.98,96.784
Average,3:3,50,24.76,92.212,24.76,8389286.08,8389286.08,24.36,98.38,8330694.34,98.861,8330694.34,98.861,24.36,98.35,8298376.03,98.634,8298376.03,98.634
Average,3:3,100,49.98,96.071,49.98,17045498.10,17045498.10,49.49,99.03,16960972.77,99.377,16960972.77,99.377,49.49,99.03,16927587.94,99.225,16927587.94,99.225
Average,3:3,500,249.52,99.201,249.57,86385003.97,86385003.97,249.12,99.84,86272127.38,99.871,86272127.38,99.871,249.12,99.82,86242484.18,99.838,86242484.18,99.838
Average,3:3,1000,499.81,99.600,499.93,170758507.16,170758507.16,499.53,99.94,170678277.66,99.935,170678277.66,99.935,499.53,99.92,170663595.74,99.926,170663595.74,99.926
